url_id,url_length,subdomain_count,shannon_entropy,has_ip_in_host,has_https,suspicious_keyword_count,is_phishing
URL-11264,47,1,3.22,0,1,0,0
URL-11265,37,2,3.614,0,1,0,0
URL-11266,51,0,2.732,0,1,0,0
URL-11267,66,1,3.371,0,1,0,0
URL-11268,20,1,3.608,0,1,0,0
URL-11269,35,0,3.451,0,1,0,0
URL-11270,12,0,3.539,0,1,0,0
URL-11271,86,1,4.344,1,1,3,1
URL-11272,28,2,4.133,0,1,0,1
URL-11273,37,2,3.356,0,1,0,0
URL-11274,30,1,3.07,0,1,0,0
URL-11275,13,5,3.486,0,1,0,0
URL-11276,42,4,3.823,0,1,0,0
URL-11277,97,4,4.775,0,1,1,1
URL-11278,30,1,3.319,0,1,0,0
URL-11279,43,2,4.121,0,1,0,0
URL-11280,19,0,3.474,0,0,1,0
URL-11281,43,0,2.901,0,1,0,0
URL-11282,33,2,3.708,0,1,0,0
URL-11283,28,0,3.452,0,1,0,0
URL-11284,28,2,3.474,0,1,1,0
URL-11285,33,0,3.811,0,1,0,0
URL-11286,42,3,3.409,0,1,0,0
URL-11287,22,2,3.398,0,1,0,0
URL-11288,33,1,3.061,0,1,0,0
URL-11289,37,0,3.315,0,1,0,0
URL-11290,24,2,3.586,0,1,0,0
URL-11291,59,1,3.294,0,1,0,0
URL-11292,27,0,2.916,0,1,0,0
URL-11293,29,0,3.728,0,1,0,0
URL-11294,57,4,4.444,1,0,4,1
URL-11295,59,1,3.745,0,1,1,0
URL-11296,44,0,3.176,0,1,0,0
URL-11297,26,0,3.493,0,1,0,0
URL-11298,51,0,3.584,0,0,0,0
URL-11299,40,1,3.708,0,1,0,0
URL-11300,41,0,3.716,0,1,0,0
URL-11301,91,5,4.697,1,0,3,1
URL-11302,29,1,4.103,0,1,0,0
URL-11303,42,0,3.077,0,1,0,0
URL-11304,31,0,2.929,0,1,0,0
URL-11305,87,4,4.667,0,0,1,1
URL-11306,22,0,3.744,0,1,0,0
URL-11307,25,2,4.852,0,0,2,1
URL-11308,36,1,3.279,0,1,0,0
URL-11309,133,1,3.81,0,1,2,1
URL-11310,47,0,3.806,0,1,0,0
URL-11311,59,1,4.07,0,0,3,1
URL-11312,48,2,3.717,0,1,0,0
URL-11313,85,1,4.27,0,1,3,1
URL-11314,29,2,3.346,0,1,0,0
URL-11315,26,0,3.612,0,1,1,0
URL-11316,22,0,3.614,0,1,0,0
URL-11317,35,0,3.537,0,1,0,0
URL-11318,42,0,4.015,0,1,0,0
URL-11319,46,2,4.1,0,1,0,0
URL-11320,40,0,4.127,0,1,0,0
URL-11321,30,0,3.438,0,1,0,0
URL-11322,49,6,4.901,0,1,3,1
URL-11323,39,0,3.982,0,1,1,0
URL-11324,76,4,4.372,0,1,1,1
URL-11325,47,2,3.35,0,1,0,0
URL-11326,38,1,3.507,0,1,0,0
URL-11327,74,3,4.934,0,0,2,1
URL-11328,30,0,3.4,0,1,0,0
URL-11329,31,1,3.173,0,1,0,0
URL-11330,34,1,3.799,0,1,0,0
URL-11331,41,0,3.364,0,0,1,0
URL-11332,46,0,3.555,0,1,0,0
URL-11333,108,3,4.334,0,1,1,1
URL-11334,93,6,3.651,0,1,1,1
URL-11335,39,2,3.66,0,1,0,0
URL-11336,31,2,3.411,0,1,2,0
URL-11337,26,2,3.355,0,1,0,0
URL-11338,16,1,3.461,0,1,0,0
URL-11339,29,1,3.112,0,1,0,0
URL-11340,43,2,3.219,0,1,0,0
URL-11341,29,3,3.686,0,1,0,0
URL-11342,108,6,4.56,0,0,4,1
URL-11343,43,1,3.162,0,1,0,0
URL-11344,44,0,3.458,0,1,0,0
URL-11345,25,2,2.953,0,1,0,0
URL-11346,49,1,3.547,0,1,0,0
URL-11347,51,2,3.382,0,1,0,0
URL-11348,101,3,4.624,0,0,0,1
URL-11349,28,0,3.706,0,1,0,0
URL-11350,104,2,4.027,0,1,3,1
URL-11351,36,1,3.162,0,1,0,0
URL-11352,12,1,3.723,0,1,0,0
URL-11353,21,2,3.808,0,1,0,0
URL-11354,35,1,4.15,0,1,0,0
URL-11355,85,5,4.026,0,1,1,1
URL-11356,64,3,4.758,0,0,2,1
URL-11357,38,3,3.998,0,1,1,0
URL-11358,55,5,3.526,0,1,0,0
URL-11359,34,0,3.511,0,1,1,0
URL-11360,42,4,4.258,0,1,2,1
URL-11361,55,1,4.028,0,1,0,0
URL-11362,55,1,3.546,0,1,0,0
URL-11363,41,1,3.465,0,0,0,0
URL-11364,14,2,3.222,0,1,1,0
URL-11365,43,0,3.929,0,1,0,0
URL-11366,50,1,3.845,0,1,0,0
URL-11367,135,5,4.53,0,1,4,1
URL-11368,58,2,3.679,0,1,0,0
URL-11369,48,1,3.779,0,1,0,0
URL-11370,102,4,4.095,1,1,2,1
URL-11371,51,2,3.724,0,1,0,0
URL-11372,37,5,4.445,0,1,1,1
URL-11373,12,1,3.718,0,1,0,0
URL-11374,32,1,4.195,0,1,0,0
URL-11375,92,1,4.543,0,1,1,1
URL-11376,28,1,3.933,0,1,0,0
URL-11377,35,1,3.591,0,1,0,0
URL-11378,25,3,3.723,0,1,1,0
URL-11379,59,2,3.652,0,1,0,0
URL-11380,58,1,4.323,0,1,0,0
URL-11381,27,1,3.548,0,0,0,0
URL-11382,27,1,4.29,0,0,2,1
URL-11383,29,2,3.692,0,1,0,0
URL-11384,45,2,4.231,0,1,1,0
URL-11385,44,2,3.161,0,1,0,0
URL-11386,66,1,4.373,0,0,2,1
URL-11387,41,2,3.245,0,1,0,0
URL-11388,68,4,4.559,0,0,3,1
URL-11389,25,0,3.167,0,1,0,0
URL-11390,17,0,3.829,0,1,0,0
URL-11391,33,0,3.577,0,1,0,0
URL-11392,19,1,3.047,0,0,0,0
URL-11393,20,1,3.74,0,1,0,0
URL-11394,25,2,3.621,0,1,0,0
URL-11395,73,5,4.397,0,1,1,1
URL-11396,26,2,3.289,0,1,0,0
URL-11397,44,1,3.071,0,1,0,0
URL-11398,31,0,3.738,0,1,0,0
URL-11399,35,2,3.789,0,1,0,0
URL-11400,48,1,3.113,0,1,0,0
URL-11401,28,0,3.583,0,1,0,0
URL-11402,34,1,3.284,0,1,0,0
URL-11403,42,0,3.84,0,1,0,0
URL-11404,14,0,3.732,0,1,0,0
URL-11405,12,3,3.927,0,1,0,0
URL-11406,80,3,4.398,0,1,2,1
URL-11407,129,1,4.827,0,0,1,1
URL-11408,62,0,3.37,0,1,0,0
URL-11409,77,0,4.164,0,1,3,1
URL-11410,47,0,3.629,0,1,0,0
URL-11411,35,2,3.123,0,1,0,0
URL-11412,41,2,4.032,0,1,0,0
URL-11413,58,2,4.11,0,1,0,0
URL-11414,12,0,3.888,0,1,0,0
URL-11415,78,3,4.396,0,1,0,1
URL-11416,63,1,3.457,0,1,0,0
URL-11417,41,1,3.566,0,1,0,0
URL-11418,57,1,3.235,0,1,0,0
URL-11419,64,4,3.65,0,0,2,1
URL-11420,37,2,3.617,0,1,0,0
URL-11421,38,0,3.211,0,0,0,0
URL-11422,12,1,4.067,0,1,0,0
URL-11423,23,0,3.471,0,1,0,0
URL-11424,33,4,4.009,0,1,1,1
URL-11425,89,4,5.046,0,0,1,1
URL-11426,48,1,3.289,0,1,0,0
URL-11427,47,3,3.946,1,1,1,1
URL-11428,47,0,4.05,0,1,0,0
URL-11429,75,5,4.794,0,1,1,1
URL-11430,52,0,3.86,0,1,0,0
URL-11431,38,0,3.644,0,1,0,0
URL-11432,38,1,3.667,0,1,1,0
URL-11433,34,1,3.495,0,1,0,0
URL-11434,46,3,3.349,0,1,0,0
URL-11435,32,1,3.955,0,1,0,0
URL-11436,49,1,3.729,0,1,0,0
URL-11437,24,2,3.437,0,1,0,0
URL-11438,24,1,3.848,0,1,0,0
URL-11439,46,1,4.029,0,1,0,0
URL-11440,92,3,4.665,0,1,3,1
URL-11441,32,2,4.043,0,1,0,0
URL-11442,48,1,3.333,0,1,0,0
URL-11443,30,1,3.185,0,1,1,0
URL-11444,78,4,4.766,0,1,0,1
URL-11445,54,2,3.514,0,1,0,0
URL-11446,56,0,4.044,0,1,0,0
URL-11447,83,5,5.22,1,0,1,1
URL-11448,53,1,4.222,1,1,1,1
URL-11449,52,2,3.885,0,1,0,0
URL-11450,26,2,3.664,0,0,0,0
URL-11451,27,1,3.327,0,1,0,0
URL-11452,47,2,4.251,0,1,2,1
URL-11453,58,0,3.927,0,1,0,0
URL-11454,27,0,3.132,0,1,0,0
URL-11455,90,4,4.554,0,0,3,1
URL-11456,27,3,3.512,0,1,0,0
URL-11457,46,0,3.942,0,1,0,0
URL-11458,33,4,3.849,0,1,0,0
URL-11459,22,0,3.552,0,1,0,0
URL-11460,43,2,3.924,0,1,0,0
URL-11461,20,1,4.001,0,1,0,0
URL-11462,27,2,3.333,0,1,0,0
URL-11463,12,1,3.362,0,1,0,0
URL-11464,46,2,4.371,0,1,5,1
URL-11465,40,0,4.094,0,1,1,0
URL-11466,68,6,4.354,0,0,3,1
URL-11467,20,0,2.855,0,1,0,0
URL-11468,68,3,4.073,1,1,1,1
URL-11469,48,6,4.108,0,1,2,1
URL-11470,61,2,3.545,0,1,0,0
URL-11471,60,1,4.422,0,1,0,0
URL-11472,76,7,4.137,0,1,3,1
URL-11473,44,2,3.24,0,1,0,0
URL-11474,46,3,3.235,0,1,0,0
URL-11475,30,0,3.53,0,1,0,0
URL-11476,48,3,4.767,0,1,4,1
URL-11477,90,3,3.623,0,1,2,1
URL-11478,107,1,3.457,0,1,6,1
URL-11479,32,0,3.594,0,0,0,0
URL-11480,72,8,4.231,0,1,2,1
URL-11481,28,0,3.715,0,1,0,0
URL-11482,24,2,3.353,0,1,0,0
URL-11483,39,1,3.536,0,1,0,0
URL-11484,42,2,3.811,0,1,0,0
URL-11485,23,1,3.85,0,1,0,0
URL-11486,49,1,3.821,0,1,0,0
URL-11487,16,0,3.517,0,1,0,0
URL-11488,31,1,3.159,0,1,0,0
URL-11489,34,1,3.388,0,1,0,0
URL-11490,30,4,3.508,0,1,0,0
URL-11491,31,0,4.041,0,1,0,0
URL-11492,60,2,3.316,0,1,0,0
URL-11493,27,0,3.571,0,1,1,0
URL-11494,67,3,3.068,0,1,0,0
URL-11495,43,1,3.619,0,1,0,0
URL-11496,39,2,3.484,0,1,1,0
URL-11497,43,1,3.455,0,1,0,0
URL-11498,68,2,3.796,0,1,0,0
URL-11499,42,6,4.706,1,0,1,1
URL-11500,24,3,3.99,0,1,0,0
URL-11501,28,1,3.234,0,1,1,0
URL-11502,38,3,3.978,0,1,0,0
URL-11503,17,2,2.941,0,1,0,0
URL-11504,38,0,3.607,0,1,1,0
URL-11505,58,1,3.714,0,1,0,0
URL-11506,39,2,3.374,0,1,0,0
URL-11507,34,1,3.597,0,1,0,0
URL-11508,30,1,3.373,0,1,0,0
URL-11509,73,3,4.571,0,1,3,1
URL-11510,66,3,4.359,1,0,1,1
URL-11511,60,2,4.276,0,1,0,0
URL-11512,77,2,3.718,0,0,1,1
URL-11513,41,1,3.57,0,1,0,0
URL-11514,37,1,3.353,0,1,0,0
URL-11515,50,2,3.544,0,1,1,0
URL-11516,51,0,3.452,0,1,0,0
URL-11517,119,5,4.453,0,0,0,1
URL-11518,31,0,3.317,0,1,0,0
URL-11519,102,6,4.223,0,1,1,1
URL-11520,42,3,3.369,0,1,0,0
URL-11521,81,6,4.403,0,0,3,1
URL-11522,21,2,3.565,0,1,0,0
URL-11523,32,0,3.246,0,1,0,0
URL-11524,21,1,3.713,0,1,0,0
URL-11525,27,1,3.164,0,1,0,0
URL-11526,44,3,3.673,0,1,0,0
URL-11527,29,1,3.641,0,1,0,0
URL-11528,39,2,3.893,0,0,2,1
URL-11529,18,0,3.117,0,1,0,0
URL-11530,40,2,3.502,0,1,0,0
URL-11531,37,1,3.139,0,1,1,0
URL-11532,29,0,3.461,0,1,0,0
URL-11533,35,2,3.776,0,1,1,0
URL-11534,40,3,3.495,0,1,0,0
URL-11535,28,1,3.939,0,1,0,0
URL-11536,20,1,3.603,0,1,1,0
URL-11537,59,2,3.771,0,1,0,0
URL-11538,30,0,3.751,0,1,0,0
URL-11539,36,0,3.992,0,1,0,0
URL-11540,50,0,3.043,0,1,0,0
URL-11541,80,4,3.317,0,1,0,0
URL-11542,23,0,3.51,0,1,0,0
URL-11543,43,1,3.78,0,1,0,0
URL-11544,68,2,4.576,0,0,1,1
URL-11545,31,2,3.498,0,1,0,0
URL-11546,112,7,4.313,0,0,3,1
URL-11547,24,2,3.382,0,1,1,0
URL-11548,37,2,3.366,0,1,0,0
URL-11549,20,0,3.682,0,1,0,0
URL-11550,64,8,5.001,0,0,3,1
URL-11551,38,3,3.493,0,1,0,0
URL-11552,119,3,3.81,0,0,0,1
URL-11553,54,3,4.27,1,1,0,1
URL-11554,33,2,3.372,0,1,1,0
URL-11555,41,1,3.964,0,1,1,0
URL-11556,24,0,3.372,0,1,0,0
URL-11557,33,0,3.607,0,1,0,0
URL-11558,92,2,4.686,0,0,2,1
URL-11559,59,6,3.788,0,0,1,1
URL-11560,12,1,3.385,0,1,0,0
URL-11561,54,0,2.634,0,1,0,0
URL-11562,103,0,4.66,0,1,3,1
URL-11563,51,2,3.671,0,1,0,0
URL-11564,40,6,3.965,0,1,2,1
URL-11565,22,2,3.31,0,1,0,0
URL-11566,24,1,3.031,0,1,0,0
URL-11567,68,0,2.724,0,1,0,0
URL-11568,59,0,2.973,0,1,0,0
URL-11569,37,0,3.728,0,1,0,0
URL-11570,41,0,3.39,0,1,0,0
URL-11571,30,0,3.573,0,1,0,0
URL-11572,43,1,4.214,0,1,0,0
URL-11573,37,2,3.919,0,1,6,1
URL-11574,13,1,3.689,0,1,0,0
URL-11575,22,0,3.33,0,1,0,0
URL-11576,38,1,4.046,0,1,0,0
URL-11577,24,0,3.932,0,1,0,0
URL-11578,37,1,3.813,0,1,0,0
URL-11579,25,2,3.498,0,1,0,0
URL-11580,28,1,3.176,0,1,0,0
URL-11581,48,1,4.031,0,1,0,0
URL-11582,40,1,3.805,0,1,0,0
URL-11583,37,3,3.429,0,1,0,0
URL-11584,79,8,4.264,1,1,0,1
URL-11585,43,2,3.072,0,1,0,0
URL-11586,55,3,3.766,0,1,0,0
URL-11587,32,1,3.56,0,1,0,0
URL-11588,32,2,3.639,0,1,1,0
URL-11589,22,2,3.826,0,1,0,0
URL-11590,32,2,3.753,0,1,0,0
URL-11591,108,6,4.53,0,1,1,1
URL-11592,53,3,3.508,0,1,0,0
URL-11593,49,0,3.644,0,1,0,0
URL-11594,16,1,3.671,0,1,0,0
URL-11595,50,1,2.943,0,1,0,0
URL-11596,15,1,3.148,0,1,1,0
URL-11597,48,3,3.73,0,1,0,0
URL-11598,33,1,3.725,0,1,0,0
URL-11599,46,5,4.559,0,1,4,1
URL-11600,22,0,2.957,0,1,0,0
URL-11601,52,0,3.814,0,1,0,0
URL-11602,20,1,3.632,0,1,0,0
URL-11603,29,1,3.132,0,0,1,0
URL-11604,26,3,2.881,0,1,0,0
URL-11605,16,1,3.829,0,1,1,0
URL-11606,39,1,3.156,0,1,0,0
URL-11607,72,5,4.64,0,1,3,1
URL-11608,70,2,3.659,0,1,0,0
URL-11609,39,1,3.497,0,0,0,0
URL-11610,59,4,3.774,0,0,0,1
URL-11611,40,1,3.651,0,1,0,0
URL-11612,43,0,4.671,0,1,0,0
URL-11613,33,2,3.753,0,1,1,0
URL-11614,40,1,3.731,0,1,0,0
URL-11615,44,0,3.191,0,1,0,0
URL-11616,85,5,4.254,0,1,1,1
URL-11617,37,1,3.323,0,1,0,0
URL-11618,37,3,3.181,0,1,0,0
URL-11619,47,2,3.426,0,1,1,0
URL-11620,25,1,3.654,0,1,0,0
URL-11621,37,2,3.338,0,1,0,0
URL-11622,60,1,3.193,0,1,0,0
URL-11623,80,5,3.917,0,0,1,1
URL-11624,54,1,3.572,0,1,1,0
URL-11625,38,0,3.696,0,1,0,0
URL-11626,41,1,3.725,0,1,0,0
URL-11627,50,2,2.956,0,1,0,0
URL-11628,56,1,3.209,0,1,0,0
URL-11629,14,0,3.826,0,1,0,0
URL-11630,112,3,4.262,0,0,0,1
URL-11631,53,1,3.571,0,1,1,0
URL-11632,34,3,4.419,0,1,0,0
URL-11633,49,2,4.486,1,1,6,1
URL-11634,84,5,4.051,0,0,4,1
URL-11635,31,2,3.748,0,1,0,0
URL-11636,21,0,3.156,0,1,0,0
URL-11637,63,0,3.453,0,1,1,0
URL-11638,126,5,4.505,0,1,0,1
URL-11639,58,2,3.896,0,0,2,1
URL-11640,45,2,3.265,0,1,1,0
URL-11641,66,2,4.826,0,0,3,1
URL-11642,49,1,3.814,0,1,0,0
URL-11643,50,1,3.695,0,1,0,0
URL-11644,30,0,3.841,0,1,0,0
URL-11645,78,3,4.937,0,0,1,1
URL-11646,47,1,3.526,0,0,0,0
URL-11647,69,6,3.848,0,1,2,1
URL-11648,119,7,4.294,1,0,0,1
URL-11649,42,0,3.961,0,1,0,0
URL-11650,47,3,3.49,0,1,0,0
URL-11651,16,2,3.794,0,1,0,0
URL-11652,46,0,3.351,0,1,0,0
URL-11653,35,2,3.969,0,1,0,0
URL-11654,46,2,3.903,0,1,0,0
URL-11655,92,1,4.022,0,0,5,1
URL-11656,57,0,3.555,0,1,0,0
URL-11657,54,1,3.17,0,1,0,0
URL-11658,54,2,3.826,0,1,0,0
URL-11659,55,1,3.794,0,1,0,0
URL-11660,41,0,3.069,0,1,0,0
URL-11661,38,2,4.26,0,1,0,0
URL-11662,53,1,4.573,0,0,0,1
URL-11663,46,0,3.419,0,1,0,0
URL-11664,76,3,4.14,0,1,1,1
URL-11665,63,4,4.513,0,0,2,1
URL-11666,37,0,3.957,0,1,0,0
URL-11667,95,0,3.982,0,1,0,1
URL-11668,53,0,3.422,0,1,0,0
URL-11669,75,6,4.332,0,1,5,1
URL-11670,62,1,3.31,0,1,0,0
URL-11671,42,3,3.891,0,1,2,1
URL-11672,31,2,4.47,0,1,4,1
URL-11673,97,4,3.881,0,0,0,1
URL-11674,61,4,4.448,0,1,2,1
URL-11675,42,3,4.002,0,1,0,0
URL-11676,41,0,3.652,0,1,0,0
URL-11677,24,0,3.469,0,1,0,0
URL-11678,24,1,3.768,0,1,0,0
URL-11679,41,1,3.467,0,1,0,0
URL-11680,21,0,3.222,0,1,0,0
URL-11681,42,5,4.228,0,0,1,1
URL-11682,44,1,3.846,0,1,0,0
URL-11683,12,3,4.367,0,1,0,1
URL-11684,57,3,2.972,0,1,0,0
URL-11685,101,3,4.81,0,0,4,1
URL-11686,90,4,3.581,0,0,3,1
URL-11687,26,0,4.011,0,1,0,0
URL-11688,12,1,3.275,0,1,0,0
URL-11689,60,2,3.507,0,1,5,1
URL-11690,47,1,3.438,0,1,0,0
URL-11691,33,0,3.692,0,1,0,0
URL-11692,43,0,3.559,0,1,0,0
URL-11693,19,0,3.676,0,1,0,0
URL-11694,47,2,3.575,0,1,0,0
URL-11695,31,0,3.603,0,1,0,0
URL-11696,38,2,3.119,0,1,0,0
URL-11697,36,1,3.526,0,1,0,0
URL-11698,75,1,4.611,1,1,3,1
URL-11699,24,1,3.482,0,1,0,0
URL-11700,59,4,4.583,0,0,1,1
URL-11701,42,2,2.841,0,1,0,0
URL-11702,50,1,4.037,0,1,0,0
URL-11703,41,0,3.021,0,1,0,0
URL-11704,39,2,3.284,0,1,1,0
URL-11705,17,3,3.224,0,1,0,0
URL-11706,34,1,3.604,0,1,0,0
URL-11707,37,0,3.62,0,1,0,0
URL-11708,61,0,3.731,0,1,0,0
URL-11709,46,1,3.746,0,1,0,0
URL-11710,56,2,4.103,0,1,0,0
URL-11711,45,3,3.393,0,1,0,0
URL-11712,54,1,4.47,0,1,1,1
URL-11713,39,0,3.418,0,1,0,0
URL-11714,40,2,3.113,0,1,1,0
URL-11715,62,2,4.605,0,0,2,1
URL-11716,33,1,2.957,0,1,1,0
URL-11717,35,1,3.207,0,1,0,0
URL-11718,48,0,4.363,1,1,2,1
URL-11719,13,4,3.923,0,1,0,0
URL-11720,52,0,3.539,0,1,0,0
URL-11721,26,1,4.158,0,1,0,0
URL-11722,21,2,3.889,0,0,0,0
URL-11723,52,1,3.923,0,1,0,0
URL-11724,46,2,3.451,0,1,0,0
URL-11725,53,0,3.672,0,1,0,0
URL-11726,47,1,3.186,0,1,0,0
URL-11727,27,3,4.523,0,0,2,1
URL-11728,68,5,4.424,0,1,5,1
URL-11729,36,1,2.891,0,1,0,0
URL-11730,42,0,3.323,0,1,0,0
URL-11731,52,1,3.778,0,1,0,0
URL-11732,28,0,3.328,0,1,0,0
URL-11733,30,0,3.242,0,1,0,0
URL-11734,34,1,3.365,0,1,0,0
URL-11735,72,5,4.514,0,1,1,1
URL-11736,39,2,3.626,0,1,0,0
URL-11737,15,1,3.421,0,1,0,0
URL-11738,38,1,3.506,0,1,0,0
URL-11739,48,2,3.8,0,1,0,0
URL-11740,50,1,4.419,1,1,5,1
URL-11741,58,1,3.334,0,1,0,0
URL-11742,75,8,4.354,0,1,2,1
URL-11743,52,1,3.936,0,1,0,0
URL-11744,46,1,3.683,0,1,0,0
URL-11745,17,1,3.009,0,1,0,0
URL-11746,70,1,3.187,0,1,0,0
URL-11747,37,1,3.198,0,1,0,0
URL-11748,74,5,4.049,0,1,0,1
URL-11749,21,2,3.629,0,1,0,0
URL-11750,35,1,4.16,0,1,0,0
URL-11751,36,1,3.471,0,1,0,0
URL-11752,39,0,3.731,0,1,1,0
URL-11753,34,1,3.897,0,1,0,0
URL-11754,76,2,4.47,0,1,2,1
URL-11755,84,2,4.51,1,0,2,1
URL-11756,70,8,4.529,0,1,0,1
URL-11757,36,1,2.992,0,1,0,0
URL-11758,12,0,3.28,0,1,0,0
URL-11759,42,5,3.559,0,1,0,0
URL-11760,26,1,3.24,0,1,1,0
URL-11761,58,6,4.474,1,0,0,1
URL-11762,53,2,3.075,0,1,0,0
URL-11763,26,0,4.552,0,1,0,0
URL-11764,50,0,3.423,0,1,0,0
URL-11765,32,2,4.13,0,1,0,0
URL-11766,59,1,3.418,0,1,0,0
URL-11767,33,5,3.777,0,1,0,0
URL-11768,27,2,3.45,0,1,0,0
URL-11769,46,3,3.503,0,1,0,0
URL-11770,32,0,3.772,0,1,0,0
URL-11771,74,6,4.207,0,1,5,1
URL-11772,101,2,4.519,0,0,0,1
URL-11773,83,3,4.639,0,1,4,1
URL-11774,85,3,4.519,1,1,1,1
URL-11775,14,2,3.529,0,1,0,0
URL-11776,38,0,2.836,0,1,0,0
URL-11777,45,3,3.607,0,1,0,0
URL-11778,40,1,3.943,0,1,0,0
URL-11779,119,2,3.958,0,0,1,1
URL-11780,37,1,3.271,0,1,0,0
URL-11781,78,2,4.275,0,1,4,1
URL-11782,45,2,4.015,0,1,0,0
URL-11783,39,1,3.65,0,1,0,0
URL-11784,33,0,3.238,0,1,0,0
URL-11785,68,5,4.211,0,0,4,1
URL-11786,30,4,3.147,0,1,0,0
URL-11787,30,1,3.037,0,1,0,0
URL-11788,31,0,3.658,0,1,0,0
URL-11789,54,0,3.333,0,1,0,0
URL-11790,12,3,2.792,0,1,0,0
URL-11791,42,1,3.705,0,1,0,0
URL-11792,38,1,4.011,0,1,0,0
URL-11793,17,0,3.731,0,1,0,0
URL-11794,41,4,3.325,0,1,0,0
URL-11795,43,0,2.751,0,1,1,0
URL-11796,45,3,3.551,0,1,0,0
URL-11797,12,1,3.27,0,1,1,0
URL-11798,54,1,3.185,0,1,0,0
URL-11799,29,3,2.819,0,1,1,0
URL-11800,76,5,4.563,1,1,4,1
URL-11801,46,1,3.116,0,1,0,0
URL-11802,27,1,2.862,0,1,0,0
URL-11803,45,1,4.093,0,1,0,0
URL-11804,33,1,3.511,0,1,0,0
URL-11805,72,4,4.798,0,0,1,1
URL-11806,52,2,3.608,0,1,0,0
URL-11807,28,2,3.652,0,1,0,0
URL-11808,27,0,3.575,0,1,0,0
URL-11809,33,2,2.973,0,1,0,0
URL-11810,41,2,2.946,0,1,0,0
URL-11811,89,2,4.015,1,0,2,1
URL-11812,44,1,3.321,0,1,0,0
URL-11813,21,0,3.374,0,1,0,0
URL-11814,29,0,3.58,0,1,0,0
URL-11815,97,2,5.303,0,1,0,1
URL-11816,60,0,3.262,0,1,0,0
URL-11817,71,3,3.989,0,1,2,1
URL-11818,51,2,3.75,0,1,0,0
URL-11819,38,1,3.217,0,1,0,0
URL-11820,32,0,3.021,0,1,0,0
URL-11821,35,0,3.563,0,1,0,0
URL-11822,35,2,3.353,0,1,2,0
URL-11823,53,3,4.758,1,0,2,1
URL-11824,54,0,3.155,0,1,0,0
URL-11825,42,1,3.078,0,1,0,0
URL-11826,52,1,3.278,0,1,0,0
URL-11827,85,4,4.315,0,1,0,1
URL-11828,123,3,5.087,0,1,0,1
URL-11829,29,0,3.469,0,0,0,0
URL-11830,84,3,4.851,0,0,2,1
URL-11831,33,0,3.855,0,1,0,0
URL-11832,46,0,3.669,0,1,0,0
URL-11833,26,1,2.967,0,1,0,0
URL-11834,66,5,4.362,1,0,1,1
URL-11835,46,1,3.707,0,1,0,0
URL-11836,13,1,3.88,0,1,0,0
URL-11837,63,2,3.315,0,1,0,0
URL-11838,67,3,4.576,0,0,1,1
URL-11839,13,2,3.471,0,1,0,0
URL-11840,39,0,3.557,0,1,0,0
URL-11841,38,0,3.915,0,1,0,0
URL-11842,37,2,3.723,0,1,0,0
URL-11843,49,0,3.552,0,1,0,0
URL-11844,18,4,4.976,0,0,2,1
URL-11845,41,0,3.505,0,1,0,0
URL-11846,43,2,3.362,0,1,0,0
URL-11847,36,1,3.738,0,1,0,0
URL-11848,12,3,4.059,0,0,1,1
URL-11849,20,1,3.503,0,0,0,0
URL-11850,39,2,3.865,0,1,0,0
URL-11851,50,8,4.482,1,1,2,1
URL-11852,53,4,4.218,0,0,3,1
URL-11853,53,3,4.526,0,1,0,1
URL-11854,80,3,4.875,0,1,2,1
URL-11855,39,0,3.859,0,1,0,0
URL-11856,90,2,4.45,1,1,2,1
URL-11857,55,7,3.625,0,1,0,0
URL-11858,56,2,4.999,0,1,1,1
URL-11859,51,0,4.126,0,1,0,0
URL-11860,71,2,4.728,0,1,3,1
URL-11861,33,0,2.896,0,1,0,0
URL-11862,22,2,2.826,0,1,0,0
URL-11863,33,2,3.202,0,1,0,0
URL-11864,79,3,4.357,0,0,4,1
URL-11865,91,3,4.63,0,1,3,1
URL-11866,30,2,3.853,0,1,0,0
URL-11867,56,1,3.818,0,1,0,0
URL-11868,24,3,3.808,0,1,0,0
URL-11869,17,0,3.165,0,1,0,0
URL-11870,18,5,3.985,0,1,1,1
URL-11871,12,2,3.243,0,1,0,0
URL-11872,35,0,3.71,0,1,0,0
URL-11873,107,2,5.043,0,1,2,1
URL-11874,37,1,3.81,0,0,0,0
URL-11875,24,0,4.332,0,1,0,0
URL-11876,37,0,3.489,0,1,0,0
URL-11877,37,1,3.114,0,1,0,0
URL-11878,39,2,2.929,0,1,0,0
URL-11879,45,0,3.186,0,1,0,0
URL-11880,25,2,3.873,0,1,0,0
URL-11881,111,6,4.449,0,1,2,1
URL-11882,40,1,3.581,0,1,0,0
URL-11883,90,6,3.98,0,1,1,1
URL-11884,30,0,3.752,0,1,0,0
URL-11885,53,0,2.955,0,1,1,0
URL-11886,34,4,3.845,0,1,1,0
URL-11887,41,1,3.636,0,1,0,0
URL-11888,26,1,2.996,0,1,0,0
URL-11889,76,2,4.206,0,0,4,1
URL-11890,46,0,3.044,0,1,0,0
URL-11891,32,0,3.679,0,1,0,0
URL-11892,63,5,4.362,0,1,2,1
URL-11893,30,1,3.147,0,0,0,0
URL-11894,46,2,3.645,0,1,0,0
URL-11895,30,1,3.783,0,1,0,0
URL-11896,36,2,3.299,0,1,0,0
