zone_id,latitude,longitude,registered_ev_count,daily_traffic_flow,median_household_income,commercial_poi_count,power_grid_capacity_mw,existing_chargers
ZN-5818,37.78148,-122.36857,173,18756,95562,12,8.93,6
ZN-5819,37.86014,-122.51854,166,22667,38060,11,4.2,1
ZN-5820,37.73352,-122.41461,139,25809,91907,18,2.03,6
ZN-5821,37.88765,-122.39721,144,13851,85681,8,5.46,4
ZN-5822,37.95881,-122.31055,168,23167,107297,18,3.68,0
ZN-5823,37.74587,-122.52411,182,11521,68173,14,10.85,0
ZN-5824,37.73926,-122.66096,174,30442,84462,22,4.4,0
ZN-5825,37.89117,-122.40469,154,13282,35000,15,1.87,5
ZN-5826,37.90127,-122.27536,153,22143,108937,12,1.82,2
ZN-5827,37.73307,-122.32028,183,11476,92790,9,15.59,5
ZN-5828,37.74129,-122.40263,166,17087,97181,13,11.43,4
ZN-5829,37.75236,-122.45873,188,27274,57664,16,7.39,9
ZN-5830,37.66734,-122.35483,132,13093,104951,20,16.67,2
ZN-5831,37.70141,-122.49728,136,31225,136318,11,2.41,11
ZN-5832,37.69457,-122.38129,117,17968,90377,17,18.16,4
ZN-5833,37.71348,-122.37896,177,23854,111252,12,11.86,10
ZN-5834,37.77213,-122.33458,162,20417,73234,15,4.37,0
ZN-5835,37.79364,-122.19863,207,20742,93078,17,12.95,0
ZN-5836,37.89894,-122.38801,204,9443,56716,12,14.41,1
ZN-5837,37.69503,-122.46012,180,15162,114703,8,8.63,9
ZN-5838,37.85365,-122.42145,177,25175,98996,10,16.11,7
ZN-5839,37.75778,-122.56093,155,15934,64517,16,3.81,2
ZN-5840,37.77094,-122.47498,136,18832,74953,12,6.02,12
ZN-5841,37.82889,-122.45214,180,8715,96527,16,2.82,4
ZN-5842,37.68508,-122.46133,190,14774,118096,18,4.85,6
ZN-5843,37.80549,-122.40721,195,24738,131988,13,5.33,14
ZN-5844,37.78822,-122.48519,168,10304,91646,20,17.08,10
ZN-5845,37.8143,-122.32972,132,22302,60883,17,2.55,5
ZN-5846,37.79803,-122.41938,148,19066,100961,16,8.59,8
ZN-5847,37.97132,-122.42014,120,16584,139622,9,10.41,7
ZN-5848,37.72388,-122.44563,144,16320,54431,21,16.75,11
ZN-5849,37.73242,-122.40698,157,15053,71135,14,18.46,5
ZN-5850,37.72505,-122.35339,172,15588,110274,18,14.23,8
ZN-5851,37.73046,-122.48877,191,23578,98839,16,17.99,8
ZN-5852,37.72391,-122.47205,126,15407,81374,14,14.82,5
ZN-5853,37.87002,-122.4437,147,28845,100502,12,17.86,0
ZN-5854,37.88854,-122.52707,187,19797,119438,16,13.44,7
ZN-5855,37.72924,-122.48494,165,14542,92541,14,2.58,9
ZN-5856,37.70831,-122.4575,118,23840,90349,10,8.15,8
ZN-5857,37.81261,-122.34945,140,21743,109725,17,12.39,14
ZN-5858,37.73072,-122.3984,138,8074,88237,19,7.27,7
ZN-5859,37.82553,-122.40391,194,11793,123563,18,5.93,11
ZN-5860,37.79113,-122.35133,150,17307,145668,16,11.19,10
ZN-5861,37.65364,-122.43039,192,8498,72676,12,17.35,1
ZN-5862,37.8987,-122.38816,130,30543,63749,14,1.81,1
ZN-5863,37.91857,-122.42766,140,22933,104292,17,14.51,9
ZN-5864,37.72588,-122.39817,147,17920,62862,13,13.7,10
ZN-5865,37.74388,-122.46602,128,15943,62435,8,17.88,12
ZN-5866,37.79777,-122.61451,161,14402,43769,15,17.3,1
ZN-5867,37.80166,-122.43014,153,6215,85443,15,14.39,10
ZN-5868,37.82758,-122.30558,151,7602,94175,8,10.2,1
ZN-5869,37.93572,-122.3453,164,29406,82065,12,4.73,2
ZN-5870,37.76074,-122.34217,217,27441,129758,29,10.63,5
ZN-5871,37.71104,-122.32051,155,14545,127897,11,14.44,8
ZN-5872,37.66455,-122.41231,188,23447,143221,21,16.7,2
ZN-5873,37.71643,-122.40361,188,21038,96163,22,14.86,9
ZN-5874,37.77225,-122.46881,152,21745,124595,9,4.58,9
ZN-5875,37.91846,-122.44469,133,9448,102721,9,11.57,2
ZN-5876,37.73349,-122.37014,195,7150,100209,18,6.95,5
ZN-5877,37.7928,-122.32309,144,25095,83315,15,1.36,3
ZN-5878,37.77359,-122.43056,204,6124,38421,16,4.66,15
ZN-5879,37.86997,-122.45542,169,17110,110932,16,3.16,8
ZN-5880,37.97705,-122.41936,164,15793,123853,14,15.78,4
ZN-5881,37.73243,-122.3713,192,15239,56859,9,5.67,2
ZN-5882,37.73574,-122.53491,138,19886,94757,13,6.13,1
ZN-5883,37.85843,-122.60309,185,13934,119791,13,17.81,5
ZN-5884,37.82945,-122.46344,155,20374,86012,10,7.76,5
ZN-5885,37.92264,-122.51706,164,18846,124827,17,1.37,3
ZN-5886,37.82161,-122.46005,189,30592,91492,14,6.11,5
ZN-5887,37.74616,-122.43122,177,9687,81871,16,3.26,9
ZN-5888,37.82215,-122.45566,164,18175,126257,14,2.98,15
ZN-5889,37.8636,-122.3032,174,20588,71656,14,2.54,0
ZN-5890,37.84054,-122.39326,150,16461,76877,18,11.46,7
ZN-5891,37.81548,-122.39536,157,9977,72611,12,4.48,7
ZN-5892,37.86023,-122.36962,181,25542,66435,15,7.45,3
ZN-5893,37.86844,-122.51051,126,20021,98825,21,16.11,5
ZN-5894,37.88547,-122.33627,116,10398,82176,16,8.54,3
ZN-5895,37.8268,-122.42546,206,20632,107215,14,17.04,0
ZN-5896,37.76153,-122.36576,144,28209,51633,16,9.81,8
ZN-5897,37.78664,-122.50515,171,17782,66936,16,8.1,5
ZN-5898,37.87142,-122.5437,173,17986,96289,12,14.18,0
ZN-5899,37.70955,-122.35397,144,27408,131742,24,2.47,15
ZN-5900,37.80439,-122.38929,191,12177,104462,18,2.75,4
ZN-5901,37.74343,-122.49156,174,28365,80265,17,12.48,5
ZN-5902,37.7772,-122.48897,163,23837,57761,13,9.62,5
ZN-5903,37.87718,-122.32937,158,12454,78803,11,14.87,6
ZN-5904,37.79019,-122.51455,127,13990,93937,11,17.05,5
ZN-5905,37.77861,-122.28799,190,14851,36057,26,7.92,0
ZN-5906,37.66611,-122.49145,135,6998,64665,26,11.52,4
ZN-5907,37.8346,-122.36833,153,19562,76561,16,9.86,11
ZN-5908,37.82654,-122.44569,198,12726,88564,11,18.18,7
ZN-5909,37.94796,-122.37115,144,19779,93641,24,15.58,1
ZN-5910,37.75028,-122.46293,140,10254,79728,9,16.97,12
ZN-5911,37.79243,-122.43242,162,23538,107646,15,5.6,8
ZN-5912,37.79485,-122.41613,182,22425,98117,10,14.56,5
ZN-5913,37.9011,-122.49957,124,13764,85748,13,5.79,3
ZN-5914,37.76728,-122.36013,172,20157,111094,17,4.81,11
ZN-5915,37.79722,-122.46046,159,18497,109048,19,17.54,8
ZN-5916,37.82353,-122.43769,172,26893,58655,19,1.53,12
ZN-5917,37.78983,-122.49895,195,11805,94199,11,17.9,5
ZN-5918,37.73919,-122.62439,153,17086,117256,20,3.78,8
ZN-5919,37.79043,-122.43468,152,14155,121437,13,15.38,12
ZN-5920,37.86079,-122.22639,143,18268,104272,18,5.97,0
ZN-5921,37.69278,-122.35663,178,21199,89167,15,7.27,1
ZN-5922,37.78554,-122.42094,190,14089,105532,13,4.95,11
ZN-5923,37.71889,-122.44043,129,15815,115194,13,11.33,10
ZN-5924,37.8705,-122.4176,167,23796,97895,19,7.22,10
ZN-5925,37.65305,-122.37563,144,26143,100715,14,12.57,1
ZN-5926,37.73019,-122.51387,194,20961,88754,18,1.47,3
ZN-5927,37.80508,-122.33025,150,17172,61580,18,2.31,5
ZN-5928,37.90014,-122.36217,141,16601,90640,21,2.92,4
ZN-5929,37.76964,-122.36195,180,21288,78072,16,8.45,14
ZN-5930,37.73048,-122.38432,190,19366,78151,15,15.3,9
ZN-5931,37.92539,-122.41783,187,8106,130845,11,16.57,2
ZN-5932,37.65906,-122.36557,188,21434,118788,12,5.44,3
ZN-5933,37.599,-122.37205,188,12836,52662,23,11.14,5
ZN-5934,37.8101,-122.44772,153,9498,67878,13,14.49,16
ZN-5935,37.73474,-122.46529,188,7989,85910,10,6.2,5
ZN-5936,37.6932,-122.41125,147,16703,78984,12,8.28,0
ZN-5937,37.83157,-122.29548,146,11900,102935,15,10.26,6
ZN-5938,37.7944,-122.51853,192,4041,63910,8,3.53,4
ZN-5939,37.72977,-122.5368,140,15849,118963,20,1.65,3
ZN-5940,37.67248,-122.40622,138,15056,93899,27,3.84,4
ZN-5941,37.8447,-122.41533,173,17100,86487,9,12.04,2
ZN-5942,37.82692,-122.40553,133,14226,94642,16,2.47,9
ZN-5943,37.76697,-122.39988,153,28975,84562,14,4.48,10
ZN-5944,37.92263,-122.43726,195,21104,44233,15,7.04,4
ZN-5945,37.68929,-122.30021,184,15002,95298,19,2.55,1
ZN-5946,37.65286,-122.54747,172,17618,86981,16,4.52,8
ZN-5947,37.71955,-122.48568,186,26487,71138,16,16.96,3
ZN-5948,37.77125,-122.42766,153,23739,122435,24,1.53,11
ZN-5949,37.79437,-122.55086,170,9622,111735,13,12.5,6
ZN-5950,37.7556,-122.43347,153,12154,155971,12,7.85,13
ZN-5951,37.80306,-122.28648,173,13308,115870,12,12.84,5
ZN-5952,37.67478,-122.41773,168,15361,78914,13,11.38,6
ZN-5953,37.8904,-122.40094,128,14427,72355,18,5.07,9
ZN-5954,37.76833,-122.52021,191,18204,82642,19,15.86,8
ZN-5955,37.86428,-122.46871,137,22414,78334,10,9.71,5
ZN-5956,37.80232,-122.44942,199,23415,97719,15,15.43,6
ZN-5957,37.81144,-122.44482,187,16039,56530,12,8.22,4
ZN-5958,37.82048,-122.31687,144,8191,111182,18,18.24,11
ZN-5959,37.81072,-122.37478,192,11757,97279,12,14.53,8
ZN-5960,37.82632,-122.50832,158,14881,108311,10,17.91,5
ZN-5961,37.88123,-122.39968,207,10529,66396,16,10.1,1
ZN-5962,37.79062,-122.37954,151,24845,101167,17,9.39,7
ZN-5963,37.83162,-122.32819,137,10922,127479,13,14.27,10
ZN-5964,37.76772,-122.29296,128,21702,73487,13,16.43,2
ZN-5965,37.89011,-122.50061,134,7908,72803,13,17.88,6
ZN-5966,37.72079,-122.48427,201,21943,112798,9,6.81,5
ZN-5967,37.91898,-122.52001,137,17164,70773,20,15.02,0
ZN-5968,37.77169,-122.43812,187,27075,89167,11,4.84,18
ZN-5969,37.66044,-122.38209,188,11210,131893,7,10.64,4
ZN-5970,37.78515,-122.34041,178,14615,73158,11,4.31,6
ZN-5971,37.72042,-122.42548,188,15777,133611,10,7.21,14
ZN-5972,37.84215,-122.44499,194,17084,86605,15,17.31,8
ZN-5973,37.72269,-122.40726,166,15924,66969,19,3.73,13
ZN-5974,37.73921,-122.48621,153,16039,110092,17,12.14,8
ZN-5975,37.62374,-122.25224,156,15941,97693,24,11.46,1
ZN-5976,37.73872,-122.54801,184,5572,95329,20,3.29,1
ZN-5977,37.58099,-122.40462,164,23960,75782,15,6.84,0
ZN-5978,37.64819,-122.25751,124,35166,97511,14,10.94,0
ZN-5979,37.83573,-122.41886,163,19789,43309,16,4.44,6
ZN-5980,37.83776,-122.4346,157,11185,100469,14,15.05,6
ZN-5981,37.80894,-122.448,119,11792,127431,16,18.02,7
ZN-5982,37.69754,-122.43383,150,21679,50864,11,4.92,12
ZN-5983,37.77108,-122.30957,183,20312,84830,17,4.43,0
ZN-5984,37.77461,-122.59635,159,16294,73134,13,9.07,1
ZN-5985,37.68223,-122.29673,185,22520,57223,16,14.14,7
ZN-5986,37.89517,-122.53332,195,5616,43678,18,6.07,3
ZN-5987,37.84509,-122.44073,184,22524,65479,9,1.54,3
ZN-5988,37.75722,-122.45374,181,19426,88940,14,10.56,8
ZN-5989,37.77705,-122.37232,184,12024,123728,11,17.75,14
ZN-5990,37.79157,-122.54725,161,9400,56932,9,7.97,9
ZN-5991,37.61156,-122.38243,140,18727,102359,17,8.47,2
ZN-5992,37.75513,-122.25746,171,26443,100491,20,17.96,6
ZN-5993,37.72034,-122.52845,139,16631,136799,10,13.22,8
ZN-5994,37.69477,-122.40422,164,12883,109275,17,13.64,4
ZN-5995,37.75241,-122.47236,148,19147,110714,15,10.93,15
ZN-5996,37.91871,-122.38533,193,28925,112482,16,18.06,4
ZN-5997,37.82617,-122.41787,146,20587,71894,12,13.12,16
ZN-5998,37.72921,-122.47072,144,21236,80679,21,16.68,6
ZN-5999,37.82071,-122.38037,179,25336,122921,18,13.3,5
ZN-6000,37.88685,-122.27505,182,20835,43730,19,13.92,0
ZN-6001,37.84887,-122.43467,154,13314,77942,10,6.22,8
ZN-6002,37.77967,-122.36182,137,7532,61729,13,6.45,3
ZN-6003,37.72315,-122.52286,165,12470,100856,15,14.75,3
ZN-6004,37.83076,-122.49591,163,11371,84459,21,6.33,9
ZN-6005,37.80638,-122.38161,176,21955,110649,19,10.94,10
ZN-6006,37.84652,-122.30067,197,22790,92275,12,5.51,6
ZN-6007,37.82571,-122.39095,122,19053,56347,17,15.33,2
ZN-6008,37.85886,-122.44444,180,10387,57503,14,3.11,14
ZN-6009,37.73208,-122.41946,221,28719,94848,14,15.55,2
ZN-6010,37.88029,-122.51943,125,15502,75721,16,11.63,4
ZN-6011,37.79071,-122.37104,128,21620,81684,15,4.43,5
ZN-6012,37.94092,-122.34881,150,18295,118460,14,10.58,2
ZN-6013,37.71976,-122.45557,165,19251,113975,14,6.09,13
ZN-6014,37.91378,-122.457,127,21409,139943,21,6.8,4
ZN-6015,37.79073,-122.39813,141,13823,87091,17,7.28,7
ZN-6016,37.72279,-122.45434,142,25832,78971,10,2.3,10
ZN-6017,37.73619,-122.42469,132,8522,105454,16,18.26,12
ZN-6018,37.74927,-122.25142,138,11768,80980,11,1.75,2
ZN-6019,37.80883,-122.43916,163,25754,81798,12,12.66,8
ZN-6020,37.81673,-122.44807,174,21540,89947,21,7.62,9
ZN-6021,37.729,-122.4712,196,33242,136318,18,12.38,11
ZN-6022,37.77295,-122.35986,196,18410,112599,15,7.36,16
ZN-6023,37.94628,-122.4339,150,28202,115220,11,12.86,1
ZN-6024,37.9131,-122.47135,138,6855,135196,19,13.82,1
ZN-6025,37.80981,-122.3137,117,9518,117563,18,13.15,3
ZN-6026,37.77794,-122.30583,145,23373,66714,17,3.17,10
ZN-6027,37.7845,-122.46743,189,7557,117184,14,12.56,5
ZN-6028,37.82398,-122.56872,172,16815,120356,11,6.04,7
ZN-6029,37.69308,-122.3388,188,25003,111296,21,1.7,12
ZN-6030,37.75431,-122.47417,206,21007,90113,11,8.38,7
ZN-6031,37.64141,-122.35615,155,18066,108658,14,8.7,0
ZN-6032,37.80684,-122.57701,156,15305,94494,12,9.28,0
ZN-6033,37.82668,-122.34799,128,19213,70547,19,13.39,4
ZN-6034,37.73625,-122.51629,169,21463,76759,16,6.54,9
ZN-6035,37.90082,-122.36094,144,14034,112593,17,6.65,8
ZN-6036,37.67684,-122.41826,172,20230,72354,13,2.25,10
ZN-6037,37.65775,-122.49572,108,24470,74711,18,13.08,0
ZN-6038,37.79286,-122.45196,127,16665,113834,9,11.02,20
ZN-6039,37.85867,-122.36449,192,18408,98344,9,7.25,2
ZN-6040,37.90961,-122.41093,165,20902,109429,7,13.4,9
ZN-6041,37.73819,-122.37265,130,21308,64274,18,10.5,4
ZN-6042,37.86119,-122.26128,128,23270,108735,18,9.32,0
ZN-6043,37.77182,-122.54454,166,11913,78499,12,10.05,8
ZN-6044,37.76109,-122.29002,159,14826,69577,18,12.21,6
ZN-6045,37.84559,-122.41105,153,15048,82366,11,12.62,7
ZN-6046,37.82709,-122.4913,198,12576,129051,22,6.2,14
ZN-6047,37.64879,-122.52583,133,7209,85888,11,3.63,0
ZN-6048,37.89302,-122.43453,197,3000,150034,14,3.91,6
ZN-6049,37.88531,-122.34567,162,25172,43445,18,12.26,1
ZN-6050,37.72485,-122.4296,136,8676,56343,19,16.3,7
ZN-6051,37.80656,-122.29851,124,27399,128104,16,8.28,10
ZN-6052,37.81442,-122.53549,177,22436,134390,10,4.13,8
ZN-6053,37.79575,-122.42037,171,15565,73413,12,14.29,6
ZN-6054,37.73088,-122.51959,156,21698,96722,18,15.6,1
ZN-6055,37.72117,-122.39031,128,20550,112804,20,16.43,17
ZN-6056,37.77286,-122.34845,193,11389,89265,19,11.7,8
ZN-6057,37.86872,-122.45306,157,17910,98746,13,16.09,6
ZN-6058,37.81839,-122.62774,149,12120,95273,11,1.47,1
ZN-6059,37.74525,-122.40348,180,21924,57963,16,3.06,5
ZN-6060,37.83664,-122.38446,199,13708,86383,9,2.8,2
ZN-6061,37.54702,-122.38706,152,17420,95309,18,13.53,0
ZN-6062,37.8668,-122.32054,165,17161,97578,7,2.4,1
ZN-6063,37.63572,-122.50508,141,18729,51737,21,9.79,2
ZN-6064,37.7459,-122.36498,178,27975,113842,19,9.38,8
ZN-6065,37.68533,-122.324,137,16554,98237,13,6.58,4
ZN-6066,37.67133,-122.56169,136,25307,68615,13,16.26,0
ZN-6067,37.86777,-122.39383,151,20879,139976,11,4.15,6
ZN-6068,37.73748,-122.45973,170,26510,86335,15,7.3,4
ZN-6069,37.80262,-122.42592,193,15969,87958,18,14.59,10
ZN-6070,37.77115,-122.39159,159,22176,111042,16,1.73,10
ZN-6071,37.81306,-122.45838,143,17644,142100,12,12.84,12
ZN-6072,37.78105,-122.47346,152,3000,112025,18,15.32,9
ZN-6073,37.67226,-122.41667,163,11460,115652,13,17.33,5
ZN-6074,37.8546,-122.50638,220,21494,69959,10,16.36,1
ZN-6075,37.7354,-122.50627,202,21097,97173,19,6.73,7
ZN-6076,37.65037,-122.36505,174,10230,81693,20,11.34,3
ZN-6077,37.74065,-122.5113,191,19322,112603,13,2.54,8
ZN-6078,37.89496,-122.36609,189,21019,114924,16,5.66,7
ZN-6079,37.84292,-122.38239,166,17792,135830,16,2.83,13
ZN-6080,37.74701,-122.55746,154,22372,41041,15,6.65,4
ZN-6081,37.74696,-122.47361,219,21555,79235,22,16.34,5
ZN-6082,37.74917,-122.32387,211,17789,127506,13,7.21,9
ZN-6083,37.94104,-122.49789,197,14935,59961,16,10.92,0
ZN-6084,37.80545,-122.45655,177,24255,115141,13,8.7,7
ZN-6085,37.8093,-122.38244,126,20778,123350,14,9.14,10
ZN-6086,37.85732,-122.35673,167,9711,94291,15,17.97,8
ZN-6087,37.794,-122.43952,184,19325,59463,21,6.32,6
ZN-6088,37.75418,-122.4672,149,11093,91962,12,12.05,3
ZN-6089,37.75919,-122.30561,168,12212,131467,19,8.47,11
ZN-6090,37.76917,-122.28029,154,14088,133475,13,2.26,2
ZN-6091,37.77192,-122.34109,150,18269,100197,11,9.67,7
ZN-6092,37.83311,-122.41257,166,20246,70569,24,15.27,9
ZN-6093,37.77906,-122.48406,175,15546,138459,15,2.91,9
ZN-6094,37.83351,-122.48584,144,15808,115523,14,2.4,16
ZN-6095,37.76844,-122.3776,161,14980,72212,19,3.86,7
ZN-6096,37.78119,-122.38593,156,24285,103562,13,14.42,5
ZN-6097,37.61504,-122.30727,193,3000,102418,16,13.73,1
ZN-6098,37.84821,-122.36736,176,16147,79080,16,10.97,13
ZN-6099,37.80262,-122.53965,156,27269,103702,7,9.3,4
ZN-6100,37.85474,-122.33524,154,21103,122654,25,16.57,6
ZN-6101,37.5432,-122.49924,179,25601,87593,15,14.46,0
ZN-6102,37.94197,-122.45012,172,5794,125206,16,15.25,4
ZN-6103,37.76373,-122.39938,171,10546,51116,11,15.27,7
ZN-6104,37.86355,-122.25975,159,21084,150456,9,12.32,0
ZN-6105,37.69171,-122.17061,184,27303,96433,11,9.12,0
ZN-6106,37.82392,-122.37086,197,11152,121825,14,16.16,9
ZN-6107,37.69063,-122.43406,159,15673,100465,14,17.22,9
ZN-6108,37.725,-122.37664,184,20408,74411,12,1.61,5
ZN-6109,37.92802,-122.34839,186,9285,94090,16,2.09,0
ZN-6110,37.75965,-122.44505,171,21130,47263,10,17.79,10
ZN-6111,37.79229,-122.27578,151,3000,112209,20,5.99,3
ZN-6112,37.84451,-122.40099,169,20953,99844,15,16.31,5
ZN-6113,37.81455,-122.37958,198,12029,90211,14,7.93,10
ZN-6114,37.78693,-122.36613,192,15314,113817,15,3.26,11
ZN-6115,37.8041,-122.38567,123,21911,95938,11,2.59,4
ZN-6116,37.96717,-122.35228,124,20683,110170,16,3.91,3
ZN-6117,37.77029,-122.46878,182,17952,119057,11,5.52,14
ZN-6118,37.79099,-122.46406,132,23814,81269,25,9.65,11
ZN-6119,37.85895,-122.50741,178,7798,74114,14,13.34,6
ZN-6120,37.86334,-122.38424,145,19226,51935,18,18.26,8
ZN-6121,37.86986,-122.35709,181,13258,98064,11,8.84,4
ZN-6122,37.826,-122.38278,123,23508,106302,17,10.16,0
ZN-6123,37.68346,-122.28544,177,22122,61909,20,10.23,4
ZN-6124,37.90557,-122.41985,199,22340,130509,14,10.53,5
ZN-6125,37.68319,-122.3659,197,27872,74441,17,10.16,5
ZN-6126,37.79911,-122.50674,198,24758,42412,11,1.35,5
ZN-6127,37.71456,-122.45037,165,17055,132370,19,1.23,12
ZN-6128,37.76977,-122.36376,138,17992,45674,15,2.89,6
ZN-6129,37.8012,-122.35147,167,21605,119104,8,2.96,13
ZN-6130,37.80061,-122.44292,130,18817,113027,13,13.39,10
ZN-6131,37.80865,-122.42513,163,22231,102988,19,4.75,6
ZN-6132,37.904,-122.54083,165,4618,81930,15,16.68,2
ZN-6133,37.81118,-122.44796,174,29284,107569,9,17.26,12
ZN-6134,37.75537,-122.34817,166,18366,121212,12,18.08,8
ZN-6135,37.85203,-122.37338,196,8265,70354,16,17.45,2
ZN-6136,37.87006,-122.37935,169,12517,119409,21,5.9,10
ZN-6137,37.67669,-122.41542,180,5224,118271,15,10.02,11
ZN-6138,37.82269,-122.41883,161,11458,102326,16,4.24,9
ZN-6139,37.83099,-122.47223,172,17146,81550,15,15.15,2
ZN-6140,37.75109,-122.36349,208,27088,118386,11,16.57,9
ZN-6141,37.88496,-122.38572,153,20464,107707,23,15.93,1
ZN-6142,37.7629,-122.38004,135,19397,69601,13,8.7,8
ZN-6143,37.78495,-122.46148,138,11189,85816,15,14.33,4
ZN-6144,37.76105,-122.59167,185,13053,115476,19,2.89,2
ZN-6145,37.77615,-122.33163,129,13518,97864,19,1.9,3
ZN-6146,37.6872,-122.45771,127,13763,122149,13,14.23,11
ZN-6147,37.6597,-122.48842,148,15890,86458,18,8.56,6
ZN-6148,37.90246,-122.36392,177,16343,70002,7,18.42,0
ZN-6149,37.70714,-122.45076,139,15965,149840,12,2.88,13
ZN-6150,37.69559,-122.33461,177,13972,52977,17,16.0,4
ZN-6151,37.60263,-122.37004,145,18810,82504,18,9.5,4
ZN-6152,37.72378,-122.36471,155,16113,101993,13,15.51,6
ZN-6153,37.66905,-122.52868,168,8426,119652,8,15.34,3
ZN-6154,37.90626,-122.32244,198,18206,111161,20,17.05,8
ZN-6155,37.85569,-122.3985,164,17299,152781,12,6.35,10
ZN-6156,37.71985,-122.44894,172,8522,92060,21,17.63,9
ZN-6157,37.95509,-122.40793,121,14452,73175,11,3.82,2
ZN-6158,37.85344,-122.5615,151,21582,89507,12,2.62,1
ZN-6159,37.74891,-122.38671,160,11181,87000,18,8.67,7
ZN-6160,37.57495,-122.50175,171,10546,93292,12,15.53,0
ZN-6161,37.95818,-122.52761,191,16050,70437,17,9.39,0
ZN-6162,37.66373,-122.54119,191,21737,114601,18,15.55,10
ZN-6163,37.64327,-122.33038,165,28861,104270,15,13.82,1
ZN-6164,37.85671,-122.46974,169,21953,63402,22,4.82,1
ZN-6165,37.97008,-122.2967,185,24508,119200,15,17.62,0
ZN-6166,37.88564,-122.46226,189,20080,74712,9,2.25,4
ZN-6167,37.82001,-122.55599,144,13889,65429,23,16.74,3
ZN-6168,37.82248,-122.50872,145,21910,97183,20,6.47,10
ZN-6169,37.84317,-122.32054,182,17486,51053,13,9.85,0
ZN-6170,37.83561,-122.43187,158,20262,109737,26,8.51,1
ZN-6171,37.7974,-122.46326,160,12323,35000,11,4.17,7
ZN-6172,37.78324,-122.4066,179,20798,69265,17,7.4,5
ZN-6173,37.76989,-122.37926,148,17276,134378,15,4.54,6
ZN-6174,37.71458,-122.33001,217,19387,77833,17,4.73,3
ZN-6175,37.75245,-122.30352,150,17489,82210,11,4.44,3
ZN-6176,37.63946,-122.44818,187,16336,126841,12,9.66,4
ZN-6177,37.76703,-122.52548,135,20908,75178,13,15.0,0
ZN-6178,37.69581,-122.45248,191,15563,114085,9,11.04,10
ZN-6179,37.68661,-122.39858,154,8467,124354,17,16.65,8
ZN-6180,37.78929,-122.4965,124,6756,106963,14,12.21,4
ZN-6181,37.88626,-122.49597,147,19106,58877,19,13.13,2
ZN-6182,37.84837,-122.3919,166,15316,79900,19,12.75,2
ZN-6183,37.64926,-122.42329,166,7625,162840,17,8.98,5
ZN-6184,37.69573,-122.41678,166,18639,82736,15,13.13,6
ZN-6185,37.85016,-122.48008,179,17436,169658,16,2.41,2
ZN-6186,37.6963,-122.43783,146,15002,137724,16,16.08,9
ZN-6187,37.75693,-122.49334,186,19480,107976,12,14.66,7
ZN-6188,37.8189,-122.34818,187,25890,102430,12,5.44,11
ZN-6189,37.69743,-122.33658,155,25707,83379,16,14.49,2
ZN-6190,37.78333,-122.5671,210,18862,92777,17,1.42,4
ZN-6191,37.66818,-122.49376,175,17491,77781,20,4.96,5
ZN-6192,37.72679,-122.53912,134,18946,93409,16,2.33,7
ZN-6193,37.80048,-122.4714,115,19854,60945,23,14.7,6
ZN-6194,37.64746,-122.42608,155,16390,59605,11,14.28,3
ZN-6195,37.81014,-122.53537,135,19047,127525,17,15.28,13
ZN-6196,37.77333,-122.49315,182,8558,54692,14,1.28,6
ZN-6197,37.8191,-122.49972,191,18488,117153,13,9.87,10
ZN-6198,37.79281,-122.40282,189,20860,47640,7,13.39,12
ZN-6199,37.88403,-122.41385,177,15060,110740,14,3.89,8
