sku_id,base_price,offered_price,unit_cost_cogs,units_demanded,promo_discount_active
SKU-4212,36.36,29.09,16.36,2,1
SKU-4213,99.48,107.44,44.77,1,0
SKU-4214,89.37,74.18,40.22,1,1
SKU-4215,42.08,31.98,18.94,3,1
SKU-4216,28.24,22.31,12.71,6,1
SKU-4217,88.05,61.63,39.62,1,1
SKU-4218,85.45,94.0,38.45,1,0
SKU-4219,47.33,52.06,21.3,1,0
SKU-4220,115.09,112.79,51.79,1,0
SKU-4221,35.11,27.74,15.8,3,1
SKU-4222,63.23,47.42,28.45,1,1
SKU-4223,114.36,81.2,51.46,1,1
SKU-4224,61.97,48.96,27.89,1,1
SKU-4225,83.85,99.78,37.73,1,0
SKU-4226,59.76,49.6,26.89,1,1
SKU-4227,47.42,42.2,21.34,1,1
SKU-4228,118.4,89.98,53.28,1,1
SKU-4229,60.93,49.96,27.42,1,1
SKU-4230,109.41,108.32,49.23,1,0
SKU-4231,43.0,44.29,19.35,1,0
SKU-4232,41.31,34.29,18.59,2,1
SKU-4233,23.11,16.87,10.4,10,1
SKU-4234,85.17,78.36,38.33,1,0
SKU-4235,56.85,47.19,25.58,1,1
SKU-4236,106.44,87.28,47.9,1,1
SKU-4237,67.32,82.8,30.29,1,0
SKU-4238,116.82,121.49,52.57,1,0
SKU-4239,38.55,38.94,17.35,1,0
SKU-4240,106.86,99.38,48.09,1,0
SKU-4241,97.66,91.8,43.95,1,0
SKU-4242,97.09,97.09,43.69,1,0
SKU-4243,104.48,112.84,47.02,1,0
SKU-4244,96.1,104.75,43.24,1,0
SKU-4245,82.62,65.27,37.18,1,1
SKU-4246,33.12,32.46,14.9,1,0
SKU-4247,23.25,21.62,10.46,4,0
SKU-4248,112.08,132.25,50.44,1,0
SKU-4249,81.67,85.75,36.75,1,0
SKU-4250,99.65,98.65,44.84,1,0
SKU-4251,68.15,51.79,30.67,1,1
SKU-4252,31.73,32.68,14.28,1,0
SKU-4253,32.52,24.72,14.63,4,1
SKU-4254,88.56,78.82,39.85,1,1
SKU-4255,63.03,49.16,28.36,1,1
SKU-4256,40.05,43.25,18.02,1,0
SKU-4257,69.16,56.02,31.12,1,1
SKU-4258,26.42,24.31,11.89,3,0
SKU-4259,78.2,93.06,35.19,1,0
SKU-4260,46.9,37.99,21.1,2,1
SKU-4261,99.76,97.76,44.89,1,0
SKU-4262,51.04,47.47,22.97,1,0
SKU-4263,65.52,46.52,29.48,1,1
SKU-4264,21.16,24.12,9.52,4,0
SKU-4265,27.24,20.16,12.26,7,1
SKU-4266,59.25,56.88,26.66,1,0
SKU-4267,67.99,68.67,30.6,1,0
SKU-4268,80.0,84.0,36.0,1,0
SKU-4269,49.17,53.1,22.13,1,0
SKU-4270,89.5,75.18,40.28,1,1
SKU-4271,106.01,75.27,47.7,1,1
SKU-4272,97.99,107.79,44.1,1,0
SKU-4273,23.96,23.72,10.78,2,0
SKU-4274,68.05,78.94,30.62,1,0
SKU-4275,30.49,35.06,13.72,1,0
SKU-4276,44.2,51.27,19.89,1,0
SKU-4277,118.67,115.11,53.4,1,0
SKU-4278,34.25,30.14,15.41,3,1
SKU-4279,69.89,79.67,31.45,1,0
SKU-4280,81.82,77.73,36.82,1,0
SKU-4281,90.25,72.2,40.61,1,1
SKU-4282,75.96,88.87,34.18,1,0
SKU-4283,20.98,24.97,9.44,3,0
SKU-4284,52.65,50.54,23.69,1,0
SKU-4285,71.77,53.11,32.3,1,1
SKU-4286,28.79,26.2,12.96,2,0
SKU-4287,55.06,62.77,24.78,1,0
SKU-4288,23.32,27.98,10.49,2,0
SKU-4289,27.86,22.57,12.54,5,1
SKU-4290,59.69,44.17,26.86,1,1
SKU-4291,33.27,39.26,14.97,1,0
SKU-4292,76.75,69.84,34.54,1,0
SKU-4293,88.95,88.95,40.03,1,0
SKU-4294,100.06,123.07,45.03,1,0
SKU-4295,40.02,29.61,18.01,3,1
SKU-4296,36.75,38.96,16.54,1,0
SKU-4297,30.46,22.54,13.71,5,1
SKU-4298,83.64,76.11,37.64,1,0
SKU-4299,90.65,103.34,40.79,1,0
SKU-4300,23.16,21.77,10.42,3,0
SKU-4301,113.62,142.02,51.13,1,0
SKU-4302,25.2,25.45,11.34,3,0
SKU-4303,74.13,65.23,33.36,1,1
SKU-4304,90.91,74.55,40.91,1,1
SKU-4305,107.1,95.32,48.2,1,1
SKU-4306,91.41,82.27,41.13,1,0
SKU-4307,100.17,74.13,45.08,1,1
SKU-4308,53.95,48.56,24.28,1,0
SKU-4309,101.48,97.42,45.67,1,0
SKU-4310,28.01,30.81,12.6,2,0
SKU-4311,109.48,116.05,49.27,1,0
SKU-4312,74.76,81.49,33.64,1,0
SKU-4313,101.73,71.21,45.78,1,1
SKU-4314,65.23,53.49,29.35,1,1
SKU-4315,84.36,89.42,37.96,1,0
SKU-4316,72.64,70.46,32.69,1,0
SKU-4317,93.16,65.21,41.92,1,1
SKU-4318,28.16,32.1,12.67,1,0
SKU-4319,26.04,29.43,11.72,2,0
SKU-4320,44.71,44.71,20.12,1,0
SKU-4321,35.95,26.6,16.18,4,1
SKU-4322,107.18,120.04,48.23,1,0
SKU-4323,41.92,42.76,18.86,1,0
SKU-4324,117.59,132.88,52.92,1,0
SKU-4325,53.69,59.6,24.16,1,0
SKU-4326,38.21,43.56,17.19,1,0
SKU-4327,98.97,96.99,44.54,1,0
SKU-4328,85.87,66.98,38.64,1,1
SKU-4329,69.82,74.71,31.42,1,0
SKU-4330,75.54,78.56,33.99,1,0
SKU-4331,91.92,102.03,41.36,1,0
SKU-4332,42.85,33.85,19.28,2,1
SKU-4333,119.63,96.9,53.83,1,1
SKU-4334,117.48,139.8,52.87,1,0
SKU-4335,85.03,94.38,38.26,1,0
SKU-4336,39.95,47.94,17.98,1,0
SKU-4337,88.02,98.58,39.61,1,0
SKU-4338,27.22,28.04,12.25,2,0
SKU-4339,23.07,24.45,10.38,3,0
SKU-4340,45.77,54.47,20.6,1,0
SKU-4341,66.26,67.59,29.82,1,0
SKU-4342,106.83,112.17,48.07,1,0
SKU-4343,92.72,73.25,41.72,1,1
SKU-4344,94.27,90.5,42.42,1,0
SKU-4345,62.55,68.18,28.15,1,0
SKU-4346,54.59,46.4,24.57,1,1
SKU-4347,57.1,46.25,25.7,1,1
SKU-4348,118.76,103.32,53.44,1,1
SKU-4349,24.01,19.93,10.8,7,1
SKU-4350,106.7,87.49,48.02,1,1
SKU-4351,77.87,72.42,35.04,1,0
SKU-4352,63.86,76.63,28.74,1,0
SKU-4353,92.53,90.68,41.64,1,0
SKU-4354,68.67,54.94,30.9,1,1
SKU-4355,107.34,79.43,48.3,1,1
SKU-4356,110.07,118.88,49.53,1,0
SKU-4357,62.17,56.57,27.98,1,0
SKU-4358,47.68,54.83,21.46,1,0
SKU-4359,79.24,83.99,35.66,1,0
SKU-4360,111.24,126.81,50.06,1,0
SKU-4361,41.07,34.91,18.48,2,1
SKU-4362,82.3,88.88,37.03,1,0
SKU-4363,83.16,70.69,37.42,1,1
SKU-4364,93.31,113.84,41.99,1,0
SKU-4365,33.16,34.82,14.92,2,0
SKU-4366,91.58,80.59,41.21,1,1
SKU-4367,110.9,94.26,49.9,1,1
SKU-4368,37.97,30.76,17.09,2,1
SKU-4369,43.75,47.25,19.69,1,0
SKU-4370,117.14,96.05,52.71,1,1
SKU-4371,38.1,39.24,17.14,1,0
SKU-4372,105.44,89.62,47.45,1,1
SKU-4373,69.23,73.38,31.15,1,0
SKU-4374,44.72,51.43,20.12,1,0
SKU-4375,107.07,120.99,48.18,1,0
SKU-4376,64.53,72.27,29.04,1,0
SKU-4377,71.48,57.18,32.17,1,1
SKU-4378,55.92,41.94,25.16,1,1
SKU-4379,79.3,85.64,35.68,1,0
SKU-4380,36.35,32.72,16.36,1,0
SKU-4381,59.11,55.56,26.6,1,0
SKU-4382,116.94,84.2,52.62,1,1
SKU-4383,45.81,38.48,20.61,2,1
SKU-4384,85.67,61.68,38.55,1,1
SKU-4385,52.52,61.97,23.63,1,0
SKU-4386,97.35,80.8,43.81,1,1
SKU-4387,33.09,33.42,14.89,2,0
SKU-4388,116.98,84.23,52.64,1,1
SKU-4389,65.38,69.96,29.42,1,0
SKU-4390,43.61,38.38,19.62,2,1
SKU-4391,27.35,32.55,12.31,1,0
SKU-4392,36.98,44.01,16.64,1,0
SKU-4393,71.98,63.34,32.39,1,1
SKU-4394,53.7,64.44,24.17,1,0
SKU-4395,102.89,128.61,46.3,1,0
SKU-4396,63.09,72.55,28.39,1,0
SKU-4397,44.87,52.05,20.19,1,0
SKU-4398,81.71,68.64,36.77,1,1
SKU-4399,90.68,92.49,40.81,1,0
SKU-4400,36.7,27.16,16.52,3,1
SKU-4401,36.76,27.57,16.54,4,1
SKU-4402,23.67,29.59,10.65,2,0
SKU-4403,93.64,82.4,42.14,1,1
SKU-4404,86.38,95.88,38.87,1,0
SKU-4405,67.46,76.9,30.36,1,0
SKU-4406,104.42,122.17,46.99,1,0
SKU-4407,100.57,125.71,45.26,1,0
SKU-4408,78.54,65.19,35.34,1,1
SKU-4409,106.83,76.92,48.07,1,1
SKU-4410,40.58,37.74,18.26,1,0
SKU-4411,31.19,24.02,14.04,4,1
SKU-4412,46.97,33.35,21.14,2,1
SKU-4413,25.71,23.14,11.57,3,0
SKU-4414,73.12,82.63,32.9,1,0
SKU-4415,113.66,114.8,51.15,1,0
SKU-4416,23.93,20.82,10.77,5,1
SKU-4417,32.21,34.14,14.49,1,0
SKU-4418,65.22,54.13,29.35,1,1
SKU-4419,113.39,80.51,51.03,1,1
SKU-4420,51.62,57.81,23.23,1,0
SKU-4421,70.72,73.55,31.82,1,0
SKU-4422,24.16,27.06,10.87,2,0
SKU-4423,34.83,25.08,15.67,3,1
SKU-4424,118.66,137.65,53.4,1,0
SKU-4425,116.51,121.17,52.43,1,0
SKU-4426,20.49,20.69,9.22,4,0
SKU-4427,115.18,119.79,51.83,1,0
SKU-4428,83.91,99.01,37.76,1,0
SKU-4429,106.79,108.93,48.06,1,0
SKU-4430,65.47,66.78,29.46,1,0
SKU-4431,71.56,88.73,32.2,1,0
SKU-4432,68.88,77.15,31.0,1,0
SKU-4433,86.69,81.49,39.01,1,0
SKU-4434,33.97,37.03,15.29,1,0
SKU-4435,23.0,20.93,10.35,3,0
SKU-4436,50.79,42.16,22.86,1,1
SKU-4437,90.47,93.18,40.71,1,0
SKU-4438,40.19,48.63,18.09,1,0
SKU-4439,87.34,105.68,39.3,1,0
SKU-4440,116.99,104.12,52.65,1,1
SKU-4441,29.39,29.1,13.23,2,0
SKU-4442,87.26,71.55,39.27,1,1
SKU-4443,64.38,80.47,28.97,1,0
SKU-4444,106.81,132.44,48.06,1,0
SKU-4445,37.71,39.97,16.97,1,0
SKU-4446,89.26,101.76,40.17,1,0
SKU-4447,103.81,113.15,46.71,1,0
SKU-4448,114.46,117.89,51.51,1,0
SKU-4449,88.32,64.47,39.74,1,1
SKU-4450,69.72,66.23,31.37,1,0
SKU-4451,81.78,87.5,36.8,1,0
SKU-4452,106.89,114.37,48.1,1,0
SKU-4453,77.06,70.12,34.68,1,0
SKU-4454,23.04,28.11,10.37,3,0
SKU-4455,113.09,89.34,50.89,1,1
SKU-4456,88.95,87.17,40.03,1,0
SKU-4457,87.65,94.66,39.44,1,0
SKU-4458,41.57,44.9,18.71,1,0
SKU-4459,85.89,91.04,38.65,1,0
SKU-4460,59.39,50.48,26.73,1,1
SKU-4461,85.12,67.24,38.3,1,1
SKU-4462,30.66,32.19,13.8,1,0
SKU-4463,85.78,88.35,38.6,1,0
SKU-4464,119.94,95.95,53.97,1,1
SKU-4465,24.82,27.05,11.17,3,0
SKU-4466,117.72,111.83,52.97,1,0
SKU-4467,60.69,64.94,27.31,1,0
SKU-4468,107.08,124.21,48.19,1,0
SKU-4469,98.24,77.61,44.21,1,1
SKU-4470,76.7,54.46,34.52,1,1
SKU-4471,93.84,106.04,42.23,1,0
SKU-4472,107.85,112.16,48.53,1,0
SKU-4473,60.41,65.24,27.18,1,0
SKU-4474,52.7,61.13,23.72,1,0
SKU-4475,86.76,98.91,39.04,1,0
SKU-4476,100.78,123.96,45.35,1,0
SKU-4477,96.23,95.27,43.3,1,0
SKU-4478,99.78,96.79,44.9,1,0
SKU-4479,63.56,58.48,28.6,1,0
SKU-4480,101.78,79.39,45.8,1,1
SKU-4481,32.02,32.34,14.41,1,0
SKU-4482,74.45,63.28,33.5,1,1
SKU-4483,20.58,24.9,9.26,3,0
SKU-4484,52.46,53.51,23.61,1,0
SKU-4485,56.65,58.35,25.49,1,0
SKU-4486,59.62,53.66,26.83,1,0
SKU-4487,89.55,65.37,40.3,1,1
SKU-4488,58.86,42.38,26.49,1,1
SKU-4489,64.87,60.33,29.19,1,0
SKU-4490,43.75,32.81,19.69,2,1
SKU-4491,57.33,59.05,25.8,1,0
SKU-4492,42.73,50.42,19.23,1,0
SKU-4493,27.32,32.51,12.29,2,0
SKU-4494,80.34,85.16,36.15,1,0
SKU-4495,86.82,71.19,39.07,1,1
SKU-4496,81.95,95.88,36.88,1,0
SKU-4497,66.35,78.96,29.86,1,0
SKU-4498,57.98,46.96,26.09,1,1
SKU-4499,106.33,118.03,47.85,1,0
SKU-4500,71.91,61.84,32.36,1,1
SKU-4501,67.92,77.43,30.56,1,0
SKU-4502,22.56,28.2,10.15,3,0
SKU-4503,54.12,38.97,24.35,2,1
SKU-4504,58.02,69.04,26.11,1,0
SKU-4505,59.88,62.28,26.95,1,0
SKU-4506,78.02,96.74,35.11,1,0
SKU-4507,73.36,70.43,33.01,1,0
SKU-4508,80.79,94.52,36.36,1,0
SKU-4509,96.49,70.44,43.42,1,1
SKU-4510,101.3,89.14,45.58,1,1
SKU-4511,91.81,67.94,41.31,1,1
SKU-4512,115.55,143.28,52.0,1,0
SKU-4513,21.82,25.09,9.82,2,0
SKU-4514,39.58,46.31,17.81,1,0
SKU-4515,20.76,25.33,9.34,2,0
SKU-4516,84.75,63.56,38.14,1,1
SKU-4517,109.8,99.92,49.41,1,0
SKU-4518,44.35,32.82,19.96,3,1
SKU-4519,112.7,92.41,50.72,1,1
SKU-4520,26.03,21.6,11.71,6,1
SKU-4521,113.44,108.9,51.05,1,0
SKU-4522,55.16,46.89,24.82,1,1
SKU-4523,30.14,22.91,13.56,4,1
SKU-4524,68.59,54.19,30.87,1,1
SKU-4525,45.68,35.63,20.56,2,1
SKU-4526,48.49,60.13,21.82,1,0
SKU-4527,50.73,56.82,22.83,1,0
SKU-4528,100.3,123.37,45.14,1,0
SKU-4529,73.92,69.48,33.26,1,0
SKU-4530,51.13,43.46,23.01,1,1
SKU-4531,81.03,92.37,36.46,1,0
SKU-4532,91.62,80.63,41.23,1,1
SKU-4533,47.26,40.64,21.27,2,1
SKU-4534,61.35,50.92,27.61,1,1
SKU-4535,32.19,24.79,14.49,5,1
SKU-4536,38.11,32.01,17.15,2,1
SKU-4537,88.11,79.3,39.65,1,0
SKU-4538,38.14,40.81,17.16,1,0
SKU-4539,72.52,52.94,32.63,1,1
SKU-4540,90.9,74.54,40.9,1,1
SKU-4541,30.69,34.99,13.81,1,0
SKU-4542,76.73,59.85,34.53,1,1
SKU-4543,45.66,40.64,20.55,1,1
SKU-4544,116.29,137.22,52.33,1,0
SKU-4545,68.35,54.0,30.76,1,1
SKU-4546,100.6,75.45,45.27,1,1
SKU-4547,75.02,72.77,33.76,1,0
SKU-4548,24.34,21.18,10.95,7,1
SKU-4549,83.32,84.15,37.49,1,0
SKU-4550,115.14,131.26,51.81,1,0
SKU-4551,80.16,62.52,36.07,1,1
SKU-4552,101.92,103.96,45.86,1,0
SKU-4553,108.42,106.25,48.79,1,0
SKU-4554,42.81,33.39,19.26,2,1
SKU-4555,41.2,42.85,18.54,1,0
SKU-4556,81.1,68.93,36.49,1,1
SKU-4557,61.1,59.27,27.5,1,0
SKU-4558,103.99,77.99,46.8,1,1
SKU-4559,110.0,104.5,49.5,1,0
SKU-4560,55.34,48.15,24.9,1,1
SKU-4561,43.69,50.24,19.66,1,0
SKU-4562,98.05,71.58,44.12,1,1
SKU-4563,47.48,44.16,21.37,1,0
SKU-4564,102.26,97.15,46.02,1,0
SKU-4565,62.37,68.61,28.07,1,0
SKU-4566,86.75,88.48,39.04,1,0
SKU-4567,29.55,31.62,13.3,1,0
SKU-4568,82.39,93.1,37.08,1,0
SKU-4569,65.18,76.26,29.33,1,0
SKU-4570,78.66,68.43,35.4,1,1
SKU-4571,36.8,36.8,16.56,1,0
SKU-4572,93.69,108.68,42.16,1,0
SKU-4573,106.28,131.79,47.83,1,0
SKU-4574,41.67,49.59,18.75,1,0
SKU-4575,29.57,26.61,13.31,3,0
SKU-4576,22.36,18.11,10.06,8,1
SKU-4577,84.2,81.67,37.89,1,0
SKU-4578,80.71,89.59,36.32,1,0
SKU-4579,74.67,72.43,33.6,1,0
SKU-4580,43.19,41.89,19.44,1,0
SKU-4581,59.09,68.54,26.59,1,0
SKU-4582,79.45,71.51,35.75,1,0
SKU-4583,69.68,81.53,31.36,1,0
SKU-4584,118.78,109.28,53.45,1,0
SKU-4585,33.64,29.6,15.14,3,1
SKU-4586,89.51,85.03,40.28,1,0
SKU-4587,60.43,67.68,27.19,1,0
SKU-4588,62.82,48.37,28.27,1,1
SKU-4589,91.76,74.33,41.29,1,1
SKU-4590,89.24,108.87,40.16,1,0
SKU-4591,119.13,95.3,53.61,1,1
SKU-4592,32.84,33.17,14.78,2,0
SKU-4593,30.41,31.02,13.68,2,0
SKU-4594,92.43,89.66,41.59,1,0
SKU-4595,77.84,81.73,35.03,1,0
SKU-4596,47.42,39.36,21.34,1,1
SKU-4597,27.94,27.94,12.57,2,0
SKU-4598,28.57,25.71,12.86,2,0
SKU-4599,109.42,115.99,49.24,1,0
SKU-4600,39.19,30.57,17.64,2,1
SKU-4601,52.34,52.86,23.55,1,0
SKU-4602,42.67,34.14,19.2,2,1
SKU-4603,55.5,47.18,24.98,1,1
SKU-4604,26.94,22.09,12.12,6,1
SKU-4605,71.91,57.53,32.36,1,1
SKU-4606,26.76,30.77,12.04,1,0
SKU-4607,100.04,86.03,45.02,1,1
SKU-4608,43.37,52.48,19.52,1,0
SKU-4609,74.0,91.02,33.3,1,0
SKU-4610,108.01,109.09,48.6,1,0
SKU-4611,85.09,66.37,38.29,1,1
SKU-4612,73.3,66.7,32.98,1,0
SKU-4613,52.43,59.77,23.59,1,0
SKU-4614,53.3,47.97,23.98,1,0
SKU-4615,86.95,65.21,39.13,1,1
SKU-4616,119.41,120.6,53.73,1,0
SKU-4617,86.18,99.97,38.78,1,0
SKU-4618,75.78,86.39,34.1,1,0
SKU-4619,93.07,74.46,41.88,1,1
SKU-4620,66.52,71.18,29.93,1,0
SKU-4621,26.01,21.33,11.7,3,1
SKU-4622,76.23,62.51,34.3,1,1
SKU-4623,115.76,136.6,52.09,1,0
SKU-4624,37.53,31.53,16.89,2,1
SKU-4625,89.0,74.76,40.05,1,1
SKU-4626,40.09,28.06,18.04,5,1
SKU-4627,73.58,86.82,33.11,1,0
SKU-4628,29.67,33.82,13.35,2,0
SKU-4629,65.04,68.29,29.27,1,0
SKU-4630,95.62,106.14,43.03,1,0
SKU-4631,54.76,42.71,24.64,1,1
SKU-4632,86.49,82.17,38.92,1,0
SKU-4633,99.54,88.59,44.79,1,1
SKU-4634,112.72,84.54,50.72,1,1
SKU-4635,43.46,42.16,19.56,1,0
SKU-4636,59.93,72.52,26.97,1,0
SKU-4637,35.24,25.37,15.86,3,1
SKU-4638,119.25,102.56,53.66,1,1
SKU-4639,112.7,91.29,50.72,1,1
SKU-4640,74.0,61.42,33.3,1,1
SKU-4641,104.2,125.04,46.89,1,0
SKU-4642,72.1,69.22,32.44,1,0
SKU-4643,82.36,79.07,37.06,1,0
SKU-4644,28.91,32.38,13.01,1,0
SKU-4645,95.53,74.51,42.99,1,1
SKU-4646,32.77,31.79,14.75,2,0
SKU-4647,102.61,96.45,46.17,1,0
SKU-4648,98.2,101.15,44.19,1,0
SKU-4649,90.87,113.59,40.89,1,0
SKU-4650,23.62,26.45,10.63,3,0
SKU-4651,50.31,46.29,22.64,1,0
SKU-4652,46.31,53.72,20.84,1,0
SKU-4653,56.01,44.25,25.2,1,1
SKU-4654,28.76,20.71,12.94,6,1
SKU-4655,113.7,92.1,51.16,1,1
SKU-4656,75.38,67.09,33.92,1,1
SKU-4657,50.55,49.54,22.75,1,0
SKU-4658,59.7,62.09,26.86,1,0
SKU-4659,64.72,77.66,29.12,1,0
SKU-4660,80.06,78.46,36.03,1,0
SKU-4661,71.57,70.14,32.21,1,0
SKU-4662,111.94,81.72,50.37,1,1
SKU-4663,69.7,50.18,31.36,1,1
SKU-4664,119.22,119.22,53.65,1,0
SKU-4665,105.14,98.83,47.31,1,0
SKU-4666,40.85,47.39,18.38,1,0
SKU-4667,113.06,89.32,50.88,1,1
SKU-4668,31.64,22.46,14.24,5,1
SKU-4669,101.74,96.65,45.78,1,0
SKU-4670,58.06,48.19,26.13,1,1
SKU-4671,107.8,78.69,48.51,1,1
SKU-4672,106.81,117.49,48.06,1,0
SKU-4673,100.59,76.45,45.27,1,1
SKU-4674,99.0,101.97,44.55,1,0
SKU-4675,50.47,42.9,22.71,1,1
SKU-4676,28.09,22.47,12.64,4,1
SKU-4677,60.3,54.87,27.14,1,0
SKU-4678,37.35,42.58,16.81,1,0
SKU-4679,89.5,82.34,40.28,1,0
SKU-4680,54.61,60.62,24.57,1,0
SKU-4681,117.56,90.52,52.9,1,1
SKU-4682,84.1,95.03,37.84,1,0
SKU-4683,102.25,84.87,46.01,1,1
SKU-4684,33.25,35.58,14.96,1,0
SKU-4685,106.2,107.26,47.79,1,0
SKU-4686,112.28,135.86,50.53,1,0
SKU-4687,68.71,62.53,30.92,1,0
SKU-4688,80.63,59.67,36.28,1,1
SKU-4689,96.48,68.5,43.42,1,1
SKU-4690,37.48,43.1,16.87,1,0
SKU-4691,70.26,69.56,31.62,1,0
SKU-4692,59.87,67.65,26.94,1,0
SKU-4693,34.64,28.75,15.59,5,1
SKU-4694,56.75,50.51,25.54,1,1
SKU-4695,26.82,19.31,12.07,7,1
SKU-4696,22.58,27.77,10.16,3,0
SKU-4697,33.52,35.87,15.08,2,0
SKU-4698,116.31,140.74,52.34,1,0
SKU-4699,74.95,63.71,33.73,1,1
SKU-4700,116.58,121.24,52.46,1,0
SKU-4701,63.25,67.68,28.46,1,0
SKU-4702,51.18,44.53,23.03,1,1
SKU-4703,70.61,82.61,31.77,1,0
SKU-4704,63.95,78.02,28.78,1,0
SKU-4705,30.57,36.38,13.76,1,0
SKU-4706,84.08,93.33,37.84,1,0
SKU-4707,41.6,35.36,18.72,1,1
SKU-4708,81.96,69.67,36.88,1,1
SKU-4709,85.02,104.57,38.26,1,0
SKU-4710,35.2,24.99,15.84,4,1
SKU-4711,26.13,28.48,11.76,2,0
SKU-4712,98.08,106.91,44.14,1,0
SKU-4713,65.98,68.62,29.69,1,0
SKU-4714,25.82,32.02,11.62,1,0
SKU-4715,119.49,103.96,53.77,1,1
SKU-4716,25.78,22.94,11.6,4,1
SKU-4717,89.5,66.23,40.28,1,1
SKU-4718,118.37,111.27,53.27,1,0
SKU-4719,43.92,36.89,19.76,2,1
SKU-4720,34.22,30.46,15.4,2,1
SKU-4721,32.14,37.28,14.46,1,0
SKU-4722,50.33,60.9,22.65,1,0
SKU-4723,30.1,24.08,13.55,5,1
SKU-4724,89.22,80.3,40.15,1,0
SKU-4725,26.23,31.74,11.8,2,0
SKU-4726,70.94,51.79,31.92,1,1
SKU-4727,119.67,89.75,53.85,1,1
SKU-4728,101.4,80.11,45.63,1,1
SKU-4729,81.52,83.97,36.68,1,0
SKU-4730,50.63,39.49,22.78,2,1
SKU-4731,82.39,101.34,37.08,1,0
SKU-4732,72.7,69.06,32.72,1,0
SKU-4733,62.61,61.36,28.17,1,0
SKU-4734,33.07,27.78,14.88,3,1
SKU-4735,108.66,104.31,48.9,1,0
SKU-4736,64.98,68.88,29.24,1,0
SKU-4737,39.46,43.8,17.76,1,0
SKU-4738,56.78,63.03,25.55,1,0
SKU-4739,61.41,62.64,27.63,1,0
SKU-4740,102.75,123.3,46.24,1,0
SKU-4741,93.36,107.36,42.01,1,0
SKU-4742,96.93,108.56,43.62,1,0
SKU-4743,21.1,15.4,9.5,9,1
SKU-4744,61.62,43.13,27.73,1,1
SKU-4745,68.13,55.87,30.66,1,1
SKU-4746,21.92,23.24,9.86,4,0
SKU-4747,45.98,42.76,20.69,1,0
SKU-4748,96.03,88.35,43.21,1,0
SKU-4749,33.71,40.11,15.17,1,0
SKU-4750,73.53,87.5,33.09,1,0
SKU-4751,41.52,49.82,18.68,1,0
SKU-4752,21.21,18.45,9.54,7,1
SKU-4753,44.12,47.65,19.85,1,0
SKU-4754,117.59,99.95,52.92,1,1
SKU-4755,100.15,80.12,45.07,1,1
SKU-4756,115.96,92.77,52.18,1,1
SKU-4757,68.79,61.22,30.96,1,1
SKU-4758,30.97,29.11,13.94,2,0
SKU-4759,74.8,86.77,33.66,1,0
SKU-4760,65.44,50.39,29.45,1,1
SKU-4761,104.44,114.88,47.0,1,0
SKU-4762,29.81,29.51,13.41,3,0
SKU-4763,68.82,59.19,30.97,1,1
SKU-4764,35.0,33.95,15.75,2,0
SKU-4765,52.47,45.12,23.61,2,1
SKU-4766,93.74,96.55,42.18,1,0
SKU-4767,67.6,63.54,30.42,1,0
SKU-4768,57.59,45.5,25.92,1,1
SKU-4769,59.45,45.18,26.75,1,1
SKU-4770,65.94,65.94,29.67,1,0
SKU-4771,98.5,118.2,44.32,1,0
SKU-4772,109.21,97.2,49.14,1,1
SKU-4773,115.53,127.08,51.99,1,0
SKU-4774,98.69,104.61,44.41,1,0
SKU-4775,51.54,62.36,23.19,1,0
SKU-4776,88.81,102.13,39.96,1,0
SKU-4777,63.76,64.4,28.69,1,0
SKU-4778,45.47,48.2,20.46,1,0
SKU-4779,104.09,123.87,46.84,1,0
SKU-4780,23.84,21.93,10.73,4,0
SKU-4781,110.18,96.96,49.58,1,1
SKU-4782,66.15,46.97,29.77,1,1
SKU-4783,83.72,96.28,37.67,1,0
SKU-4784,85.94,97.97,38.67,1,0
SKU-4785,109.51,83.23,49.28,1,1
SKU-4786,83.67,85.34,37.65,1,0
SKU-4787,81.39,78.13,36.63,1,0
SKU-4788,26.67,20.54,12.0,5,1
SKU-4789,71.84,89.08,32.33,1,0
SKU-4790,35.02,28.72,15.76,3,1
SKU-4791,93.74,69.37,42.18,1,1
SKU-4792,71.22,73.36,32.05,1,0
SKU-4793,88.02,97.7,39.61,1,0
SKU-4794,24.17,17.4,10.88,9,1
SKU-4795,28.48,30.19,12.82,2,0
SKU-4796,91.63,90.71,41.23,1,0
SKU-4797,27.21,20.68,12.24,5,1
SKU-4798,27.13,21.43,12.21,5,1
SKU-4799,21.21,21.42,9.54,4,0
SKU-4800,115.65,99.46,52.04,1,1
SKU-4801,93.75,114.38,42.19,1,0
SKU-4802,55.33,63.63,24.9,1,0
SKU-4803,49.65,61.57,22.34,1,0
SKU-4804,54.97,46.17,24.74,1,1
SKU-4805,97.47,119.89,43.86,1,0
SKU-4806,86.14,80.97,38.76,1,0
SKU-4807,38.52,34.28,17.33,2,1
SKU-4808,37.41,27.31,16.83,3,1
SKU-4809,29.84,21.78,13.43,6,1
SKU-4810,86.03,92.91,38.71,1,0
SKU-4811,96.44,91.62,43.4,1,0
SKU-4812,46.5,38.13,20.92,2,1
SKU-4813,22.09,22.97,9.94,3,0
SKU-4814,28.22,23.7,12.7,4,1
SKU-4815,116.79,119.13,52.56,1,0
SKU-4816,49.54,44.59,22.29,1,0
SKU-4817,96.92,111.46,43.61,1,0
SKU-4818,82.47,94.84,37.11,1,0
