pixel_id,band_02_blue,band_03_green,band_04_red,band_08_nir,land_cover_class
PX-979,0.0967,0.2022,0.0621,0.6671,Forest
PX-980,0.0983,0.2064,0.1482,0.6146,Crops
PX-981,0.2191,0.0328,0.0438,0.1257,Water
PX-982,0.1118,0.1711,0.1085,0.6703,Crops
PX-983,0.0915,0.1742,0.1374,0.6768,Crops
PX-984,0.278,0.0577,0.0602,0.0258,Water
PX-985,0.0532,0.2017,0.0463,0.6174,Forest
PX-986,0.2227,0.0738,0.0778,0.1078,Water
PX-987,0.077,0.1911,0.0458,0.6929,Forest
PX-988,0.0901,0.1828,0.1207,0.6696,Crops
PX-989,0.1159,0.0591,0.2804,0.1389,Urban
PX-990,0.2641,0.0415,0.0313,0.1047,Water
PX-991,0.2451,0.0577,0.0516,0.1069,Water
PX-992,0.0595,0.1771,0.1479,0.6209,Crops
PX-993,0.1046,0.1967,0.0589,0.7007,Forest
PX-994,0.0607,0.1806,0.1206,0.6132,Crops
PX-995,0.1126,0.1815,0.1168,0.684,Crops
PX-996,0.0743,0.0514,0.2866,0.1283,Urban
PX-997,0.1118,0.2055,0.135,0.6482,Crops
PX-998,0.0936,0.0366,0.2922,0.0937,Urban
PX-999,0.0773,0.1856,0.0434,0.6158,Forest
PX-1000,0.0696,0.2356,0.1265,0.6241,Crops
PX-1001,0.0732,0.1792,0.0596,0.6568,Forest
PX-1002,0.0886,0.0329,0.2599,0.0252,Urban
PX-1003,0.2515,0.0747,0.0534,0.1121,Water
PX-1004,0.0681,0.0185,0.2368,0.157,Urban
PX-1005,0.2467,0.0553,0.0597,0.1427,Water
PX-1006,0.2516,0.1029,0.0632,0.1002,Water
PX-1007,0.0374,0.0291,0.295,0.1219,Urban
PX-1008,0.0892,0.1404,0.1121,0.6278,Crops
PX-1009,0.0604,0.17,0.0562,0.676,Forest
PX-1010,0.0569,0.198,0.1485,0.7116,Crops
PX-1011,0.0463,0.0825,0.3083,0.1587,Urban
PX-1012,0.0441,0.0497,0.2794,0.1408,Urban
PX-1013,0.0529,0.1937,0.1228,0.6303,Crops
PX-1014,0.2358,0.0878,0.0722,0.15,Water
PX-1015,0.1191,0.0957,0.25,0.0525,Urban
PX-1016,0.0695,0.1751,0.1135,0.6399,Crops
PX-1017,0.0836,0.154,0.0767,0.6933,Forest
PX-1018,0.088,0.0436,0.2995,0.1496,Urban
PX-1019,0.0826,0.1715,0.1274,0.6768,Crops
PX-1020,0.2485,0.0548,0.0199,0.1318,Water
PX-1021,0.0561,0.1762,0.119,0.6422,Crops
PX-1022,0.109,0.0824,0.2682,0.1415,Urban
PX-1023,0.1161,0.0855,0.2866,0.0819,Urban
PX-1024,0.0463,0.0566,0.2638,0.0862,Urban
PX-1025,0.0595,0.222,0.0295,0.6725,Forest
PX-1026,0.0744,0.0672,0.2387,0.1269,Urban
PX-1027,0.0607,0.0613,0.3044,0.047,Urban
PX-1028,0.0901,0.1981,0.112,0.6682,Crops
PX-1029,0.0654,0.0614,0.2831,0.1509,Urban
PX-1030,0.1233,0.2212,0.12,0.6469,Crops
PX-1031,0.1038,0.1712,0.0287,0.765,Forest
PX-1032,0.0843,0.1697,0.0948,0.6227,Crops
PX-1033,0.1005,0.1775,0.0999,0.6356,Crops
PX-1034,0.1021,0.1888,0.1055,0.6342,Crops
PX-1035,0.2387,0.0854,0.0573,0.117,Water
PX-1036,0.0637,0.1795,0.1041,0.6369,Crops
PX-1037,0.2516,0.0316,0.0849,0.0637,Water
PX-1038,0.0972,0.1969,0.1405,0.6281,Crops
PX-1039,0.0828,0.1951,0.1362,0.6461,Crops
PX-1040,0.0485,0.1612,0.0476,0.7191,Forest
PX-1041,0.2339,0.0599,0.0803,0.2081,Water
PX-1042,0.0785,0.1482,0.1156,0.7034,Crops
PX-1043,0.0785,0.1867,0.0494,0.639,Forest
PX-1044,0.1195,0.0419,0.2834,0.0922,Urban
PX-1045,0.0523,0.2162,0.064,0.6636,Forest
PX-1046,0.0901,0.1823,0.1327,0.7214,Crops
PX-1047,0.1098,0.1543,0.1105,0.6434,Crops
PX-1048,0.1254,0.0776,0.2693,0.0669,Urban
PX-1049,0.0719,0.1513,0.1328,0.63,Crops
PX-1050,0.0898,0.0666,0.2943,0.1503,Urban
PX-1051,0.0914,0.1837,0.0421,0.6976,Forest
PX-1052,0.0839,0.0527,0.2483,0.112,Urban
PX-1053,0.248,0.0701,0.0459,0.1473,Water
PX-1054,0.0887,0.0704,0.2925,0.0291,Urban
PX-1055,0.0294,0.2067,0.1561,0.6542,Crops
PX-1056,0.2636,0.0584,0.026,0.1544,Water
PX-1057,0.0825,0.2061,0.0415,0.6367,Forest
PX-1058,0.0756,0.1912,0.0422,0.6365,Forest
PX-1059,0.1209,0.2036,0.0771,0.5953,Forest
PX-1060,0.0665,0.0688,0.2793,0.1836,Urban
PX-1061,0.0719,0.058,0.2619,0.0912,Urban
PX-1062,0.2898,0.0239,0.0612,0.1296,Water
PX-1063,0.0634,0.2066,0.0419,0.6942,Forest
PX-1064,0.069,0.2073,0.0255,0.7305,Forest
PX-1065,0.2471,0.0464,0.0321,0.1138,Water
PX-1066,0.0968,0.1543,0.1547,0.6284,Crops
PX-1067,0.0842,0.2095,0.1277,0.6569,Crops
PX-1068,0.0541,0.1898,0.1222,0.7014,Crops
PX-1069,0.0694,0.1754,0.115,0.6432,Crops
PX-1070,0.0679,0.1573,0.1258,0.6118,Crops
PX-1071,0.0785,0.1636,0.1256,0.5884,Crops
PX-1072,0.0885,0.2061,0.1258,0.6011,Crops
PX-1073,0.0884,0.1828,0.1223,0.6846,Crops
PX-1074,0.0445,0.049,0.2974,0.1072,Urban
PX-1075,0.1013,0.2102,0.0505,0.6457,Forest
PX-1076,0.0851,0.1637,0.1004,0.6214,Crops
PX-1077,0.2777,0.09,0.0378,0.1234,Water
PX-1078,0.0889,0.2071,0.0804,0.6404,Crops
PX-1079,0.102,0.0507,0.3205,0.1091,Urban
PX-1080,0.2593,0.0474,0.0673,0.174,Water
PX-1081,0.1069,0.1276,0.1034,0.7115,Crops
PX-1082,0.0904,0.1704,0.0444,0.6056,Forest
PX-1083,0.078,0.0332,0.2673,0.1331,Urban
PX-1084,0.1254,0.0627,0.3109,0.0889,Urban
PX-1085,0.0978,0.1935,0.0216,0.6601,Forest
PX-1086,0.0915,0.1731,0.0523,0.6824,Forest
PX-1087,0.0545,0.1744,0.1178,0.6415,Crops
PX-1088,0.0542,0.0701,0.2965,0.1292,Urban
PX-1089,0.0859,0.1906,0.1179,0.6769,Crops
PX-1090,0.0829,0.022,0.2448,0.1318,Urban
PX-1091,0.0677,0.1974,0.045,0.6441,Forest
PX-1092,0.0828,0.1723,0.0306,0.6448,Forest
PX-1093,0.1118,0.218,0.0516,0.6124,Forest
PX-1094,0.0939,0.1957,0.1487,0.6158,Crops
PX-1095,0.0572,0.162,0.0852,0.7285,Crops
PX-1096,0.0778,0.1647,0.104,0.6183,Crops
PX-1097,0.0639,0.1708,0.1089,0.6023,Crops
PX-1098,0.2422,0.0149,0.0424,0.1328,Water
PX-1099,0.0717,0.1867,0.1348,0.6456,Crops
PX-1100,0.0704,0.1745,0.1165,0.6422,Crops
PX-1101,0.0549,0.0794,0.2883,0.1764,Urban
PX-1102,0.0774,0.038,0.2675,0.142,Urban
PX-1103,0.0688,0.0476,0.2846,0.0988,Urban
PX-1104,0.0214,0.0299,0.2956,0.103,Urban
PX-1105,0.1211,0.1599,0.1054,0.6299,Crops
PX-1106,0.1018,0.1564,0.1356,0.685,Crops
PX-1107,0.2425,0.0799,0.051,0.1077,Water
PX-1108,0.2504,0.046,0.0709,0.0483,Water
PX-1109,0.0566,0.1825,0.116,0.6481,Crops
PX-1110,0.1139,0.0524,0.2876,0.0585,Urban
PX-1111,0.1179,0.1546,0.1192,0.7374,Crops
PX-1112,0.0831,0.1766,0.1181,0.6114,Crops
PX-1113,0.1005,0.212,0.0552,0.6635,Forest
PX-1114,0.0835,0.1758,0.0607,0.6803,Forest
PX-1115,0.0533,0.2162,0.025,0.6585,Forest
PX-1116,0.0718,0.163,0.1487,0.6384,Crops
PX-1117,0.0826,0.0503,0.2428,0.1369,Urban
PX-1118,0.0709,0.1906,0.1063,0.711,Crops
PX-1119,0.0756,0.1667,0.1181,0.6807,Crops
PX-1120,0.0782,0.0608,0.2882,0.1791,Urban
PX-1121,0.0784,0.0537,0.3115,0.0781,Urban
PX-1122,0.081,0.0626,0.2428,0.1327,Urban
PX-1123,0.0588,0.0124,0.2698,0.1262,Urban
PX-1124,0.2357,0.0234,0.01,0.134,Water
PX-1125,0.0543,0.2123,0.0506,0.725,Forest
PX-1126,0.0996,0.2007,0.1254,0.6412,Crops
PX-1127,0.0379,0.1818,0.0818,0.6538,Forest
PX-1128,0.1031,0.1751,0.1224,0.6714,Crops
PX-1129,0.1077,0.1859,0.1409,0.5789,Crops
PX-1130,0.244,0.0739,0.0617,0.1105,Water
PX-1131,0.0279,0.1594,0.0413,0.6646,Forest
PX-1132,0.0728,0.1623,0.0918,0.6132,Crops
PX-1133,0.0787,0.1733,0.1255,0.6923,Crops
PX-1134,0.2298,0.0741,0.0202,0.0775,Water
PX-1135,0.0697,0.23,0.1459,0.6446,Crops
PX-1136,0.1106,0.0554,0.2768,0.1317,Urban
PX-1137,0.0933,0.1719,0.0739,0.7241,Forest
PX-1138,0.0615,0.208,0.0404,0.6696,Forest
PX-1139,0.048,0.2264,0.0554,0.7074,Forest
PX-1140,0.0735,0.0622,0.2842,0.148,Urban
PX-1141,0.0757,0.1619,0.1191,0.6549,Crops
PX-1142,0.2599,0.0792,0.0413,0.0764,Water
PX-1143,0.0693,0.2133,0.0578,0.6126,Forest
PX-1144,0.0902,0.1595,0.1015,0.6543,Crops
PX-1145,0.1187,0.0676,0.2558,0.0983,Urban
PX-1146,0.2663,0.0799,0.0749,0.1568,Water
PX-1147,0.249,0.0836,0.0645,0.1498,Water
PX-1148,0.0763,0.0587,0.2813,0.1126,Urban
PX-1149,0.0729,0.0528,0.3133,0.0737,Urban
PX-1150,0.2736,0.0845,0.0446,0.1404,Water
PX-1151,0.0675,0.0358,0.3065,0.0793,Urban
PX-1152,0.2509,0.0688,0.0535,0.0897,Water
PX-1153,0.251,0.0326,0.0295,0.0808,Water
PX-1154,0.07,0.2213,0.087,0.6645,Forest
PX-1155,0.2226,0.0548,0.0698,0.1668,Water
PX-1156,0.0865,0.2054,0.1176,0.6498,Crops
PX-1157,0.0788,0.0698,0.2945,0.1023,Urban
PX-1158,0.09,0.0355,0.2719,0.059,Urban
PX-1159,0.0693,0.2085,0.1366,0.6721,Crops
PX-1160,0.1044,0.091,0.2322,0.0888,Urban
PX-1161,0.0625,0.1976,0.0996,0.6547,Crops
PX-1162,0.1142,0.1648,0.1396,0.6358,Crops
PX-1163,0.215,0.0539,0.045,0.1535,Water
PX-1164,0.0887,0.1829,0.1242,0.6437,Crops
PX-1165,0.0895,0.0459,0.2531,0.1176,Urban
PX-1166,0.0641,0.0938,0.317,0.1394,Urban
PX-1167,0.0885,0.2029,0.0738,0.7543,Forest
PX-1168,0.1056,0.1259,0.116,0.6855,Crops
PX-1169,0.0357,0.1868,0.1119,0.6465,Crops
PX-1170,0.0901,0.193,0.0706,0.6701,Forest
PX-1171,0.0301,0.0585,0.3196,0.099,Urban
PX-1172,0.0607,0.1926,0.0691,0.632,Forest
PX-1173,0.1126,0.1961,0.1634,0.6279,Crops
PX-1174,0.0684,0.2224,0.0316,0.6391,Forest
PX-1175,0.0565,0.2057,0.0336,0.6961,Forest
PX-1176,0.246,0.0532,0.0262,0.0772,Water
PX-1177,0.1214,0.1792,0.1288,0.7033,Crops
PX-1178,0.2134,0.0604,0.0535,0.1501,Water
PX-1179,0.059,0.184,0.047,0.6708,Forest
PX-1180,0.1099,0.0716,0.2962,0.12,Urban
PX-1181,0.1172,0.1892,0.1446,0.6277,Crops
PX-1182,0.0779,0.2308,0.0195,0.6808,Forest
PX-1183,0.0552,0.0851,0.2681,0.1635,Urban
PX-1184,0.1219,0.1663,0.1364,0.6219,Crops
PX-1185,0.1119,0.0764,0.2706,0.0587,Urban
PX-1186,0.2636,0.041,0.034,0.1481,Water
PX-1187,0.0638,0.1939,0.1404,0.663,Crops
PX-1188,0.079,0.1697,0.0942,0.6052,Crops
PX-1189,0.2468,0.0395,0.044,0.0907,Water
PX-1190,0.0866,0.1856,0.1266,0.6156,Crops
PX-1191,0.109,0.1465,0.0385,0.641,Forest
PX-1192,0.0976,0.145,0.1357,0.6371,Crops
PX-1193,0.0585,0.1965,0.0386,0.6593,Forest
PX-1194,0.1075,0.1816,0.1482,0.624,Crops
PX-1195,0.0863,0.0526,0.2775,0.0897,Urban
PX-1196,0.0937,0.0284,0.2934,0.1108,Urban
PX-1197,0.1093,0.0436,0.2949,0.1267,Urban
PX-1198,0.2278,0.0678,0.0374,0.1073,Water
PX-1199,0.0793,0.1916,0.0789,0.6963,Crops
PX-1200,0.2394,0.0597,0.0572,0.1403,Water
PX-1201,0.0486,0.2031,0.1214,0.5864,Crops
PX-1202,0.0869,0.1879,0.1311,0.6709,Crops
PX-1203,0.1302,0.1651,0.1155,0.6742,Crops
PX-1204,0.0432,0.1944,0.0414,0.6526,Forest
PX-1205,0.2494,0.0319,0.0902,0.0602,Water
PX-1206,0.2628,0.0578,0.0206,0.1203,Water
PX-1207,0.0825,0.2222,0.0647,0.6697,Forest
PX-1208,0.0777,0.1937,0.1085,0.6051,Crops
PX-1209,0.054,0.088,0.2733,0.062,Urban
PX-1210,0.0847,0.1939,0.0437,0.6665,Forest
PX-1211,0.0649,0.2269,0.0339,0.6607,Forest
PX-1212,0.0362,0.1761,0.1314,0.6333,Crops
PX-1213,0.2739,0.0894,0.0778,0.1167,Water
PX-1214,0.2692,0.0596,0.0594,0.0759,Water
PX-1215,0.081,0.1941,0.1221,0.6326,Crops
PX-1216,0.0846,0.2095,0.1003,0.6713,Crops
PX-1217,0.2715,0.0561,0.0603,0.106,Water
PX-1218,0.2545,0.0644,0.0931,0.0531,Water
PX-1219,0.0981,0.2058,0.1124,0.6311,Crops
PX-1220,0.0741,0.0573,0.2725,0.0772,Urban
PX-1221,0.1062,0.1536,0.1088,0.6607,Crops
PX-1222,0.0864,0.2429,0.0402,0.6828,Forest
PX-1223,0.0839,0.0506,0.2251,0.0536,Urban
PX-1224,0.0546,0.2032,0.0581,0.7004,Forest
PX-1225,0.0857,0.2231,0.0331,0.6255,Forest
PX-1226,0.0634,0.1678,0.0878,0.7124,Crops
PX-1227,0.0672,0.1598,0.1351,0.648,Crops
PX-1228,0.0637,0.0651,0.2584,0.0701,Urban
PX-1229,0.0587,0.1641,0.0432,0.6243,Forest
PX-1230,0.1225,0.0542,0.3093,0.1339,Urban
PX-1231,0.1066,0.1849,0.0918,0.6343,Crops
PX-1232,0.1184,0.1746,0.0893,0.6461,Crops
PX-1233,0.0555,0.1491,0.1254,0.7145,Crops
PX-1234,0.2514,0.0919,0.073,0.092,Water
PX-1235,0.0541,0.1821,0.0885,0.6524,Crops
PX-1236,0.0661,0.0886,0.2882,0.1768,Urban
PX-1237,0.0616,0.1948,0.0616,0.6808,Forest
PX-1238,0.1048,0.0424,0.2388,0.0557,Urban
PX-1239,0.0721,0.1854,0.136,0.6702,Crops
PX-1240,0.1014,0.0557,0.2975,0.0735,Urban
PX-1241,0.2621,0.0364,0.0438,0.1763,Water
PX-1242,0.2961,0.0894,0.075,0.0871,Water
PX-1243,0.0504,0.0476,0.3027,0.2388,Urban
PX-1244,0.2752,0.0232,0.0521,0.1787,Water
PX-1245,0.1029,0.2266,0.041,0.6381,Forest
PX-1246,0.0605,0.1699,0.1005,0.6508,Crops
PX-1247,0.1001,0.1678,0.1192,0.6801,Crops
PX-1248,0.0867,0.0247,0.2914,0.1513,Urban
PX-1249,0.0755,0.2348,0.0435,0.6877,Forest
PX-1250,0.2335,0.0342,0.01,0.1701,Water
PX-1251,0.0656,0.2012,0.0754,0.6651,Forest
PX-1252,0.121,0.1983,0.1238,0.6353,Crops
PX-1253,0.08,0.1884,0.1124,0.6361,Crops
PX-1254,0.2656,0.0588,0.0671,0.1543,Water
PX-1255,0.0642,0.166,0.0805,0.6846,Forest
PX-1256,0.0644,0.1638,0.064,0.6617,Crops
PX-1257,0.1016,0.2038,0.0587,0.7018,Forest
PX-1258,0.053,0.1643,0.0915,0.568,Crops
PX-1259,0.0717,0.2041,0.06,0.6824,Forest
PX-1260,0.0807,0.1936,0.1226,0.6587,Crops
PX-1261,0.2522,0.0793,0.0627,0.1868,Water
PX-1262,0.0764,0.1555,0.11,0.5889,Crops
PX-1263,0.0879,0.2439,0.0125,0.7323,Forest
PX-1264,0.0939,0.1953,0.111,0.653,Crops
PX-1265,0.0947,0.18,0.1281,0.6696,Crops
PX-1266,0.0603,0.2018,0.1403,0.717,Crops
PX-1267,0.0743,0.2473,0.0266,0.6924,Forest
PX-1268,0.1039,0.1712,0.0705,0.686,Forest
PX-1269,0.0979,0.1755,0.107,0.6597,Crops
PX-1270,0.2225,0.0124,0.0572,0.1007,Water
PX-1271,0.087,0.0639,0.2698,0.1189,Urban
PX-1272,0.2104,0.0673,0.0536,0.0914,Water
PX-1273,0.0809,0.1792,0.1378,0.6482,Crops
PX-1274,0.118,0.1869,0.0255,0.5766,Forest
PX-1275,0.061,0.139,0.1064,0.6672,Crops
PX-1276,0.0633,0.1875,0.1237,0.6451,Crops
PX-1277,0.0953,0.0891,0.328,0.1066,Urban
PX-1278,0.0491,0.1682,0.1027,0.6588,Crops
PX-1279,0.0673,0.2088,0.0908,0.6127,Forest
PX-1280,0.0919,0.1686,0.0901,0.7472,Forest
PX-1281,0.2373,0.0691,0.0481,0.1159,Water
PX-1282,0.0753,0.1921,0.044,0.6642,Forest
PX-1283,0.0949,0.1648,0.1062,0.6114,Crops
PX-1284,0.0884,0.1648,0.1186,0.651,Crops
PX-1285,0.0853,0.1921,0.0219,0.7255,Forest
PX-1286,0.0732,0.1876,0.1185,0.6914,Crops
PX-1287,0.0874,0.1538,0.1499,0.6842,Crops
PX-1288,0.0775,0.1721,0.1078,0.6719,Crops
PX-1289,0.0892,0.1792,0.1152,0.6357,Crops
PX-1290,0.0701,0.158,0.086,0.592,Crops
PX-1291,0.0763,0.2159,0.1275,0.642,Crops
PX-1292,0.0602,0.1829,0.0553,0.6606,Forest
PX-1293,0.2493,0.0466,0.0513,0.162,Water
PX-1294,0.0638,0.0404,0.2757,0.1324,Urban
PX-1295,0.0577,0.216,0.1141,0.7145,Crops
PX-1296,0.0852,0.1911,0.13,0.6979,Crops
PX-1297,0.0843,0.1613,0.1194,0.6317,Crops
PX-1298,0.0957,0.2221,0.0563,0.5982,Forest
PX-1299,0.2414,0.064,0.0543,0.1754,Water
PX-1300,0.0882,0.1851,0.1425,0.7044,Crops
PX-1301,0.091,0.0531,0.2935,0.0654,Urban
PX-1302,0.0889,0.165,0.1239,0.7104,Crops
PX-1303,0.0635,0.2068,0.0804,0.6853,Forest
PX-1304,0.253,0.0491,0.0584,0.1264,Water
PX-1305,0.0873,0.0963,0.3061,0.1846,Urban
PX-1306,0.2501,0.0346,0.0621,0.1738,Water
PX-1307,0.0383,0.0907,0.2432,0.1461,Urban
PX-1308,0.0832,0.1778,0.1461,0.6689,Crops
PX-1309,0.1243,0.066,0.2827,0.1447,Urban
PX-1310,0.0728,0.1967,0.119,0.634,Crops
PX-1311,0.0654,0.0474,0.2856,0.1178,Urban
PX-1312,0.0875,0.2173,0.0431,0.6339,Forest
PX-1313,0.0862,0.01,0.2845,0.1067,Urban
PX-1314,0.1039,0.1856,0.0382,0.6553,Forest
PX-1315,0.0548,0.1815,0.0755,0.6446,Forest
PX-1316,0.0946,0.1749,0.0477,0.6755,Forest
PX-1317,0.2618,0.0557,0.0423,0.107,Water
PX-1318,0.0772,0.1877,0.1015,0.6701,Crops
PX-1319,0.0868,0.1941,0.1254,0.5851,Crops
PX-1320,0.1006,0.1848,0.1237,0.6455,Crops
PX-1321,0.0974,0.1667,0.1278,0.6553,Crops
PX-1322,0.0571,0.0674,0.2595,0.1076,Urban
PX-1323,0.0964,0.1825,0.088,0.6431,Crops
PX-1324,0.0787,0.0787,0.2925,0.0566,Urban
PX-1325,0.0815,0.1955,0.1497,0.6643,Crops
PX-1326,0.0815,0.1806,0.0995,0.6759,Crops
PX-1327,0.247,0.0421,0.0818,0.1397,Water
PX-1328,0.2738,0.0469,0.0557,0.1615,Water
PX-1329,0.0783,0.189,0.0499,0.6781,Forest
PX-1330,0.0576,0.1937,0.042,0.6891,Forest
PX-1331,0.2421,0.0654,0.0223,0.1262,Water
PX-1332,0.0836,0.1943,0.1398,0.6775,Crops
PX-1333,0.1046,0.059,0.2645,0.0569,Urban
PX-1334,0.0921,0.0603,0.2644,0.0843,Urban
PX-1335,0.233,0.0629,0.0698,0.1835,Water
PX-1336,0.1297,0.1697,0.0823,0.5516,Crops
PX-1337,0.2553,0.0415,0.0195,0.1144,Water
PX-1338,0.1055,0.1449,0.1196,0.6969,Crops
PX-1339,0.077,0.1661,0.1259,0.6463,Crops
PX-1340,0.0907,0.1895,0.1297,0.6338,Crops
PX-1341,0.0968,0.1859,0.044,0.6752,Forest
PX-1342,0.1044,0.0552,0.3306,0.1059,Urban
PX-1343,0.2711,0.0693,0.0454,0.1212,Water
PX-1344,0.2674,0.0704,0.0454,0.0927,Water
PX-1345,0.0737,0.1784,0.0341,0.7143,Forest
PX-1346,0.0686,0.1999,0.1225,0.7069,Crops
PX-1347,0.0867,0.2025,0.1323,0.6447,Crops
PX-1348,0.0987,0.0374,0.3041,0.0645,Urban
PX-1349,0.0755,0.1635,0.0902,0.629,Crops
PX-1350,0.1013,0.0838,0.2751,0.1126,Urban
PX-1351,0.1091,0.1971,0.0589,0.6902,Forest
PX-1352,0.0617,0.1556,0.0617,0.6297,Forest
PX-1353,0.2333,0.032,0.0501,0.0892,Water
PX-1354,0.0772,0.195,0.0608,0.6904,Forest
PX-1355,0.0862,0.0367,0.2638,0.1576,Urban
PX-1356,0.0695,0.0517,0.3112,0.0951,Urban
PX-1357,0.107,0.2006,0.0699,0.6167,Forest
PX-1358,0.0885,0.2092,0.0931,0.7814,Crops
PX-1359,0.0808,0.1942,0.0285,0.7013,Forest
PX-1360,0.0513,0.0815,0.2591,0.1093,Urban
PX-1361,0.0537,0.2086,0.1336,0.6848,Crops
PX-1362,0.0856,0.2287,0.0243,0.665,Forest
PX-1363,0.0373,0.2057,0.0434,0.7047,Forest
PX-1364,0.2703,0.0207,0.0591,0.1264,Water
PX-1365,0.0768,0.1892,0.1187,0.6537,Crops
PX-1366,0.3149,0.081,0.0552,0.1155,Water
PX-1367,0.1262,0.0584,0.2587,0.0621,Urban
PX-1368,0.0764,0.2149,0.1319,0.7275,Crops
PX-1369,0.0779,0.1972,0.1077,0.6123,Crops
PX-1370,0.0999,0.0714,0.2735,0.0656,Urban
PX-1371,0.1141,0.2017,0.1248,0.6415,Crops
PX-1372,0.0472,0.0667,0.2821,0.0815,Urban
PX-1373,0.0443,0.1501,0.0505,0.6679,Forest
PX-1374,0.0676,0.17,0.105,0.6775,Crops
PX-1375,0.0917,0.0839,0.274,0.1598,Urban
PX-1376,0.0899,0.1838,0.05,0.7026,Forest
PX-1377,0.1014,0.1955,0.0225,0.6578,Forest
PX-1378,0.056,0.1591,0.1107,0.652,Crops
PX-1379,0.0337,0.2357,0.0578,0.6863,Forest
PX-1380,0.0972,0.2136,0.0945,0.5797,Crops
PX-1381,0.0634,0.1623,0.1431,0.6728,Crops
PX-1382,0.0396,0.0629,0.3054,0.0617,Urban
PX-1383,0.0829,0.1664,0.0951,0.7316,Crops
PX-1384,0.2659,0.0723,0.0772,0.1038,Water
PX-1385,0.0776,0.1902,0.1171,0.6426,Crops
PX-1386,0.2408,0.0762,0.0584,0.0892,Water
PX-1387,0.0768,0.1866,0.1101,0.6248,Crops
PX-1388,0.0726,0.1187,0.2985,0.211,Urban
PX-1389,0.053,0.1794,0.0581,0.7076,Forest
PX-1390,0.0657,0.1458,0.1037,0.588,Crops
PX-1391,0.0904,0.1721,0.0967,0.7102,Crops
PX-1392,0.0864,0.1486,0.0908,0.6977,Crops
PX-1393,0.0834,0.1702,0.0538,0.6588,Forest
PX-1394,0.0601,0.16,0.1314,0.6623,Crops
PX-1395,0.0764,0.0416,0.293,0.1194,Urban
PX-1396,0.0365,0.1809,0.0476,0.7489,Forest
PX-1397,0.0836,0.1904,0.0969,0.6181,Crops
PX-1398,0.1086,0.1899,0.0364,0.6758,Forest
PX-1399,0.2205,0.0564,0.073,0.1029,Water
PX-1400,0.0683,0.1979,0.1103,0.5927,Crops
PX-1401,0.0866,0.1647,0.1229,0.7377,Crops
PX-1402,0.1051,0.1747,0.0985,0.6027,Crops
PX-1403,0.241,0.0673,0.0567,0.1288,Water
PX-1404,0.2362,0.0212,0.0408,0.0504,Water
PX-1405,0.0406,0.1523,0.0709,0.654,Forest
PX-1406,0.0821,0.0669,0.2955,0.1369,Urban
PX-1407,0.1208,0.0698,0.2701,0.087,Urban
PX-1408,0.0855,0.2413,0.0475,0.6935,Forest
PX-1409,0.0796,0.0632,0.269,0.1092,Urban
PX-1410,0.0864,0.1964,0.0916,0.6964,Crops
PX-1411,0.0798,0.1761,0.1029,0.7045,Crops
PX-1412,0.0637,0.1859,0.124,0.6265,Crops
PX-1413,0.0965,0.2133,0.1265,0.6531,Crops
PX-1414,0.0845,0.1575,0.053,0.6773,Forest
PX-1415,0.0804,0.0683,0.274,0.1448,Urban
PX-1416,0.0605,0.2227,0.1387,0.6506,Crops
PX-1417,0.1061,0.1856,0.1213,0.6576,Crops
PX-1418,0.0933,0.233,0.0641,0.6603,Forest
PX-1419,0.0689,0.0474,0.2445,0.1246,Urban
PX-1420,0.1,0.1794,0.0416,0.7019,Crops
PX-1421,0.07,0.2007,0.0557,0.6958,Forest
PX-1422,0.0644,0.1356,0.0915,0.6781,Crops
PX-1423,0.0648,0.1566,0.1158,0.6789,Crops
PX-1424,0.0446,0.0381,0.274,0.1138,Urban
PX-1425,0.0894,0.0764,0.3117,0.1328,Urban
PX-1426,0.0434,0.1974,0.128,0.6066,Crops
PX-1427,0.0554,0.0665,0.2833,0.1708,Urban
PX-1428,0.0385,0.2165,0.0667,0.5587,Forest
PX-1429,0.0783,0.0567,0.2874,0.1165,Urban
PX-1430,0.077,0.224,0.0408,0.7156,Forest
PX-1431,0.0735,0.2002,0.0714,0.6154,Forest
PX-1432,0.0591,0.2012,0.0278,0.686,Forest
PX-1433,0.2266,0.0547,0.0565,0.0928,Water
PX-1434,0.0893,0.1937,0.089,0.6352,Crops
PX-1435,0.069,0.1716,0.1241,0.6878,Crops
PX-1436,0.0863,0.1995,0.1239,0.6579,Crops
PX-1437,0.2323,0.0374,0.0835,0.0386,Water
PX-1438,0.0836,0.158,0.0887,0.6109,Crops
PX-1439,0.2761,0.0737,0.038,0.159,Water
PX-1440,0.0917,0.0582,0.2965,0.138,Urban
PX-1441,0.0718,0.1709,0.1267,0.7199,Crops
PX-1442,0.2551,0.0778,0.0536,0.1873,Water
PX-1443,0.0752,0.1879,0.0309,0.6563,Forest
PX-1444,0.0802,0.056,0.2682,0.2201,Urban
PX-1445,0.0735,0.208,0.1449,0.651,Crops
PX-1446,0.2467,0.0908,0.049,0.0815,Water
PX-1447,0.0842,0.0914,0.2875,0.0947,Urban
PX-1448,0.0601,0.0544,0.2777,0.0297,Urban
PX-1449,0.2297,0.0846,0.0263,0.1843,Water
PX-1450,0.0522,0.181,0.0687,0.7338,Forest
PX-1451,0.048,0.1819,0.0601,0.6294,Forest
PX-1452,0.0557,0.013,0.3261,0.1109,Urban
PX-1453,0.0832,0.2335,0.0297,0.6738,Forest
