property_id,square_footage,bedrooms,bathrooms,year_built,distance_to_transit_km,school_rating,visual_aesthetic_score,interior_modernity_index,valuation_usd
PROP-10808,2916,5,4,1962,1.04,10,7.22,0.32,1285900
PROP-10809,1518,2,1,2007,1.6,4,1.43,0.32,624900
PROP-10810,1978,3,3,1967,1.99,8,7.39,0.96,1035200
PROP-10811,1814,3,1,2016,0.49,5,6.24,0.52,889900
PROP-10812,3040,6,5,1952,2.13,9,2.78,0.13,1276800
PROP-10813,2227,4,3,2004,5.82,3,1.44,0.41,869400
PROP-10814,2770,6,5,2007,6.16,9,1.98,0.63,1195700
PROP-10815,1134,2,1,2012,1.86,10,5.72,0.4,754600
PROP-10816,2273,4,4,2001,2.56,9,7.83,0.12,1124900
PROP-10817,2678,5,3,1973,0.2,7,4.01,0.5,1121100
PROP-10818,2153,4,3,2021,3.93,2,4.41,0.2,904300
PROP-10819,2792,3,2,1958,1.81,8,9.41,0.66,1218800
PROP-10820,1763,3,2,1986,2.06,2,2.92,0.66,775800
PROP-10821,3016,6,4,2002,7.24,8,1.93,0.13,1210700
PROP-10822,3594,6,4,1973,2.17,3,4.09,0.36,1379800
PROP-10823,1864,2,1,1970,0.2,9,7.71,0.47,937800
PROP-10824,1810,3,2,1989,0.9,3,6.63,0.6,822100
PROP-10825,3044,6,5,2011,2.26,4,4.74,0.37,1271500
PROP-10826,3126,6,5,2019,1.93,4,9.68,0.36,1433000
PROP-10827,1760,3,3,2018,6.89,2,7.61,0.98,872600
PROP-10828,1826,4,3,1963,2.73,6,1.56,0.14,749500
PROP-10829,1916,3,2,1991,4.1,6,7.7,0.99,971900
PROP-10830,1226,1,1,1999,2.22,6,1.22,0.14,545800
PROP-10831,1502,2,1,2010,2.03,10,6.85,0.36,877300
PROP-10832,1447,3,2,1953,2.07,7,2.89,0.54,710300
PROP-10833,1600,3,2,2021,1.85,7,7.27,0.23,876900
PROP-10834,2077,3,1,1966,2.71,4,3.79,0.22,820300
PROP-10835,2252,4,3,2006,1.01,6,8.86,0.33,1153500
PROP-10836,3107,6,4,1997,7.76,8,4.03,0.98,1350600
PROP-10837,1451,3,2,1993,1.42,4,6.58,0.44,710200
PROP-10838,2739,6,5,1994,0.56,3,3.57,0.61,1193300
PROP-10839,1960,3,2,1982,0.36,6,9.25,0.73,985500
PROP-10840,2067,4,3,1980,0.2,4,8.03,0.77,957200
PROP-10841,2538,3,2,1996,1.92,6,3.19,0.72,1071500
PROP-10842,1370,3,3,1955,0.73,10,9.54,0.4,901100
PROP-10843,2348,3,2,2021,0.2,2,4.21,0.2,954600
PROP-10844,2208,4,3,2020,2.57,5,6.87,0.35,1043000
PROP-10845,2420,3,2,1983,3.99,6,7.69,0.29,1062400
PROP-10846,2287,3,1,2002,0.31,3,1.21,0.22,821800
PROP-10847,3695,6,4,1963,2.16,3,9.63,0.12,1457400
PROP-10848,1685,2,1,1965,4.76,2,4.1,0.94,661700
PROP-10849,1754,3,2,1992,14.89,9,2.71,0.93,799200
PROP-10850,1694,2,1,2022,3.85,3,8.66,0.15,794900
PROP-10851,1738,3,3,2023,0.98,4,7.33,0.26,905800
PROP-10852,1685,2,2,1961,4.41,3,1.78,0.23,565500
PROP-10853,2872,5,4,2019,3.19,5,2.05,0.35,1202600
PROP-10854,3023,6,5,1968,0.83,2,7.44,0.28,1252900
PROP-10855,1729,3,3,1990,6.67,4,1.67,0.95,705100
PROP-10856,1558,2,2,2002,1.95,6,9.25,0.18,878800
PROP-10857,2406,4,3,1978,11.44,2,7.67,0.29,960300
PROP-10858,1741,4,3,2019,4.49,5,4.02,0.17,833500
PROP-10859,2511,4,3,2008,3.62,7,4.27,0.98,1130400
PROP-10860,2231,3,2,2013,4.56,5,5.56,0.93,972600
PROP-10861,1114,2,1,1973,2.28,8,4.25,0.74,673300
PROP-10862,3105,5,3,1965,2.46,8,8.05,0.48,1391300
PROP-10863,3267,6,4,2001,6.67,7,9.77,0.27,1447400
PROP-10864,1701,3,2,1955,4.0,10,6.26,0.3,832900
PROP-10865,1847,3,2,1986,7.96,3,5.01,0.5,761000
PROP-10866,2285,3,2,1953,7.75,9,3.0,0.79,919200
PROP-10867,2317,3,2,1987,13.13,9,6.88,0.34,1057300
PROP-10868,2528,5,4,1990,4.22,5,7.17,0.38,1130200
PROP-10869,3406,6,4,1963,2.44,7,7.17,0.64,1398100
PROP-10870,1984,3,3,2020,0.64,7,1.24,0.31,883900
PROP-10871,1581,3,3,2000,4.28,6,9.09,0.63,875700
PROP-10872,1203,1,1,2014,1.21,2,4.04,0.45,589100
PROP-10873,1624,2,2,2001,1.16,4,7.7,0.13,826300
PROP-10874,2078,3,2,1979,0.95,8,7.84,0.46,1003200
PROP-10875,3266,5,3,2006,7.28,9,6.85,0.93,1409900
PROP-10876,1763,2,1,1979,7.09,3,4.55,0.36,698200
PROP-10877,2245,3,2,1991,3.49,4,6.48,0.39,932600
PROP-10878,2089,4,3,1960,2.24,5,1.36,0.16,787000
PROP-10879,2872,5,4,1976,3.9,6,7.86,0.65,1265100
PROP-10880,3742,5,4,1973,3.27,4,1.9,0.86,1311000
PROP-10881,1754,2,2,1988,1.88,6,4.57,0.42,791500
PROP-10882,1781,3,2,2021,1.67,9,1.93,0.32,825300
PROP-10883,2778,5,4,1967,1.69,9,8.53,0.96,1363200
PROP-10884,2543,3,3,1994,3.11,3,5.95,0.77,1047200
PROP-10885,3300,5,4,1961,3.65,7,7.22,0.61,1350800
PROP-10886,2479,4,3,1998,2.1,5,7.14,0.37,1127100
PROP-10887,1866,4,4,1980,12.12,10,8.57,0.3,999400
PROP-10888,2483,4,3,1971,0.31,3,2.19,0.74,921300
PROP-10889,2820,5,4,1993,1.49,9,6.94,0.57,1337900
PROP-10890,2633,4,3,2013,1.9,2,6.18,0.57,1096200
PROP-10891,2429,3,2,1974,0.2,7,1.28,0.17,946400
PROP-10892,2793,5,4,2000,1.59,2,2.81,0.56,1090100
PROP-10893,2860,5,4,1956,1.12,3,3.41,0.84,1106800
PROP-10894,2998,5,3,1955,2.47,4,1.65,0.95,1107800
PROP-10895,2521,6,4,1973,1.44,10,4.19,0.2,1142700
PROP-10896,1991,2,1,1968,4.53,6,1.24,0.67,722300
PROP-10897,2195,5,3,1958,2.5,3,5.98,0.61,973000
PROP-10898,2884,5,4,1985,0.49,6,2.9,0.9,1206900
PROP-10899,1568,3,2,1989,4.85,6,3.58,0.78,744300
PROP-10900,2339,4,3,1973,0.37,2,9.19,0.97,1091000
PROP-10901,1844,3,2,1997,6.39,4,5.53,0.96,858400
PROP-10902,2118,3,2,2012,9.38,6,3.42,0.3,905400
PROP-10903,2930,5,4,2018,1.36,10,6.39,0.75,1361400
PROP-10904,2224,3,3,2002,9.12,2,2.82,0.58,847300
PROP-10905,2130,4,3,2003,5.51,9,1.67,0.29,968600
PROP-10906,1216,2,1,1991,8.95,2,1.19,0.28,484500
PROP-10907,2585,4,3,1994,3.84,10,9.56,0.17,1253000
PROP-10908,2519,4,3,1963,0.94,7,7.52,0.82,1154000
PROP-10909,3506,6,4,1978,7.87,2,8.2,0.39,1372700
PROP-10910,1899,3,2,1955,0.71,9,9.83,0.87,993500
PROP-10911,2242,4,4,1956,0.84,6,9.38,0.65,1098400
PROP-10912,2262,3,3,1986,1.11,8,7.63,0.71,1066200
PROP-10913,3125,6,5,2002,1.27,8,7.25,0.36,1425700
PROP-10914,2038,4,2,1967,2.53,8,4.03,0.51,885400
PROP-10915,2281,5,4,1987,4.37,7,1.94,0.47,988400
PROP-10916,2495,4,3,2008,9.12,9,6.16,0.31,1133200
PROP-10917,2221,4,3,1950,0.32,10,6.19,0.85,1069100
PROP-10918,1809,3,3,2017,10.81,3,9.57,0.66,965500
PROP-10919,2226,4,4,1993,8.9,8,4.98,0.13,1018000
PROP-10920,2797,4,4,1996,0.2,3,7.22,0.84,1261500
PROP-10921,1432,3,2,1984,1.56,7,6.17,0.2,782000
PROP-10922,2186,4,3,2009,5.87,3,2.59,0.46,903700
PROP-10923,1644,3,3,2001,3.31,7,6.33,0.61,865300
PROP-10924,2876,5,4,1957,5.29,3,5.86,0.11,1099100
PROP-10925,1109,2,1,1990,4.44,2,5.45,0.69,552800
PROP-10926,1736,3,2,1952,2.4,8,5.62,0.69,870900
PROP-10927,2345,4,3,2018,0.2,4,2.48,0.69,980800
PROP-10928,3117,6,4,1963,3.07,5,5.17,0.25,1206100
PROP-10929,2057,4,3,1975,0.2,7,6.45,0.33,1000700
PROP-10930,1739,3,3,2019,3.24,6,5.41,0.32,884000
PROP-10931,3322,5,3,2007,5.64,5,5.4,0.96,1327200
PROP-10932,1158,1,1,1989,3.08,10,1.7,0.16,576900
PROP-10933,750,2,2,2000,20.0,7,2.72,0.49,409600
PROP-10934,2386,5,4,1954,2.13,7,3.89,0.88,1072400
PROP-10935,1773,4,3,1981,4.84,3,4.77,0.79,806500
PROP-10936,1436,2,2,1950,3.85,7,6.35,0.84,745000
PROP-10937,2560,4,3,2003,16.66,8,8.77,0.98,1179100
PROP-10938,2258,3,3,1960,4.37,9,2.43,0.45,973600
PROP-10939,1733,3,2,2002,0.63,9,1.14,0.38,809800
PROP-10940,1267,3,2,1957,10.89,10,5.04,0.13,620400
PROP-10941,2667,4,3,1974,3.86,4,4.89,0.24,1059800
PROP-10942,2522,5,4,1989,0.21,8,5.97,0.61,1187100
PROP-10943,2035,3,2,1981,3.75,8,8.5,0.24,997800
PROP-10944,3300,6,5,1977,7.51,2,8.22,0.76,1378900
PROP-10945,1404,2,2,1952,3.01,9,1.9,0.13,635600
PROP-10946,1108,2,1,2011,1.53,5,9.41,0.33,766100
PROP-10947,1650,1,1,1976,6.02,6,1.99,0.73,658400
PROP-10948,2070,3,2,1994,5.34,7,6.71,0.33,951600
PROP-10949,2258,3,2,1974,2.75,4,7.05,0.76,931700
PROP-10950,1943,4,3,2010,0.59,6,7.12,1.0,1009300
PROP-10951,2328,4,4,1993,1.01,6,3.39,0.82,1029100
PROP-10952,1286,2,2,1995,4.69,2,3.97,0.41,617400
PROP-10953,3038,6,5,1963,5.74,4,5.94,0.91,1248400
PROP-10954,2046,3,2,1957,1.15,4,2.8,0.15,816100
PROP-10955,2826,6,4,1997,1.61,2,1.18,0.75,1051800
PROP-10956,2322,4,3,1963,0.28,8,6.06,0.12,1030000
PROP-10957,2396,4,3,2014,4.37,2,5.19,0.26,1018400
PROP-10958,2470,5,4,1956,0.2,8,6.91,0.99,1164400
PROP-10959,2391,3,2,1998,0.2,5,2.32,0.42,971200
PROP-10960,2517,4,3,2004,0.2,10,8.57,0.84,1261500
PROP-10961,2963,5,3,1962,3.63,8,2.32,0.44,1134000
PROP-10962,2227,3,2,2022,1.89,6,9.02,0.86,1133700
PROP-10963,2560,4,3,2005,1.24,8,5.05,0.97,1155800
PROP-10964,2041,4,3,2005,8.53,10,5.95,0.49,1027100
PROP-10965,3036,5,4,1964,0.75,7,9.07,0.6,1371100
PROP-10966,1660,3,2,2006,1.73,2,3.7,0.67,725800
PROP-10967,3270,5,4,2007,9.87,7,2.64,0.94,1284200
PROP-10968,2073,2,1,1984,1.95,2,5.01,0.33,769400
PROP-10969,1169,2,2,1965,2.83,5,3.2,0.65,602900
PROP-10970,2183,2,2,1957,0.29,9,5.75,0.39,1014800
PROP-10971,1657,3,2,1994,5.47,6,3.48,0.3,758400
PROP-10972,2646,4,3,1989,1.92,6,8.78,0.18,1190100
PROP-10973,1675,4,2,2003,5.64,9,6.47,0.66,917800
PROP-10974,1809,4,2,1963,1.02,9,1.0,0.89,832400
PROP-10975,871,2,1,2008,1.92,2,8.25,0.42,599500
PROP-10976,1806,4,4,2002,5.41,6,3.97,0.6,872500
PROP-10977,750,1,1,1976,12.76,6,3.88,0.68,443400
PROP-10978,1070,2,2,1996,0.22,9,4.45,0.47,697100
PROP-10979,2594,4,2,1955,5.86,2,6.67,0.91,1037400
PROP-10980,2610,5,3,2004,1.25,8,4.98,0.43,1137800
PROP-10981,2376,5,4,1993,2.8,8,6.66,0.21,1134100
PROP-10982,1471,3,2,1967,1.2,10,2.32,0.23,721600
PROP-10983,2068,4,3,1965,3.33,3,9.73,0.9,988400
PROP-10984,2097,3,2,1961,1.53,4,7.57,0.99,992600
PROP-10985,1347,2,2,1969,1.42,5,3.25,0.36,605500
PROP-10986,3077,5,4,1994,0.2,2,7.52,0.23,1279000
PROP-10987,2670,5,4,2013,0.56,8,6.18,0.53,1267700
PROP-10988,1956,3,2,2008,8.71,4,1.98,0.74,776600
PROP-10989,2117,5,5,1971,20.0,4,2.6,0.65,822900
PROP-10990,2235,5,3,1996,5.31,4,1.37,0.96,961600
PROP-10991,772,2,2,1978,1.18,9,8.28,0.84,675400
PROP-10992,1939,3,2,1994,1.8,10,5.97,0.88,1025400
PROP-10993,1656,3,2,1958,4.71,3,3.85,0.59,677800
PROP-10994,1448,2,1,1973,12.1,2,2.14,0.39,488000
PROP-10995,1917,3,2,1964,2.13,10,5.36,0.73,941200
PROP-10996,3268,6,5,1985,6.19,7,5.73,0.5,1386900
PROP-10997,2516,3,3,1962,12.92,10,7.32,0.36,1095900
PROP-10998,1728,3,3,1993,7.24,7,9.73,0.24,929100
PROP-10999,2472,4,3,2020,0.9,3,4.91,0.58,1072000
PROP-11000,3009,4,3,2021,0.2,2,4.65,0.63,1195700
PROP-11001,2701,4,3,1985,2.37,9,4.33,0.61,1154700
PROP-11002,2138,3,2,2010,2.65,4,8.44,0.2,971800
PROP-11003,1679,4,3,1989,0.79,2,2.41,0.61,733400
PROP-11004,2553,5,4,1976,1.17,9,4.09,0.25,1091200
PROP-11005,2355,3,2,1950,5.07,2,7.52,0.7,931100
PROP-11006,2681,5,4,1983,2.22,9,1.14,0.49,1122100
PROP-11007,2512,3,2,2017,1.34,2,3.6,0.86,1035300
PROP-11008,2782,5,3,1970,3.41,10,6.77,0.8,1271400
PROP-11009,1752,3,2,1982,3.7,10,2.67,0.75,835600
PROP-11010,2956,5,4,1956,5.13,10,3.72,0.73,1248000
PROP-11011,2228,5,4,2014,0.6,4,5.37,0.6,1034900
PROP-11012,3448,5,4,1952,4.74,5,4.8,0.16,1280400
PROP-11013,1652,2,1,2000,3.2,6,1.95,0.69,710700
PROP-11014,3228,5,4,2003,0.21,7,9.44,0.52,1485200
PROP-11015,2228,4,3,2023,5.26,10,1.4,0.52,997900
PROP-11016,1676,2,1,2008,1.69,5,7.75,0.44,842900
PROP-11017,1785,1,2,1955,1.4,7,1.64,0.94,685400
PROP-11018,1891,3,2,1978,2.08,2,5.21,0.32,795100
PROP-11019,2375,4,3,1966,1.49,3,2.58,0.38,894800
PROP-11020,2439,5,4,2009,1.45,9,2.27,0.97,1181400
PROP-11021,1727,3,2,1971,5.78,5,2.13,0.83,723000
PROP-11022,2084,3,2,1973,0.47,8,5.08,0.11,911200
PROP-11023,3492,6,4,2000,12.34,5,5.64,0.92,1363600
PROP-11024,3222,4,4,1999,2.83,10,2.2,0.3,1323100
PROP-11025,2383,4,3,1960,0.71,10,9.81,0.74,1259700
PROP-11026,2124,4,3,2005,0.49,5,3.32,0.6,982400
PROP-11027,2178,4,3,2020,3.13,9,5.13,0.58,1050700
PROP-11028,2498,4,4,1991,3.51,7,2.95,0.75,1080500
PROP-11029,1435,2,2,1988,0.2,2,5.45,0.29,692500
PROP-11030,1932,2,1,2018,0.97,8,7.8,0.24,942700
PROP-11031,1015,1,1,1997,5.55,2,5.69,0.69,546200
PROP-11032,2359,4,3,2006,0.2,4,3.57,0.36,973100
PROP-11033,2520,4,3,1970,6.76,9,3.24,0.98,1067700
PROP-11034,1785,3,3,1969,3.76,10,7.83,0.51,978500
PROP-11035,3123,5,5,1964,1.99,4,2.06,0.2,1188400
PROP-11036,1303,2,2,2018,1.49,2,4.33,0.72,688400
PROP-11037,1148,2,1,2000,0.2,2,2.36,0.38,498200
PROP-11038,2245,3,3,2011,6.1,8,3.32,0.23,971400
PROP-11039,2780,5,4,1986,0.54,6,2.37,0.48,1119000
PROP-11040,3194,6,5,1955,1.3,2,8.98,0.97,1373100
PROP-11041,1801,3,2,2020,2.95,7,7.59,0.47,982200
PROP-11042,2801,4,3,1975,0.99,7,6.05,0.41,1211800
PROP-11043,2074,4,3,1957,2.41,5,3.02,0.5,860000
PROP-11044,1987,4,3,2022,5.8,8,5.59,0.11,999000
PROP-11045,2674,3,3,1953,2.23,8,5.69,0.22,1102000
PROP-11046,2524,5,3,1970,10.41,10,6.31,0.86,1155600
PROP-11047,1075,2,1,1980,6.58,2,1.54,0.98,461800
PROP-11048,3059,5,4,1970,1.42,6,9.76,0.24,1360800
PROP-11049,2997,6,4,1974,1.79,4,5.19,0.58,1212700
PROP-11050,1693,2,2,1964,1.93,8,9.34,0.97,959400
PROP-11051,2357,4,3,1984,3.44,5,1.09,0.24,887000
PROP-11052,2421,4,3,1998,1.18,5,3.23,0.27,1003500
PROP-11053,2269,3,2,1992,12.19,2,1.94,0.93,777300
PROP-11054,1742,4,3,1990,3.28,2,7.93,0.74,847000
PROP-11055,1663,2,1,1986,1.78,3,3.88,0.24,675200
PROP-11056,2083,3,3,2006,3.62,3,8.56,0.45,971400
PROP-11057,2862,5,4,1991,1.76,2,8.49,0.15,1210400
PROP-11058,2453,3,2,1996,5.96,9,7.01,0.49,1150800
PROP-11059,1859,3,2,2010,2.94,7,6.99,0.8,958900
PROP-11060,2601,5,4,1963,0.2,7,7.3,0.6,1220700
PROP-11061,750,1,1,2017,0.68,10,7.06,0.68,648900
PROP-11062,2846,5,4,2002,7.01,6,4.48,0.39,1201500
PROP-11063,969,1,1,1983,2.9,5,7.15,0.25,546700
PROP-11064,1864,2,2,1973,10.51,7,9.08,0.11,882900
PROP-11065,1372,2,1,1969,0.26,9,3.99,0.84,732100
PROP-11066,1258,3,2,2018,1.22,2,9.5,0.67,775800
PROP-11067,2854,5,4,1979,0.75,8,1.12,0.31,1165900
PROP-11068,1795,3,2,1956,2.82,9,4.14,0.48,849800
PROP-11069,2325,4,3,1985,1.69,10,2.19,0.82,1037100
PROP-11070,2069,3,2,1987,0.6,9,2.14,0.58,945900
PROP-11071,2410,5,4,2001,3.6,8,8.34,0.37,1218500
PROP-11072,2149,4,3,1964,2.69,4,9.27,0.34,1000100
PROP-11073,1266,3,2,1995,1.12,3,8.0,0.3,719600
PROP-11074,2747,4,3,1972,2.29,4,9.79,0.84,1222300
PROP-11075,1779,4,3,1961,4.79,5,2.95,0.62,773500
PROP-11076,1088,2,2,1993,0.8,5,2.27,0.74,564900
PROP-11077,1821,3,3,1964,1.21,7,5.69,0.87,907300
PROP-11078,3075,5,4,1998,1.49,8,8.46,0.99,1450200
PROP-11079,2652,4,4,1970,4.81,5,1.36,0.32,1004600
PROP-11080,1873,4,3,1964,6.57,7,9.96,0.26,988200
PROP-11081,1872,3,2,1963,1.65,10,6.42,0.52,940300
PROP-11082,1890,2,2,1991,1.23,7,9.81,0.13,956000
PROP-11083,3449,5,3,1964,7.71,4,4.29,0.81,1236000
PROP-11084,2348,4,3,2012,20.0,2,5.12,0.9,913500
PROP-11085,2379,4,4,2017,3.88,6,7.77,0.72,1157500
PROP-11086,2769,5,4,1976,16.11,4,8.13,0.34,1185200
PROP-11087,2255,4,3,2002,3.78,9,3.1,0.21,1043900
PROP-11088,1931,2,2,2001,4.63,2,9.37,0.44,884900
PROP-11089,1972,3,2,2012,1.72,3,8.81,0.85,986800
PROP-11090,2053,2,1,2022,1.99,4,1.16,0.41,784900
PROP-11091,2075,4,3,2002,0.54,4,2.16,0.13,866600
PROP-11092,2572,4,2,2006,6.06,9,5.46,0.35,1123200
PROP-11093,2133,4,4,2001,9.36,6,5.15,0.99,1060500
PROP-11094,2576,4,3,1992,3.42,9,7.38,0.71,1264000
PROP-11095,2047,4,3,1956,1.47,7,1.81,0.91,866800
PROP-11096,2151,4,3,1991,0.59,3,6.8,0.8,977100
PROP-11097,801,2,1,1953,1.08,5,6.55,0.59,535900
PROP-11098,2695,4,3,2018,1.03,10,3.1,0.23,1156100
PROP-11099,2325,4,3,1954,3.33,5,5.88,0.41,1001500
PROP-11100,2748,4,3,1990,10.15,6,3.0,0.63,1073300
PROP-11101,750,2,2,1953,0.2,6,2.32,0.88,418100
PROP-11102,3457,6,5,1951,0.2,9,6.16,0.34,1453600
PROP-11103,2009,4,3,2016,3.21,7,9.8,0.21,1071500
PROP-11104,2820,4,3,1970,1.17,8,3.13,0.6,1148500
PROP-11105,1424,3,2,2019,7.44,7,4.2,0.26,741000
PROP-11106,2498,3,2,1992,1.39,6,3.31,0.65,979600
PROP-11107,1415,3,2,2018,1.2,6,3.4,0.34,721900
PROP-11108,1694,3,2,1958,1.1,4,4.64,0.31,743600
PROP-11109,3344,4,3,1977,0.55,8,7.32,0.46,1415300
PROP-11110,1976,3,2,1975,3.05,6,1.35,0.63,782200
PROP-11111,2241,4,4,1952,0.64,8,9.61,0.59,1151600
PROP-11112,2665,4,3,2022,1.93,3,1.42,0.32,1023100
PROP-11113,2422,3,2,1998,2.16,10,8.93,0.9,1212500
PROP-11114,2197,4,3,1966,0.2,9,9.05,0.2,1123300
PROP-11115,2337,4,3,2012,0.2,6,5.72,0.14,1046300
PROP-11116,3662,6,5,2004,2.57,3,2.23,0.64,1378900
PROP-11117,2062,3,2,1972,4.17,7,6.09,0.21,879500
PROP-11118,2230,4,2,1983,9.97,9,6.66,0.55,1032400
PROP-11119,2782,6,5,2018,0.69,8,8.72,0.96,1453600
PROP-11120,2818,4,2,1964,0.38,9,5.96,0.73,1202000
PROP-11121,2871,4,3,1996,0.2,5,4.7,0.66,1213800
PROP-11122,2515,4,3,1952,2.0,4,8.54,0.62,1084900
PROP-11123,1357,2,1,1977,3.42,8,9.83,0.26,777500
PROP-11124,3161,5,4,1952,6.43,3,6.81,0.49,1241700
PROP-11125,1354,3,2,1953,4.02,6,8.87,0.41,768600
PROP-11126,2296,3,2,1980,0.82,8,6.39,0.96,1126700
PROP-11127,1609,3,2,1994,2.17,2,7.21,0.32,745500
PROP-11128,2058,3,2,2008,8.44,5,7.19,0.52,955700
PROP-11129,2313,4,3,1994,1.38,3,7.34,0.94,1066500
PROP-11130,2308,4,3,1986,2.42,7,3.89,0.81,1050800
PROP-11131,2374,4,3,2014,11.14,2,6.18,0.97,1022600
PROP-11132,3148,4,3,1958,4.64,8,6.35,0.65,1278600
PROP-11133,2394,5,4,1966,4.82,4,3.84,0.4,950200
PROP-11134,1941,3,2,2014,1.02,2,4.15,0.84,850800
PROP-11135,2726,5,4,1952,1.87,9,7.86,0.36,1260500
PROP-11136,2873,5,4,1975,0.3,8,6.24,0.25,1280900
PROP-11137,1302,2,2,2002,3.26,3,2.34,0.74,586500
PROP-11138,2488,4,3,1980,0.38,8,8.54,0.68,1207400
PROP-11139,2555,4,3,1975,6.33,4,8.95,0.89,1095200
PROP-11140,1906,4,3,1972,5.9,10,5.2,0.97,946200
PROP-11141,2994,4,3,1979,2.67,9,2.88,0.87,1244800
PROP-11142,2002,3,3,1959,0.53,6,9.53,0.15,991900
PROP-11143,2181,3,2,2021,0.2,8,8.94,0.7,1149900
PROP-11144,1987,4,3,2013,5.58,4,3.2,0.81,867100
PROP-11145,2110,4,3,1971,3.21,2,1.86,0.98,798200
PROP-11146,1387,2,1,1964,4.34,2,4.97,0.44,566100
PROP-11147,1163,2,1,2005,1.27,3,7.09,0.25,643300
PROP-11148,3136,5,4,2023,2.49,9,2.58,0.87,1361700
PROP-11149,1549,2,2,1969,4.81,2,5.62,0.39,655100
PROP-11150,1455,3,3,1996,2.17,6,4.83,0.64,739100
PROP-11151,750,1,1,2002,3.22,10,9.01,0.45,685400
PROP-11152,1684,1,1,2002,5.46,10,4.87,0.46,834600
PROP-11153,1239,2,1,1950,0.85,3,5.8,0.76,598500
PROP-11154,3167,5,3,1951,0.24,8,9.6,0.43,1407000
PROP-11155,2756,4,3,2007,2.66,2,3.7,0.72,1094700
PROP-11156,1652,2,2,1968,0.22,4,3.6,0.11,718500
PROP-11157,3564,6,5,2011,5.09,7,8.2,0.39,1553300
PROP-11158,2738,5,4,2021,4.45,10,3.5,0.39,1229600
PROP-11159,1888,3,2,1961,7.47,3,8.49,0.77,879700
PROP-11160,750,1,1,1975,3.57,8,1.86,0.38,453400
PROP-11161,3589,6,4,1976,0.24,5,2.0,0.67,1339400
PROP-11162,1196,2,1,1978,1.02,3,9.11,0.72,712600
PROP-11163,1030,1,1,1964,5.77,4,5.87,0.69,526000
PROP-11164,2764,4,3,1995,0.64,7,7.47,0.64,1281000
PROP-11165,3685,5,4,1950,4.2,10,3.03,0.47,1457000
PROP-11166,2999,5,4,2009,5.3,9,2.5,0.44,1321500
PROP-11167,2466,4,3,2006,1.4,10,8.51,0.61,1254600
PROP-11168,2486,4,3,1952,1.36,5,4.23,0.16,1016500
PROP-11169,2654,4,3,1967,2.86,5,5.1,0.89,1114400
PROP-11170,2593,4,3,2001,6.91,10,1.25,0.84,1117600
PROP-11171,2282,4,2,2009,0.89,9,4.47,0.41,1072100
PROP-11172,2167,3,2,1983,9.92,3,7.93,0.61,950300
PROP-11173,2059,4,3,2009,3.2,9,8.39,0.94,1094200
PROP-11174,1609,2,2,1975,16.95,2,7.29,0.34,667800
PROP-11175,1917,3,3,2021,0.33,10,7.23,0.77,1067300
PROP-11176,999,1,1,1968,0.47,10,5.56,0.17,602900
PROP-11177,2036,3,2,1971,6.13,9,5.84,0.57,912600
PROP-11178,1457,3,2,1982,7.0,6,7.68,0.9,787500
PROP-11179,1382,3,2,1987,2.06,6,3.23,0.6,683300
PROP-11180,2216,4,3,1984,4.38,4,3.08,0.65,911300
PROP-11181,3004,5,4,2016,7.08,6,9.55,0.92,1393700
PROP-11182,2696,4,3,1959,0.2,5,1.25,0.74,1034400
PROP-11183,1079,2,2,1964,2.99,2,2.26,0.73,444200
PROP-11184,1456,2,2,1960,6.72,10,6.13,0.63,734300
PROP-11185,2711,5,3,1973,1.78,5,7.64,0.67,1200500
PROP-11186,1461,2,1,1953,1.26,4,5.84,0.82,670900
PROP-11187,1953,4,3,1962,5.56,7,4.2,0.98,895400
PROP-11188,2457,5,3,2022,1.43,2,9.8,0.82,1163200
PROP-11189,1470,4,4,2006,0.2,6,7.33,0.74,929800
PROP-11190,2168,3,2,1986,11.23,8,8.48,0.22,999600
PROP-11191,1232,2,1,1997,3.14,3,1.36,0.84,505600
PROP-11192,1709,4,3,2020,5.99,10,3.12,0.76,956500
PROP-11193,2307,3,2,1950,6.11,7,4.37,0.79,955200
PROP-11194,1064,1,1,2009,0.24,3,2.64,0.31,498900
PROP-11195,2386,3,2,1961,0.66,9,1.66,0.91,913100
PROP-11196,2087,4,3,1970,1.3,9,3.03,0.19,929900
PROP-11197,2459,3,2,1960,1.35,2,5.8,0.33,937000
PROP-11198,2245,4,3,1993,3.76,2,7.26,0.7,1031600
PROP-11199,2986,5,4,2007,3.42,2,7.97,0.71,1231600
PROP-11200,2181,4,3,1993,2.39,5,1.39,0.38,921000
PROP-11201,1820,3,2,1983,0.83,5,4.85,0.73,848600
PROP-11202,2179,4,3,1974,1.68,9,2.1,0.45,923800
PROP-11203,2453,5,4,1953,2.75,2,4.88,0.1,985700
PROP-11204,2131,3,3,2013,2.21,4,4.91,0.25,932300
PROP-11205,2126,3,3,1965,0.48,2,5.48,0.89,852100
PROP-11206,1643,2,2,1959,3.67,10,9.04,0.3,891700
PROP-11207,1669,3,2,2015,0.27,10,8.25,0.2,990500
PROP-11208,1188,3,2,1984,1.66,8,6.73,0.71,758000
PROP-11209,3237,6,5,1955,4.33,9,8.97,0.5,1472700
PROP-11210,1291,3,2,1968,0.2,2,7.11,0.82,706200
PROP-11211,1649,2,1,2008,2.95,6,8.37,0.88,855100
