applicant_id,age,gender,annual_income,credit_score,debt_to_income_ratio,employment_years,open_credit_lines,delinquencies_2yr,loan_amount,loan_purpose,default_status
APP-21492,65,Female,25169,684,0.437,22.8,6,1,33395,Debt Consolidation,1
APP-21493,27,Female,58613,682,0.6,1.4,8,0,19868,Major Purchase,0
APP-21494,30,Female,32915,783,0.466,9.1,12,0,15548,Major Purchase,0
APP-21495,65,Female,47489,640,0.419,3.2,4,1,22403,Home Improvement,1
APP-21496,37,Male,119343,742,0.437,2.9,7,0,29695,Debt Consolidation,0
APP-21497,46,Male,115608,685,0.302,1.7,8,0,33089,Small Business,1
APP-21498,41,Male,166578,565,0.387,7.4,5,0,17964,Debt Consolidation,1
APP-21499,48,Male,120657,616,0.393,10.6,9,1,2039,Small Business,1
APP-21500,66,Male,183810,630,0.255,1.5,6,2,17326,Home Improvement,1
APP-21501,22,Female,62323,741,0.314,0.5,15,1,13763,Major Purchase,1
APP-21502,63,Female,29832,749,0.434,0.7,8,2,23245,Debt Consolidation,1
APP-21503,21,Female,28276,693,0.318,7.9,5,1,14693,Debt Consolidation,1
APP-21504,71,Female,105660,636,0.393,2.9,2,0,8947,Major Purchase,0
APP-21505,56,Female,50432,610,0.428,0.7,9,0,13817,Major Purchase,1
APP-21506,71,Male,52542,743,0.422,2.1,9,0,28924,Credit Card Refinance,1
APP-21507,46,Male,36243,586,0.528,3.6,8,0,19042,Credit Card Refinance,1
APP-21508,49,Male,38713,663,0.25,9.6,8,1,25862,Credit Card Refinance,1
APP-21509,41,Female,60540,823,0.517,5.1,6,0,14691,Major Purchase,1
APP-21510,31,Male,27436,636,0.377,1.0,6,1,27417,Credit Card Refinance,1
APP-21511,60,Female,56467,587,0.42,0.9,6,0,11050,Debt Consolidation,1
APP-21512,31,Male,112543,555,0.404,2.7,9,0,11943,Major Purchase,1
APP-21513,56,Female,18000,826,0.398,0.4,10,0,28934,Debt Consolidation,0
APP-21514,69,Female,21000,692,0.244,7.0,9,1,28571,Major Purchase,0
APP-21515,59,Female,71081,613,0.416,2.6,9,0,2744,Home Improvement,1
APP-21516,60,Female,103795,657,0.147,2.1,11,0,25959,Debt Consolidation,1
APP-21517,55,Female,37442,626,0.571,3.6,3,3,7287,Major Purchase,1
APP-21518,54,Female,18000,548,0.366,6.2,6,0,26512,Small Business,1
APP-21519,67,Female,107748,721,0.459,4.2,6,0,26298,Major Purchase,1
APP-21520,44,Female,31379,672,0.402,8.1,6,0,30613,Home Improvement,0
APP-21521,42,Female,40187,715,0.324,5.0,6,0,31630,Major Purchase,0
APP-21522,25,Male,58423,670,0.255,7.8,4,1,19885,Home Improvement,1
APP-21523,53,Male,33977,678,0.232,6.0,9,0,16017,Credit Card Refinance,1
APP-21524,56,Female,30276,524,0.414,1.1,9,1,17831,Debt Consolidation,1
APP-21525,67,Male,30583,729,0.407,0.3,5,0,16994,Home Improvement,0
APP-21526,40,Male,136197,599,0.387,11.7,7,1,15923,Small Business,1
APP-21527,39,Female,92761,615,0.306,14.6,5,0,16506,Debt Consolidation,1
APP-21528,55,Female,67237,635,0.37,6.5,2,0,27018,Major Purchase,1
APP-21529,63,Female,18000,536,0.269,6.4,8,0,7643,Major Purchase,1
APP-21530,37,Male,67373,632,0.238,1.6,8,0,26639,Home Improvement,0
APP-21531,65,Male,65402,627,0.287,3.9,4,0,17932,Small Business,1
APP-21532,63,Male,24270,645,0.292,24.3,7,0,6222,Home Improvement,1
APP-21533,54,Male,56516,559,0.496,9.7,8,0,22755,Small Business,1
APP-21534,29,Male,87406,730,0.156,1.8,1,0,5574,Home Improvement,0
APP-21535,46,Male,67047,695,0.316,1.8,6,0,18693,Credit Card Refinance,1
APP-21536,22,Female,33722,613,0.396,3.3,3,1,34961,Credit Card Refinance,0
APP-21537,29,Female,49379,632,0.558,2.6,10,0,14414,Credit Card Refinance,1
APP-21538,29,Male,73254,724,0.247,2.3,3,0,15004,Home Improvement,1
APP-21539,60,Male,50650,653,0.186,4.9,10,0,24291,Debt Consolidation,0
APP-21540,37,Male,97719,589,0.407,0.1,4,0,23081,Major Purchase,1
APP-21541,21,Male,60938,664,0.34,7.2,11,0,23084,Debt Consolidation,0
APP-21542,45,Female,74169,599,0.294,6.7,9,0,14360,Major Purchase,1
APP-21543,63,Male,77016,623,0.373,8.9,9,0,21796,Small Business,0
APP-21544,60,Male,27264,666,0.423,9.2,10,0,13445,Credit Card Refinance,1
APP-21545,62,Male,50387,738,0.408,4.2,4,0,21733,Credit Card Refinance,0
APP-21546,45,Male,40831,801,0.356,7.6,9,0,16960,Major Purchase,0
APP-21547,59,Female,87039,758,0.478,3.4,7,1,24110,Credit Card Refinance,1
APP-21548,55,Female,63245,665,0.344,15.1,12,0,25234,Debt Consolidation,1
APP-21549,23,Female,44200,816,0.325,1.1,7,1,21483,Home Improvement,0
APP-21550,70,Male,24221,706,0.406,12.4,9,1,11847,Credit Card Refinance,0
APP-21551,57,Female,20367,606,0.169,1.5,6,0,5937,Credit Card Refinance,1
APP-21552,64,Female,58144,676,0.394,0.5,7,0,8939,Small Business,0
APP-21553,64,Female,33041,627,0.284,2.9,8,0,10212,Home Improvement,0
APP-21554,71,Male,70711,588,0.16,4.8,4,0,41933,Major Purchase,1
APP-21555,50,Male,19856,593,0.371,1.3,5,0,23274,Home Improvement,1
APP-21556,58,Female,117726,660,0.265,4.1,4,0,19811,Home Improvement,1
APP-21557,54,Female,70623,719,0.126,8.2,5,0,13575,Major Purchase,0
APP-21558,32,Male,51769,739,0.215,1.5,3,0,25500,Home Improvement,0
APP-21559,39,Male,123708,589,0.523,4.3,5,0,16459,Small Business,1
APP-21560,57,Male,82588,650,0.253,2.1,3,0,20735,Debt Consolidation,0
APP-21561,64,Female,37750,701,0.359,3.8,6,0,22792,Home Improvement,1
APP-21562,69,Male,51157,679,0.19,5.5,6,0,21333,Debt Consolidation,0
APP-21563,37,Female,18000,715,0.572,2.2,8,0,18546,Small Business,1
APP-21564,30,Male,88018,641,0.328,26.0,5,0,9883,Small Business,1
APP-21565,69,Female,41657,752,0.238,4.1,2,0,18479,Home Improvement,0
APP-21566,67,Female,18000,669,0.426,8.7,10,3,26690,Credit Card Refinance,1
APP-21567,32,Male,25590,719,0.566,6.5,7,0,24032,Home Improvement,0
APP-21568,36,Female,79142,645,0.271,9.6,9,0,20543,Debt Consolidation,0
APP-21569,44,Male,119084,673,0.236,1.0,4,1,24521,Small Business,1
APP-21570,39,Female,49574,566,0.595,1.3,8,0,8419,Debt Consolidation,1
APP-21571,28,Female,28563,615,0.305,3.3,5,0,16718,Debt Consolidation,1
APP-21572,51,Male,22439,656,0.292,9.6,6,0,17672,Major Purchase,0
APP-21573,41,Female,106727,676,0.063,1.1,7,0,9431,Small Business,0
APP-21574,37,Female,62768,844,0.316,17.7,6,0,22118,Small Business,0
APP-21575,43,Male,40881,645,0.157,0.7,7,0,23462,Debt Consolidation,1
APP-21576,57,Female,35862,580,0.253,1.0,10,0,19312,Small Business,1
APP-21577,36,Female,70934,780,0.078,0.9,8,0,19607,Home Improvement,0
APP-21578,26,Female,69868,740,0.468,4.4,8,0,13241,Major Purchase,0
APP-21579,28,Male,29937,594,0.144,12.5,5,2,13322,Home Improvement,1
APP-21580,45,Male,26152,700,0.087,1.5,3,1,7100,Credit Card Refinance,1
APP-21581,38,Male,26888,724,0.211,4.0,5,0,16518,Credit Card Refinance,0
APP-21582,45,Female,37891,680,0.47,1.0,10,0,13227,Debt Consolidation,1
APP-21583,32,Male,33544,691,0.267,5.0,8,3,11577,Credit Card Refinance,1
APP-21584,35,Female,119366,628,0.283,0.7,11,0,18443,Home Improvement,0
APP-21585,46,Male,37157,702,0.377,3.4,4,0,15033,Credit Card Refinance,0
APP-21586,61,Female,24653,638,0.302,5.3,10,0,6741,Debt Consolidation,0
APP-21587,65,Male,25427,498,0.469,4.3,5,0,13567,Small Business,1
APP-21588,46,Male,44303,682,0.291,0.8,3,0,16940,Major Purchase,0
APP-21589,67,Male,18000,561,0.293,0.9,8,0,9222,Debt Consolidation,1
APP-21590,52,Male,47426,735,0.592,5.6,11,0,20808,Debt Consolidation,1
APP-21591,30,Female,23507,596,0.327,8.3,5,0,18605,Debt Consolidation,1
APP-21592,36,Female,92710,510,0.348,11.9,8,2,11001,Home Improvement,1
APP-21593,27,Female,52266,554,0.295,8.4,4,0,24236,Small Business,1
APP-21594,37,Female,157402,667,0.05,18.2,3,0,29099,Debt Consolidation,0
APP-21595,43,Female,43238,682,0.425,2.6,7,0,17433,Small Business,1
APP-21596,46,Female,18000,578,0.519,2.0,3,0,16309,Debt Consolidation,1
APP-21597,41,Female,109286,600,0.471,0.1,8,0,15449,Home Improvement,1
APP-21598,42,Female,64605,669,0.253,3.0,6,0,13799,Debt Consolidation,1
APP-21599,27,Male,70354,733,0.299,5.3,6,0,10511,Credit Card Refinance,0
APP-21600,34,Female,28242,591,0.362,8.4,7,0,18919,Home Improvement,1
APP-21601,35,Male,47879,694,0.358,1.6,6,0,11906,Debt Consolidation,0
APP-21602,27,Female,54314,556,0.402,3.6,8,1,2000,Debt Consolidation,1
APP-21603,29,Female,43010,690,0.344,5.4,1,0,34251,Debt Consolidation,1
APP-21604,71,Male,18884,719,0.277,4.0,6,0,31578,Credit Card Refinance,1
APP-21605,68,Male,224758,704,0.336,1.6,4,0,18892,Credit Card Refinance,0
APP-21606,28,Female,77629,734,0.44,8.0,4,0,7602,Debt Consolidation,1
APP-21607,70,Female,61779,730,0.65,1.0,5,1,36392,Credit Card Refinance,1
APP-21608,43,Male,100975,790,0.26,11.8,7,1,22156,Debt Consolidation,0
APP-21609,49,Female,69863,677,0.347,15.2,10,0,15065,Credit Card Refinance,0
APP-21610,38,Female,33777,790,0.276,2.3,6,1,30104,Small Business,1
APP-21611,51,Male,97477,608,0.357,2.4,7,0,10035,Debt Consolidation,1
APP-21612,50,Female,78332,656,0.437,6.8,4,0,2000,Debt Consolidation,1
APP-21613,59,Female,34488,662,0.295,3.0,9,0,12774,Major Purchase,1
APP-21614,55,Male,75698,602,0.074,0.1,11,0,23759,Major Purchase,1
APP-21615,38,Female,42945,516,0.443,12.6,3,0,36233,Home Improvement,1
APP-21616,62,Female,54976,726,0.336,2.8,6,1,12297,Small Business,0
APP-21617,59,Male,68173,609,0.279,1.1,5,0,8682,Small Business,0
APP-21618,37,Male,104054,643,0.252,4.1,8,0,18262,Home Improvement,1
APP-21619,34,Male,34361,772,0.357,1.2,12,1,17908,Major Purchase,0
APP-21620,51,Female,59917,707,0.236,1.2,8,0,33070,Home Improvement,0
APP-21621,44,Female,148545,783,0.251,3.9,4,2,20033,Major Purchase,0
APP-21622,55,Female,44496,677,0.17,2.5,8,0,34904,Debt Consolidation,1
APP-21623,64,Female,54617,706,0.238,4.3,4,0,29006,Home Improvement,1
APP-21624,65,Female,148423,654,0.396,28.8,6,1,25388,Credit Card Refinance,1
APP-21625,54,Male,69606,614,0.154,9.8,2,1,6287,Major Purchase,1
APP-21626,23,Male,21792,705,0.458,0.0,4,0,14845,Debt Consolidation,1
APP-21627,57,Male,31649,641,0.179,0.3,8,0,20049,Credit Card Refinance,1
APP-21628,63,Male,71629,711,0.338,4.7,6,0,2000,Credit Card Refinance,0
APP-21629,60,Female,61861,632,0.378,4.9,9,0,12668,Small Business,1
APP-21630,46,Female,53606,658,0.419,10.5,11,0,15422,Major Purchase,1
APP-21631,43,Male,160921,663,0.419,5.0,12,0,11725,Debt Consolidation,0
APP-21632,64,Female,34904,740,0.31,1.3,7,0,34906,Major Purchase,1
APP-21633,59,Female,47054,642,0.299,3.2,8,1,21968,Debt Consolidation,1
APP-21634,35,Male,18000,747,0.392,8.3,6,2,16348,Major Purchase,1
APP-21635,69,Male,92814,611,0.353,12.8,8,0,3289,Credit Card Refinance,1
APP-21636,24,Male,31591,687,0.279,1.4,7,0,13760,Small Business,0
APP-21637,49,Male,87677,625,0.365,3.9,7,0,30763,Home Improvement,1
APP-21638,42,Female,82753,742,0.3,0.9,6,1,13130,Major Purchase,0
APP-21639,45,Male,178439,616,0.248,3.4,5,0,14815,Credit Card Refinance,0
APP-21640,33,Male,70059,623,0.275,0.5,5,0,7593,Home Improvement,1
APP-21641,38,Female,40301,588,0.378,14.2,5,0,19331,Home Improvement,1
APP-21642,53,Female,62912,676,0.209,5.1,7,0,20559,Home Improvement,1
APP-21643,36,Male,32286,708,0.453,9.6,6,0,19479,Credit Card Refinance,1
APP-21644,65,Male,58427,701,0.253,31.9,8,0,8578,Debt Consolidation,0
APP-21645,62,Male,43892,660,0.05,1.0,7,0,22085,Home Improvement,1
APP-21646,64,Male,47160,627,0.386,5.9,5,0,14710,Small Business,1
APP-21647,22,Male,29908,651,0.05,10.9,4,1,19901,Debt Consolidation,1
APP-21648,55,Female,57828,654,0.199,4.3,1,0,24324,Credit Card Refinance,1
APP-21649,62,Male,77136,686,0.611,5.1,5,0,21363,Home Improvement,0
APP-21650,54,Male,19758,681,0.447,2.6,6,0,23230,Credit Card Refinance,1
APP-21651,50,Female,33566,783,0.437,5.6,5,0,23522,Credit Card Refinance,1
APP-21652,33,Male,53767,672,0.186,2.5,12,0,24988,Home Improvement,0
APP-21653,33,Male,18000,693,0.298,3.2,4,0,25801,Credit Card Refinance,1
APP-21654,38,Male,127662,674,0.469,0.5,10,0,27605,Small Business,1
APP-21655,52,Female,33153,648,0.397,0.0,4,0,21477,Small Business,1
APP-21656,52,Male,29262,693,0.456,0.3,10,0,24732,Major Purchase,1
APP-21657,55,Female,43737,642,0.534,1.1,6,1,19370,Home Improvement,1
APP-21658,59,Female,52868,666,0.399,3.0,9,0,23504,Home Improvement,1
APP-21659,66,Male,32336,745,0.172,0.1,6,0,14341,Home Improvement,0
APP-21660,49,Female,84055,638,0.392,0.8,6,1,3913,Major Purchase,0
APP-21661,69,Male,61073,695,0.292,7.6,7,0,29608,Small Business,1
APP-21662,49,Male,30931,508,0.165,7.2,4,0,19551,Small Business,1
APP-21663,64,Female,36778,657,0.427,7.8,7,0,19355,Home Improvement,0
APP-21664,36,Female,21285,638,0.464,12.7,9,0,25190,Credit Card Refinance,1
APP-21665,64,Female,24603,677,0.309,0.6,12,0,12692,Debt Consolidation,1
APP-21666,67,Male,60668,654,0.358,0.9,4,0,17145,Debt Consolidation,0
APP-21667,30,Male,31108,679,0.071,2.0,7,0,13326,Home Improvement,0
APP-21668,50,Female,132237,645,0.455,12.3,6,0,16501,Home Improvement,1
APP-21669,45,Male,50970,695,0.415,7.5,5,0,14873,Small Business,1
APP-21670,59,Male,23293,558,0.35,2.0,11,0,13567,Small Business,1
APP-21671,40,Male,26138,677,0.17,0.5,7,0,21099,Credit Card Refinance,1
APP-21672,25,Male,87477,609,0.123,4.8,8,0,3106,Small Business,1
APP-21673,21,Female,47000,745,0.563,1.5,10,2,28541,Debt Consolidation,1
APP-21674,50,Male,84592,608,0.2,3.8,5,0,12305,Debt Consolidation,1
APP-21675,69,Female,40071,734,0.336,14.2,9,1,21888,Small Business,1
APP-21676,23,Male,36021,669,0.204,4.3,4,0,22343,Debt Consolidation,1
APP-21677,65,Female,90734,551,0.05,12.9,7,0,15623,Debt Consolidation,1
APP-21678,34,Male,30570,613,0.374,2.5,4,0,21473,Debt Consolidation,1
APP-21679,50,Male,64150,725,0.392,5.0,10,0,9336,Debt Consolidation,1
APP-21680,70,Male,43630,721,0.12,11.2,4,1,13619,Major Purchase,0
APP-21681,24,Male,79482,585,0.453,4.4,5,2,16063,Home Improvement,1
APP-21682,38,Female,133274,771,0.257,4.8,5,0,21635,Credit Card Refinance,0
APP-21683,57,Female,39509,668,0.19,6.3,8,0,15280,Major Purchase,0
APP-21684,45,Female,36281,727,0.182,10.7,3,0,16704,Credit Card Refinance,0
APP-21685,68,Male,70699,591,0.425,0.5,8,0,24632,Major Purchase,1
APP-21686,21,Male,27035,640,0.089,2.1,8,3,21170,Major Purchase,1
APP-21687,66,Male,119259,697,0.171,2.5,2,3,36701,Credit Card Refinance,1
APP-21688,35,Female,108587,649,0.372,12.0,4,0,10755,Home Improvement,0
APP-21689,29,Female,28296,480,0.356,15.6,3,0,7716,Small Business,1
APP-21690,35,Female,20522,657,0.197,0.6,11,0,33289,Major Purchase,1
APP-21691,69,Male,25891,542,0.474,0.6,6,0,20099,Home Improvement,1
APP-21692,44,Female,26109,600,0.186,13.7,6,2,28656,Small Business,1
APP-21693,24,Male,76188,578,0.295,1.8,7,1,9956,Credit Card Refinance,1
APP-21694,32,Female,114925,743,0.279,1.4,6,0,14095,Major Purchase,0
APP-21695,57,Female,75702,764,0.28,0.2,7,0,19070,Small Business,1
APP-21696,57,Female,43049,692,0.297,1.6,8,3,18002,Home Improvement,1
APP-21697,63,Female,59182,655,0.293,5.9,6,0,17391,Small Business,1
APP-21698,26,Male,30382,671,0.291,2.8,3,0,5331,Credit Card Refinance,0
APP-21699,59,Female,89631,743,0.298,3.6,5,0,17082,Small Business,1
APP-21700,66,Male,62169,541,0.45,12.5,6,0,20729,Debt Consolidation,1
APP-21701,44,Female,75001,600,0.292,0.6,7,0,15302,Major Purchase,1
APP-21702,31,Male,32854,735,0.403,0.4,3,0,25840,Home Improvement,0
APP-21703,33,Male,44679,748,0.338,9.6,6,0,25868,Home Improvement,0
APP-21704,54,Female,73042,708,0.364,7.5,11,0,19745,Major Purchase,0
APP-21705,45,Female,108437,602,0.413,1.5,16,0,12186,Major Purchase,1
APP-21706,27,Female,35085,734,0.183,2.0,13,0,20862,Debt Consolidation,1
APP-21707,24,Male,75300,758,0.395,1.9,5,0,21978,Debt Consolidation,1
APP-21708,28,Female,33135,716,0.295,5.2,10,0,18789,Home Improvement,0
APP-21709,40,Male,157071,507,0.205,0.3,4,0,12032,Small Business,1
APP-21710,49,Female,39020,678,0.413,3.4,5,1,24755,Major Purchase,1
APP-21711,71,Male,69837,708,0.269,0.7,10,0,21427,Debt Consolidation,1
APP-21712,65,Female,53695,636,0.365,8.6,12,0,14807,Debt Consolidation,1
APP-21713,66,Female,205441,682,0.05,2.4,6,0,19242,Debt Consolidation,0
APP-21714,30,Female,55628,636,0.407,3.7,8,1,10622,Small Business,1
APP-21715,63,Male,36927,613,0.631,0.1,4,0,2904,Home Improvement,1
APP-21716,54,Male,69684,768,0.319,0.3,5,1,5781,Home Improvement,1
APP-21717,46,Female,68836,683,0.288,5.6,4,0,20095,Debt Consolidation,0
APP-21718,61,Male,44953,598,0.265,7.3,6,1,15608,Small Business,1
APP-21719,69,Female,26846,580,0.387,6.2,11,2,21359,Small Business,1
APP-21720,23,Male,36665,614,0.284,6.7,14,0,24645,Home Improvement,1
APP-21721,26,Male,79604,614,0.398,0.6,4,0,20780,Major Purchase,1
APP-21722,25,Female,18749,679,0.527,5.9,8,0,12849,Debt Consolidation,1
APP-21723,25,Female,42769,701,0.421,1.0,7,0,21294,Small Business,1
APP-21724,67,Female,84725,701,0.299,0.5,7,0,14895,Major Purchase,1
APP-21725,43,Female,46563,621,0.186,7.1,8,1,15418,Credit Card Refinance,0
APP-21726,69,Male,162030,729,0.271,11.0,6,2,26404,Debt Consolidation,1
APP-21727,29,Female,18778,749,0.301,6.3,7,0,22563,Credit Card Refinance,1
APP-21728,55,Male,28889,653,0.162,8.2,6,0,14661,Home Improvement,0
APP-21729,40,Female,18000,602,0.45,23.6,11,1,11459,Home Improvement,1
APP-21730,69,Female,146756,676,0.388,0.7,5,0,29094,Home Improvement,1
APP-21731,62,Male,29151,810,0.194,16.8,7,0,17651,Small Business,0
APP-21732,55,Female,18000,601,0.106,4.6,5,0,8838,Small Business,1
APP-21733,70,Female,35011,635,0.406,8.4,12,0,14466,Major Purchase,1
APP-21734,38,Male,22787,673,0.123,5.3,8,0,3993,Credit Card Refinance,1
APP-21735,37,Female,35149,705,0.33,4.2,8,0,2000,Home Improvement,0
APP-21736,44,Male,50145,540,0.271,6.1,7,0,25636,Home Improvement,1
APP-21737,23,Male,76321,754,0.416,1.9,2,0,10960,Small Business,0
APP-21738,52,Female,44530,753,0.417,12.9,10,1,8249,Small Business,0
APP-21739,55,Female,49707,642,0.221,0.6,6,1,13475,Small Business,1
APP-21740,58,Female,35600,845,0.427,1.9,5,0,15303,Debt Consolidation,0
APP-21741,33,Female,21344,749,0.285,0.2,7,0,13245,Credit Card Refinance,1
APP-21742,67,Female,18000,746,0.322,1.6,4,0,10751,Credit Card Refinance,1
APP-21743,45,Female,40116,747,0.325,1.2,11,0,17669,Debt Consolidation,0
APP-21744,29,Male,51356,745,0.59,0.3,4,0,16080,Home Improvement,1
APP-21745,24,Male,38513,668,0.306,3.4,2,0,31558,Major Purchase,1
APP-21746,34,Male,18121,662,0.119,3.2,8,3,15076,Major Purchase,1
APP-21747,57,Male,54762,608,0.234,0.4,4,0,17666,Home Improvement,1
APP-21748,54,Female,120104,632,0.409,1.5,8,0,10678,Major Purchase,1
APP-21749,31,Male,46025,649,0.286,15.3,7,0,23180,Small Business,1
APP-21750,61,Male,35641,674,0.322,0.6,2,1,31323,Credit Card Refinance,0
APP-21751,23,Male,47416,773,0.268,1.8,4,0,17229,Small Business,0
APP-21752,48,Female,26704,533,0.05,0.2,5,0,12959,Major Purchase,1
APP-21753,49,Female,25773,757,0.227,0.8,7,0,19444,Major Purchase,1
APP-21754,29,Female,62835,604,0.311,6.0,5,1,21817,Credit Card Refinance,1
APP-21755,23,Female,84514,663,0.108,2.3,8,0,41126,Small Business,1
APP-21756,45,Female,45211,622,0.179,3.0,6,0,16805,Credit Card Refinance,1
APP-21757,54,Female,18000,790,0.279,0.9,15,1,15272,Major Purchase,0
APP-21758,32,Male,59536,637,0.28,5.7,5,0,8757,Credit Card Refinance,1
APP-21759,62,Female,152826,703,0.367,7.0,9,0,15605,Credit Card Refinance,0
APP-21760,29,Female,42866,707,0.287,1.0,6,0,14630,Major Purchase,1
APP-21761,35,Female,44452,594,0.363,0.2,4,0,22373,Credit Card Refinance,1
APP-21762,60,Female,30334,663,0.236,0.4,9,0,15843,Small Business,1
APP-21763,45,Male,63878,748,0.345,5.4,5,1,9842,Major Purchase,0
APP-21764,25,Female,33892,613,0.497,0.7,8,0,9537,Credit Card Refinance,1
APP-21765,31,Female,85976,723,0.355,3.4,8,1,14621,Home Improvement,1
APP-21766,54,Male,34143,648,0.292,0.8,8,0,24045,Small Business,1
APP-21767,44,Female,59159,745,0.207,0.9,0,0,19427,Small Business,1
APP-21768,35,Male,47787,783,0.33,0.0,5,0,21760,Small Business,0
APP-21769,58,Female,115302,539,0.294,1.9,5,0,18109,Debt Consolidation,1
APP-21770,28,Female,61402,583,0.387,0.5,5,0,21180,Major Purchase,1
APP-21771,25,Male,105119,641,0.101,2.5,8,1,15178,Debt Consolidation,1
APP-21772,68,Female,52038,765,0.297,4.6,4,0,11110,Credit Card Refinance,0
APP-21773,46,Male,44626,704,0.37,2.3,7,0,11286,Major Purchase,0
APP-21774,38,Female,48001,589,0.336,6.1,4,2,10885,Small Business,1
APP-21775,26,Male,32071,714,0.28,6.8,6,0,28112,Small Business,0
APP-21776,57,Female,65671,610,0.278,6.0,7,0,25819,Small Business,0
APP-21777,68,Male,33533,726,0.188,13.8,9,1,14585,Small Business,0
APP-21778,33,Female,52148,705,0.365,1.4,11,1,19336,Credit Card Refinance,1
APP-21779,48,Male,78461,610,0.371,1.1,4,0,23579,Home Improvement,1
APP-21780,25,Female,117119,665,0.15,4.7,6,1,13272,Major Purchase,0
APP-21781,33,Female,53614,749,0.412,4.5,10,0,17014,Home Improvement,0
APP-21782,37,Female,78720,547,0.241,3.6,4,0,10402,Major Purchase,1
APP-21783,70,Female,73720,689,0.275,0.0,7,0,11020,Small Business,0
APP-21784,60,Female,39723,598,0.542,4.1,6,0,23375,Debt Consolidation,1
APP-21785,65,Male,156262,668,0.512,13.5,6,0,18519,Credit Card Refinance,1
APP-21786,52,Male,35705,699,0.146,2.0,9,0,18230,Major Purchase,1
APP-21787,49,Male,51536,800,0.167,17.1,5,1,27098,Small Business,0
APP-21788,71,Female,109072,668,0.194,2.2,8,0,14568,Debt Consolidation,0
APP-21789,23,Female,107602,765,0.51,0.8,7,2,23715,Small Business,1
APP-21790,60,Male,49408,615,0.247,2.5,12,0,11388,Credit Card Refinance,1
APP-21791,54,Female,84518,637,0.143,3.4,8,0,14661,Debt Consolidation,1
APP-21792,60,Female,43339,708,0.468,5.0,8,0,12211,Major Purchase,0
APP-21793,47,Female,37467,683,0.391,3.5,11,0,11660,Major Purchase,1
APP-21794,33,Male,25158,648,0.59,3.8,5,0,32237,Major Purchase,1
APP-21795,65,Male,72994,646,0.391,0.1,7,1,7836,Major Purchase,1
APP-21796,53,Female,77348,756,0.316,1.5,6,1,12407,Debt Consolidation,0
APP-21797,26,Female,35870,651,0.35,1.9,5,0,2000,Credit Card Refinance,1
APP-21798,44,Male,56809,603,0.266,21.7,13,2,13813,Debt Consolidation,0
APP-21799,39,Female,210669,614,0.477,1.8,6,0,16547,Major Purchase,1
APP-21800,36,Female,92104,713,0.483,11.3,14,0,24769,Credit Card Refinance,1
APP-21801,60,Female,29857,816,0.13,1.8,5,0,13984,Home Improvement,0
APP-21802,48,Female,85038,635,0.433,0.5,9,0,8688,Home Improvement,1
APP-21803,53,Male,29933,809,0.191,1.4,7,0,13960,Debt Consolidation,0
APP-21804,68,Male,18000,669,0.61,1.6,11,1,20104,Major Purchase,1
APP-21805,61,Female,48473,651,0.502,19.1,6,1,24071,Home Improvement,1
APP-21806,33,Male,115816,610,0.183,5.6,8,0,12903,Home Improvement,0
APP-21807,63,Male,105724,657,0.349,13.4,4,1,10441,Small Business,1
APP-21808,65,Male,60323,620,0.439,9.0,4,0,14939,Small Business,0
APP-21809,45,Male,36389,615,0.245,4.3,11,0,20744,Credit Card Refinance,0
APP-21810,62,Male,64058,562,0.156,5.6,2,1,24379,Credit Card Refinance,0
APP-21811,56,Male,42275,784,0.332,4.9,8,0,9808,Major Purchase,0
APP-21812,47,Male,36956,739,0.301,5.5,9,0,12233,Home Improvement,0
APP-21813,58,Male,87912,687,0.21,1.5,8,1,2000,Debt Consolidation,0
APP-21814,27,Female,36705,660,0.468,2.6,6,0,2000,Debt Consolidation,1
APP-21815,25,Female,91124,669,0.165,4.5,6,2,9134,Small Business,1
APP-21816,63,Female,35394,619,0.307,0.2,11,0,10085,Credit Card Refinance,1
APP-21817,65,Male,152081,596,0.342,3.3,6,0,14145,Major Purchase,1
APP-21818,71,Male,19883,716,0.357,9.8,4,0,20403,Small Business,0
APP-21819,51,Female,28963,652,0.456,3.4,3,0,17314,Small Business,1
APP-21820,43,Female,45005,691,0.291,4.0,0,1,20221,Major Purchase,1
APP-21821,62,Male,18000,561,0.05,1.1,8,0,25234,Major Purchase,1
APP-21822,30,Male,18000,649,0.274,7.9,13,0,19968,Home Improvement,1
APP-21823,52,Female,18000,595,0.407,2.2,4,1,16402,Major Purchase,1
APP-21824,63,Male,41745,701,0.303,15.7,10,0,21679,Major Purchase,1
APP-21825,50,Male,42332,734,0.304,25.3,9,1,2855,Small Business,1
APP-21826,59,Female,58873,764,0.383,12.4,3,3,15940,Small Business,1
APP-21827,51,Female,43986,629,0.399,0.4,13,0,23130,Debt Consolidation,0
APP-21828,38,Male,57799,596,0.106,2.0,8,0,16831,Debt Consolidation,1
APP-21829,56,Male,38268,642,0.318,14.5,5,0,19823,Debt Consolidation,0
APP-21830,22,Female,72631,624,0.297,8.2,6,1,16398,Major Purchase,0
APP-21831,34,Male,67973,698,0.329,12.1,6,0,22859,Home Improvement,1
APP-21832,33,Male,40958,578,0.084,4.2,3,1,25105,Small Business,1
APP-21833,49,Male,65719,555,0.479,3.3,3,0,2000,Credit Card Refinance,1
APP-21834,32,Female,44141,647,0.321,0.6,7,0,12705,Home Improvement,1
