customer_id,recency_days,frequency_orders,monetary_value_usd,true_segment
CUST-2373,65,4,520.97,Potential
CUST-2374,42,7,1657.08,Loyal
CUST-2375,171,7,988.76,At-Risk
CUST-2376,73,3,359.14,Potential
CUST-2377,57,4,421.47,Potential
CUST-2378,23,14,1627.85,Loyal
CUST-2379,83,2,414.99,Potential
CUST-2380,42,7,1985.26,Loyal
CUST-2381,37,9,1481.33,Loyal
CUST-2382,345,1,104.71,Hibernating
CUST-2383,15,12,1242.88,Loyal
CUST-2384,76,5,459.46,Potential
CUST-2385,56,11,1450.21,Loyal
CUST-2386,213,7,1280.57,At-Risk
CUST-2387,15,23,3246.04,Champions
CUST-2388,301,1,141.16,Hibernating
CUST-2389,53,3,316.75,Potential
CUST-2390,52,15,1183.92,Loyal
CUST-2391,15,25,2283.74,Champions
CUST-2392,20,7,883.82,Loyal
CUST-2393,22,3,360.39,Potential
CUST-2394,17,6,1644.33,Loyal
CUST-2395,93,5,1446.43,At-Risk
CUST-2396,36,5,399.17,Potential
CUST-2397,24,14,990.31,Loyal
CUST-2398,40,5,423.07,Potential
CUST-2399,157,4,1155.28,At-Risk
CUST-2400,51,13,1133.8,Loyal
CUST-2401,58,14,1807.97,Loyal
CUST-2402,8,24,3261.01,Champions
CUST-2403,95,4,926.41,At-Risk
CUST-2404,55,2,468.54,Potential
CUST-2405,71,3,409.61,Potential
CUST-2406,141,7,1161.67,At-Risk
CUST-2407,200,6,1090.05,At-Risk
CUST-2408,74,4,394.12,Potential
CUST-2409,158,7,452.98,At-Risk
CUST-2410,53,12,1742.09,Loyal
CUST-2411,10,12,4699.32,Champions
CUST-2412,54,11,901.67,Loyal
CUST-2413,3,16,3501.95,Champions
CUST-2414,30,6,683.8,Potential
CUST-2415,341,1,151.0,Hibernating
CUST-2416,8,22,2114.85,Champions
CUST-2417,6,20,2929.55,Champions
CUST-2418,82,5,311.55,Potential
CUST-2419,378,1,76.19,Hibernating
CUST-2420,31,11,1219.11,Loyal
CUST-2421,89,3,488.15,Potential
CUST-2422,15,28,3365.96,Champions
CUST-2423,1,33,3917.29,Champions
CUST-2424,293,1,138.64,Hibernating
CUST-2425,422,1,88.04,Hibernating
CUST-2426,10,26,3442.06,Champions
CUST-2427,261,1,79.13,Hibernating
CUST-2428,35,4,821.12,Potential
CUST-2429,230,4,533.89,At-Risk
CUST-2430,78,6,556.65,Potential
CUST-2431,64,5,493.34,Potential
CUST-2432,43,6,401.25,Potential
CUST-2433,57,6,375.98,Potential
CUST-2434,2,32,3508.93,Champions
CUST-2435,19,20,3691.96,Champions
CUST-2436,43,11,980.85,Loyal
CUST-2437,93,9,1205.52,At-Risk
CUST-2438,17,13,1496.26,Loyal
CUST-2439,77,4,430.25,Potential
CUST-2440,200,1,163.22,Hibernating
CUST-2441,3,14,3992.64,Champions
CUST-2442,50,5,385.02,Potential
CUST-2443,70,3,441.4,Potential
CUST-2444,215,7,1200.88,At-Risk
CUST-2445,23,7,1502.97,Loyal
CUST-2446,53,5,366.68,Potential
CUST-2447,174,4,517.54,At-Risk
CUST-2448,356,1,22.36,Hibernating
CUST-2449,80,6,409.79,Potential
CUST-2450,45,6,492.04,Potential
CUST-2451,20,6,348.68,Potential
CUST-2452,92,7,898.84,At-Risk
CUST-2453,85,4,494.5,Potential
CUST-2454,6,17,3386.51,Champions
CUST-2455,200,2,46.85,Hibernating
CUST-2456,82,6,424.5,Potential
CUST-2457,28,3,591.47,Potential
CUST-2458,24,11,1251.51,Loyal
CUST-2459,56,2,390.29,Potential
CUST-2460,54,11,1428.72,Loyal
CUST-2461,33,6,378.8,Potential
CUST-2462,1,20,3162.59,Champions
CUST-2463,68,4,508.91,Potential
CUST-2464,399,2,143.72,Hibernating
CUST-2465,7,21,3897.7,Champions
CUST-2466,343,1,144.0,Hibernating
CUST-2467,20,3,500.12,Potential
CUST-2468,214,6,490.81,At-Risk
CUST-2469,142,5,1135.5,At-Risk
CUST-2470,77,3,578.09,Potential
CUST-2471,239,8,1038.42,At-Risk
CUST-2472,237,10,875.46,At-Risk
CUST-2473,84,2,476.51,Potential
CUST-2474,15,10,1423.67,Loyal
CUST-2475,22,4,394.64,Potential
CUST-2476,134,5,814.67,At-Risk
CUST-2477,124,11,897.11,At-Risk
CUST-2478,117,7,590.87,At-Risk
CUST-2479,35,2,531.06,Potential
CUST-2480,100,4,698.71,At-Risk
CUST-2481,11,16,3846.11,Champions
CUST-2482,32,3,430.96,Potential
CUST-2483,12,18,3951.42,Champions
CUST-2484,40,6,1487.98,Loyal
CUST-2485,55,12,1177.17,Loyal
CUST-2486,46,9,1973.5,Loyal
CUST-2487,51,5,506.94,Potential
CUST-2488,27,6,1167.73,Loyal
CUST-2489,49,5,443.3,Potential
CUST-2490,39,15,1105.74,Loyal
CUST-2491,36,13,1409.93,Loyal
CUST-2492,57,9,1448.31,Loyal
CUST-2493,4,15,3930.37,Champions
CUST-2494,71,6,297.31,Potential
CUST-2495,63,6,374.33,Potential
CUST-2496,73,3,566.71,Potential
CUST-2497,50,4,436.74,Potential
CUST-2498,23,6,1550.25,Loyal
CUST-2499,231,6,680.38,At-Risk
