date,warehouse_id,sku_id,daily_sales,is_promotion,day_of_week,month,lead_time_days
2023-10-31,WH-EAST-NJ,SKU-APPAREL-02,115,0,1,10,4
2023-11-01,WH-EAST-NJ,SKU-APPAREL-02,113,0,2,11,4
2023-11-02,WH-EAST-NJ,SKU-APPAREL-02,123,0,3,11,4
2023-11-03,WH-EAST-NJ,SKU-APPAREL-02,109,0,4,11,4
2023-11-04,WH-EAST-NJ,SKU-APPAREL-02,183,0,5,11,4
2023-11-05,WH-EAST-NJ,SKU-APPAREL-02,256,1,6,11,4
2023-11-06,WH-EAST-NJ,SKU-APPAREL-02,138,0,0,11,4
2023-11-07,WH-EAST-NJ,SKU-APPAREL-02,103,0,1,11,4
2023-11-08,WH-EAST-NJ,SKU-APPAREL-02,112,0,2,11,4
2023-11-09,WH-EAST-NJ,SKU-APPAREL-02,190,1,3,11,4
2023-11-10,WH-EAST-NJ,SKU-APPAREL-02,198,1,4,11,4
2023-11-11,WH-EAST-NJ,SKU-APPAREL-02,181,0,5,11,4
2023-11-12,WH-EAST-NJ,SKU-APPAREL-02,179,0,6,11,4
2023-11-13,WH-EAST-NJ,SKU-APPAREL-02,99,0,0,11,4
2023-11-14,WH-EAST-NJ,SKU-APPAREL-02,120,0,1,11,4
2023-11-15,WH-EAST-NJ,SKU-APPAREL-02,108,0,2,11,4
2023-11-16,WH-EAST-NJ,SKU-APPAREL-02,126,0,3,11,4
2023-11-17,WH-EAST-NJ,SKU-APPAREL-02,127,0,4,11,4
2023-11-18,WH-EAST-NJ,SKU-APPAREL-02,267,1,5,11,4
2023-11-19,WH-EAST-NJ,SKU-APPAREL-02,160,0,6,11,4
2023-11-20,WH-EAST-NJ,SKU-APPAREL-02,105,0,0,11,4
2023-11-21,WH-EAST-NJ,SKU-APPAREL-02,109,0,1,11,4
2023-11-22,WH-EAST-NJ,SKU-APPAREL-02,178,1,2,11,4
2023-11-23,WH-EAST-NJ,SKU-APPAREL-02,116,0,3,11,4
2023-11-24,WH-EAST-NJ,SKU-APPAREL-02,126,0,4,11,4
2023-11-25,WH-EAST-NJ,SKU-APPAREL-02,166,0,5,11,4
2023-11-26,WH-EAST-NJ,SKU-APPAREL-02,153,0,6,11,4
2023-11-27,WH-EAST-NJ,SKU-APPAREL-02,104,0,0,11,4
2023-11-28,WH-EAST-NJ,SKU-APPAREL-02,123,0,1,11,4
2023-11-29,WH-EAST-NJ,SKU-APPAREL-02,135,0,2,11,4
2023-11-30,WH-EAST-NJ,SKU-APPAREL-02,117,0,3,11,4
2023-12-01,WH-EAST-NJ,SKU-APPAREL-02,126,0,4,12,4
2023-12-02,WH-EAST-NJ,SKU-APPAREL-02,179,0,5,12,4
2023-12-03,WH-EAST-NJ,SKU-APPAREL-02,195,0,6,12,4
2023-12-04,WH-EAST-NJ,SKU-APPAREL-02,228,1,0,12,4
2023-12-05,WH-EAST-NJ,SKU-APPAREL-02,129,0,1,12,4
2023-12-06,WH-EAST-NJ,SKU-APPAREL-02,127,0,2,12,4
2023-12-07,WH-EAST-NJ,SKU-APPAREL-02,118,0,3,12,4
2023-12-08,WH-EAST-NJ,SKU-APPAREL-02,133,0,4,12,4
2023-12-09,WH-EAST-NJ,SKU-APPAREL-02,196,0,5,12,4
2023-12-10,WH-EAST-NJ,SKU-APPAREL-02,181,0,6,12,4
2023-12-11,WH-EAST-NJ,SKU-APPAREL-02,135,0,0,12,4
2023-12-12,WH-EAST-NJ,SKU-APPAREL-02,217,1,1,12,4
2023-12-13,WH-EAST-NJ,SKU-APPAREL-02,138,0,2,12,4
2023-12-14,WH-EAST-NJ,SKU-APPAREL-02,202,1,3,12,4
2023-12-15,WH-EAST-NJ,SKU-APPAREL-02,124,0,4,12,4
2023-12-16,WH-EAST-NJ,SKU-APPAREL-02,303,1,5,12,4
2023-12-17,WH-EAST-NJ,SKU-APPAREL-02,196,0,6,12,4
2023-12-18,WH-EAST-NJ,SKU-APPAREL-02,154,0,0,12,4
2023-12-19,WH-EAST-NJ,SKU-APPAREL-02,121,0,1,12,4
2023-12-20,WH-EAST-NJ,SKU-APPAREL-02,135,0,2,12,4
2023-12-21,WH-EAST-NJ,SKU-APPAREL-02,132,0,3,12,4
2023-12-22,WH-EAST-NJ,SKU-APPAREL-02,128,0,4,12,4
2023-12-23,WH-EAST-NJ,SKU-APPAREL-02,200,0,5,12,4
2023-12-24,WH-EAST-NJ,SKU-APPAREL-02,194,0,6,12,4
2023-12-25,WH-EAST-NJ,SKU-APPAREL-02,138,0,0,12,4
2023-12-26,WH-EAST-NJ,SKU-APPAREL-02,200,1,1,12,4
2023-12-27,WH-EAST-NJ,SKU-APPAREL-02,129,0,2,12,4
2023-12-28,WH-EAST-NJ,SKU-APPAREL-02,133,0,3,12,4
2023-12-29,WH-EAST-NJ,SKU-APPAREL-02,134,0,4,12,4
2023-12-30,WH-EAST-NJ,SKU-APPAREL-02,327,1,5,12,4
2023-12-31,WH-EAST-NJ,SKU-APPAREL-02,185,0,6,12,4
2023-01-01,WH-EAST-NJ,SKU-HOME-03,50,0,6,1,4
2023-01-02,WH-EAST-NJ,SKU-HOME-03,86,1,0,1,4
2023-01-03,WH-EAST-NJ,SKU-HOME-03,58,0,1,1,4
2023-01-04,WH-EAST-NJ,SKU-HOME-03,53,0,2,1,4
2023-01-05,WH-EAST-NJ,SKU-HOME-03,24,0,3,1,4
2023-01-06,WH-EAST-NJ,SKU-HOME-03,88,1,4,1,4
2023-01-07,WH-EAST-NJ,SKU-HOME-03,81,0,5,1,4
2023-01-08,WH-EAST-NJ,SKU-HOME-03,63,0,6,1,4
2023-01-09,WH-EAST-NJ,SKU-HOME-03,46,0,0,1,4
2023-01-10,WH-EAST-NJ,SKU-HOME-03,52,0,1,1,4
2023-01-11,WH-EAST-NJ,SKU-HOME-03,79,1,2,1,4
2023-01-12,WH-EAST-NJ,SKU-HOME-03,81,1,3,1,4
2023-01-13,WH-EAST-NJ,SKU-HOME-03,56,0,4,1,4
2023-01-14,WH-EAST-NJ,SKU-HOME-03,115,1,5,1,4
2023-01-15,WH-EAST-NJ,SKU-HOME-03,60,0,6,1,4
2023-01-16,WH-EAST-NJ,SKU-HOME-03,62,0,0,1,4
2023-01-17,WH-EAST-NJ,SKU-HOME-03,42,0,1,1,4
2023-01-18,WH-EAST-NJ,SKU-HOME-03,51,0,2,1,4
2023-01-19,WH-EAST-NJ,SKU-HOME-03,48,0,3,1,4
2023-01-20,WH-EAST-NJ,SKU-HOME-03,41,0,4,1,4
2023-01-21,WH-EAST-NJ,SKU-HOME-03,84,0,5,1,4
2023-01-22,WH-EAST-NJ,SKU-HOME-03,129,1,6,1,4
2023-01-23,WH-EAST-NJ,SKU-HOME-03,49,0,0,1,4
2023-01-24,WH-EAST-NJ,SKU-HOME-03,53,0,1,1,4
2023-01-25,WH-EAST-NJ,SKU-HOME-03,54,0,2,1,4
2023-01-26,WH-EAST-NJ,SKU-HOME-03,42,0,3,1,4
2023-01-27,WH-EAST-NJ,SKU-HOME-03,75,1,4,1,4
2023-01-28,WH-EAST-NJ,SKU-HOME-03,75,0,5,1,4
2023-01-29,WH-EAST-NJ,SKU-HOME-03,64,0,6,1,4
2023-01-30,WH-EAST-NJ,SKU-HOME-03,53,0,0,1,4
2023-01-31,WH-EAST-NJ,SKU-HOME-03,30,0,1,1,4
2023-02-01,WH-EAST-NJ,SKU-HOME-03,53,0,2,2,4
2023-02-02,WH-EAST-NJ,SKU-HOME-03,60,0,3,2,4
2023-02-03,WH-EAST-NJ,SKU-HOME-03,59,0,4,2,4
2023-02-04,WH-EAST-NJ,SKU-HOME-03,93,0,5,2,4
2023-02-05,WH-EAST-NJ,SKU-HOME-03,70,0,6,2,4
2023-02-06,WH-EAST-NJ,SKU-HOME-03,56,0,0,2,4
2023-02-07,WH-EAST-NJ,SKU-HOME-03,66,0,1,2,4
2023-02-08,WH-EAST-NJ,SKU-HOME-03,60,0,2,2,4
2023-02-09,WH-EAST-NJ,SKU-HOME-03,65,0,3,2,4
2023-02-10,WH-EAST-NJ,SKU-HOME-03,80,1,4,2,4
2023-02-11,WH-EAST-NJ,SKU-HOME-03,82,0,5,2,4
2023-02-12,WH-EAST-NJ,SKU-HOME-03,79,0,6,2,4
2023-02-13,WH-EAST-NJ,SKU-HOME-03,93,1,0,2,4
2023-02-14,WH-EAST-NJ,SKU-HOME-03,49,0,1,2,4
2023-02-15,WH-EAST-NJ,SKU-HOME-03,70,0,2,2,4
2023-02-16,WH-EAST-NJ,SKU-HOME-03,64,0,3,2,4
2023-02-17,WH-EAST-NJ,SKU-HOME-03,69,0,4,2,4
2023-02-18,WH-EAST-NJ,SKU-HOME-03,84,0,5,2,4
2023-02-19,WH-EAST-NJ,SKU-HOME-03,75,0,6,2,4
2023-02-20,WH-EAST-NJ,SKU-HOME-03,63,0,0,2,4
2023-02-21,WH-EAST-NJ,SKU-HOME-03,70,0,1,2,4
2023-02-22,WH-EAST-NJ,SKU-HOME-03,60,0,2,2,4
2023-02-23,WH-EAST-NJ,SKU-HOME-03,48,0,3,2,4
2023-02-24,WH-EAST-NJ,SKU-HOME-03,51,0,4,2,4
2023-02-25,WH-EAST-NJ,SKU-HOME-03,82,0,5,2,4
2023-02-26,WH-EAST-NJ,SKU-HOME-03,96,0,6,2,4
2023-02-27,WH-EAST-NJ,SKU-HOME-03,75,0,0,2,4
2023-02-28,WH-EAST-NJ,SKU-HOME-03,49,0,1,2,4
2023-03-01,WH-EAST-NJ,SKU-HOME-03,62,0,2,3,4
2023-03-02,WH-EAST-NJ,SKU-HOME-03,53,0,3,3,4
2023-03-03,WH-EAST-NJ,SKU-HOME-03,46,0,4,3,4
2023-03-04,WH-EAST-NJ,SKU-HOME-03,90,0,5,3,4
2023-03-05,WH-EAST-NJ,SKU-HOME-03,85,0,6,3,4
2023-03-06,WH-EAST-NJ,SKU-HOME-03,97,1,0,3,4
2023-03-07,WH-EAST-NJ,SKU-HOME-03,57,0,1,3,4
2023-03-08,WH-EAST-NJ,SKU-HOME-03,62,0,2,3,4
2023-03-09,WH-EAST-NJ,SKU-HOME-03,62,0,3,3,4
2023-03-10,WH-EAST-NJ,SKU-HOME-03,67,0,4,3,4
2023-03-11,WH-EAST-NJ,SKU-HOME-03,76,0,5,3,4
2023-03-12,WH-EAST-NJ,SKU-HOME-03,93,0,6,3,4
2023-03-13,WH-EAST-NJ,SKU-HOME-03,66,0,0,3,4
2023-03-14,WH-EAST-NJ,SKU-HOME-03,62,0,1,3,4
2023-03-15,WH-EAST-NJ,SKU-HOME-03,59,0,2,3,4
2023-03-16,WH-EAST-NJ,SKU-HOME-03,94,1,3,3,4
2023-03-17,WH-EAST-NJ,SKU-HOME-03,58,0,4,3,4
2023-03-18,WH-EAST-NJ,SKU-HOME-03,84,0,5,3,4
2023-03-19,WH-EAST-NJ,SKU-HOME-03,69,0,6,3,4
2023-03-20,WH-EAST-NJ,SKU-HOME-03,82,0,0,3,4
2023-03-21,WH-EAST-NJ,SKU-HOME-03,70,0,1,3,4
2023-03-22,WH-EAST-NJ,SKU-HOME-03,77,0,2,3,4
2023-03-23,WH-EAST-NJ,SKU-HOME-03,65,0,3,3,4
2023-03-24,WH-EAST-NJ,SKU-HOME-03,53,0,4,3,4
2023-03-25,WH-EAST-NJ,SKU-HOME-03,89,0,5,3,4
2023-03-26,WH-EAST-NJ,SKU-HOME-03,143,1,6,3,4
2023-03-27,WH-EAST-NJ,SKU-HOME-03,50,0,0,3,4
2023-03-28,WH-EAST-NJ,SKU-HOME-03,107,1,1,3,4
2023-03-29,WH-EAST-NJ,SKU-HOME-03,55,0,2,3,4
2023-03-30,WH-EAST-NJ,SKU-HOME-03,66,0,3,3,4
2023-03-31,WH-EAST-NJ,SKU-HOME-03,73,0,4,3,4
2023-04-01,WH-EAST-NJ,SKU-HOME-03,84,0,5,4,4
2023-04-02,WH-EAST-NJ,SKU-HOME-03,145,1,6,4,4
2023-04-03,WH-EAST-NJ,SKU-HOME-03,43,0,0,4,4
2023-04-04,WH-EAST-NJ,SKU-HOME-03,81,1,1,4,4
2023-04-05,WH-EAST-NJ,SKU-HOME-03,49,0,2,4,4
2023-04-06,WH-EAST-NJ,SKU-HOME-03,36,0,3,4,4
2023-04-07,WH-EAST-NJ,SKU-HOME-03,40,0,4,4,4
2023-04-08,WH-EAST-NJ,SKU-HOME-03,96,0,5,4,4
2023-04-09,WH-EAST-NJ,SKU-HOME-03,93,0,6,4,4
2023-04-10,WH-EAST-NJ,SKU-HOME-03,86,1,0,4,4
2023-04-11,WH-EAST-NJ,SKU-HOME-03,79,0,1,4,4
2023-04-12,WH-EAST-NJ,SKU-HOME-03,89,1,2,4,4
2023-04-13,WH-EAST-NJ,SKU-HOME-03,76,0,3,4,4
2023-04-14,WH-EAST-NJ,SKU-HOME-03,76,0,4,4,4
2023-04-15,WH-EAST-NJ,SKU-HOME-03,75,0,5,4,4
2023-04-16,WH-EAST-NJ,SKU-HOME-03,90,0,6,4,4
2023-04-17,WH-EAST-NJ,SKU-HOME-03,68,0,0,4,4
2023-04-18,WH-EAST-NJ,SKU-HOME-03,51,0,1,4,4
2023-04-19,WH-EAST-NJ,SKU-HOME-03,30,0,2,4,4
2023-04-20,WH-EAST-NJ,SKU-HOME-03,100,1,3,4,4
2023-04-21,WH-EAST-NJ,SKU-HOME-03,49,0,4,4,4
2023-04-22,WH-EAST-NJ,SKU-HOME-03,80,0,5,4,4
2023-04-23,WH-EAST-NJ,SKU-HOME-03,84,0,6,4,4
2023-04-24,WH-EAST-NJ,SKU-HOME-03,63,0,0,4,4
2023-04-25,WH-EAST-NJ,SKU-HOME-03,54,0,1,4,4
2023-04-26,WH-EAST-NJ,SKU-HOME-03,60,0,2,4,4
2023-04-27,WH-EAST-NJ,SKU-HOME-03,69,0,3,4,4
2023-04-28,WH-EAST-NJ,SKU-HOME-03,38,0,4,4,4
2023-04-29,WH-EAST-NJ,SKU-HOME-03,68,0,5,4,4
2023-04-30,WH-EAST-NJ,SKU-HOME-03,119,1,6,4,4
2023-05-01,WH-EAST-NJ,SKU-HOME-03,80,1,0,5,4
2023-05-02,WH-EAST-NJ,SKU-HOME-03,61,0,1,5,4
2023-05-03,WH-EAST-NJ,SKU-HOME-03,63,0,2,5,4
2023-05-04,WH-EAST-NJ,SKU-HOME-03,51,0,3,5,4
2023-05-05,WH-EAST-NJ,SKU-HOME-03,51,0,4,5,4
2023-05-06,WH-EAST-NJ,SKU-HOME-03,89,0,5,5,4
2023-05-07,WH-EAST-NJ,SKU-HOME-03,123,1,6,5,4
2023-05-08,WH-EAST-NJ,SKU-HOME-03,49,0,0,5,4
2023-05-09,WH-EAST-NJ,SKU-HOME-03,62,0,1,5,4
2023-05-10,WH-EAST-NJ,SKU-HOME-03,61,0,2,5,4
2023-05-11,WH-EAST-NJ,SKU-HOME-03,57,0,3,5,4
2023-05-12,WH-EAST-NJ,SKU-HOME-03,47,0,4,5,4
2023-05-13,WH-EAST-NJ,SKU-HOME-03,66,0,5,5,4
2023-05-14,WH-EAST-NJ,SKU-HOME-03,67,0,6,5,4
2023-05-15,WH-EAST-NJ,SKU-HOME-03,45,0,0,5,4
2023-05-16,WH-EAST-NJ,SKU-HOME-03,44,0,1,5,4
2023-05-17,WH-EAST-NJ,SKU-HOME-03,48,0,2,5,4
2023-05-18,WH-EAST-NJ,SKU-HOME-03,85,1,3,5,4
2023-05-19,WH-EAST-NJ,SKU-HOME-03,54,0,4,5,4
2023-05-20,WH-EAST-NJ,SKU-HOME-03,64,0,5,5,4
2023-05-21,WH-EAST-NJ,SKU-HOME-03,78,0,6,5,4
2023-05-22,WH-EAST-NJ,SKU-HOME-03,54,0,0,5,4
2023-05-23,WH-EAST-NJ,SKU-HOME-03,52,0,1,5,4
2023-05-24,WH-EAST-NJ,SKU-HOME-03,47,0,2,5,4
2023-05-25,WH-EAST-NJ,SKU-HOME-03,42,0,3,5,4
2023-05-26,WH-EAST-NJ,SKU-HOME-03,59,0,4,5,4
2023-05-27,WH-EAST-NJ,SKU-HOME-03,76,0,5,5,4
2023-05-28,WH-EAST-NJ,SKU-HOME-03,79,0,6,5,4
2023-05-29,WH-EAST-NJ,SKU-HOME-03,81,1,0,5,4
2023-05-30,WH-EAST-NJ,SKU-HOME-03,48,0,1,5,4
2023-05-31,WH-EAST-NJ,SKU-HOME-03,63,0,2,5,4
2023-06-01,WH-EAST-NJ,SKU-HOME-03,102,1,3,6,4
2023-06-02,WH-EAST-NJ,SKU-HOME-03,44,0,4,6,4
2023-06-03,WH-EAST-NJ,SKU-HOME-03,69,0,5,6,4
2023-06-04,WH-EAST-NJ,SKU-HOME-03,66,0,6,6,4
2023-06-05,WH-EAST-NJ,SKU-HOME-03,39,0,0,6,4
2023-06-06,WH-EAST-NJ,SKU-HOME-03,43,0,1,6,4
2023-06-07,WH-EAST-NJ,SKU-HOME-03,67,0,2,6,4
2023-06-08,WH-EAST-NJ,SKU-HOME-03,40,0,3,6,4
2023-06-09,WH-EAST-NJ,SKU-HOME-03,48,0,4,6,4
2023-06-10,WH-EAST-NJ,SKU-HOME-03,61,0,5,6,4
2023-06-11,WH-EAST-NJ,SKU-HOME-03,66,0,6,6,4
2023-06-12,WH-EAST-NJ,SKU-HOME-03,40,0,0,6,4
2023-06-13,WH-EAST-NJ,SKU-HOME-03,42,0,1,6,4
2023-06-14,WH-EAST-NJ,SKU-HOME-03,33,0,2,6,4
2023-06-15,WH-EAST-NJ,SKU-HOME-03,48,0,3,6,4
2023-06-16,WH-EAST-NJ,SKU-HOME-03,43,0,4,6,4
2023-06-17,WH-EAST-NJ,SKU-HOME-03,72,0,5,6,4
2023-06-18,WH-EAST-NJ,SKU-HOME-03,66,0,6,6,4
2023-06-19,WH-EAST-NJ,SKU-HOME-03,40,0,0,6,4
2023-06-20,WH-EAST-NJ,SKU-HOME-03,37,0,1,6,4
2023-06-21,WH-EAST-NJ,SKU-HOME-03,47,0,2,6,4
2023-06-22,WH-EAST-NJ,SKU-HOME-03,60,0,3,6,4
2023-06-23,WH-EAST-NJ,SKU-HOME-03,41,0,4,6,4
2023-06-24,WH-EAST-NJ,SKU-HOME-03,49,0,5,6,4
2023-06-25,WH-EAST-NJ,SKU-HOME-03,69,0,6,6,4
2023-06-26,WH-EAST-NJ,SKU-HOME-03,59,0,0,6,4
2023-06-27,WH-EAST-NJ,SKU-HOME-03,52,0,1,6,4
2023-06-28,WH-EAST-NJ,SKU-HOME-03,35,0,2,6,4
2023-06-29,WH-EAST-NJ,SKU-HOME-03,48,0,3,6,4
2023-06-30,WH-EAST-NJ,SKU-HOME-03,55,0,4,6,4
2023-07-01,WH-EAST-NJ,SKU-HOME-03,54,0,5,7,4
2023-07-02,WH-EAST-NJ,SKU-HOME-03,53,0,6,7,4
2023-07-03,WH-EAST-NJ,SKU-HOME-03,36,0,0,7,4
2023-07-04,WH-EAST-NJ,SKU-HOME-03,39,0,1,7,4
2023-07-05,WH-EAST-NJ,SKU-HOME-03,29,0,2,7,4
2023-07-06,WH-EAST-NJ,SKU-HOME-03,68,1,3,7,4
2023-07-07,WH-EAST-NJ,SKU-HOME-03,43,0,4,7,4
2023-07-08,WH-EAST-NJ,SKU-HOME-03,61,0,5,7,4
2023-07-09,WH-EAST-NJ,SKU-HOME-03,58,0,6,7,4
2023-07-10,WH-EAST-NJ,SKU-HOME-03,29,0,0,7,4
2023-07-11,WH-EAST-NJ,SKU-HOME-03,63,1,1,7,4
2023-07-12,WH-EAST-NJ,SKU-HOME-03,59,0,2,7,4
2023-07-13,WH-EAST-NJ,SKU-HOME-03,43,0,3,7,4
2023-07-14,WH-EAST-NJ,SKU-HOME-03,58,1,4,7,4
2023-07-15,WH-EAST-NJ,SKU-HOME-03,65,0,5,7,4
2023-07-16,WH-EAST-NJ,SKU-HOME-03,77,0,6,7,4
2023-07-17,WH-EAST-NJ,SKU-HOME-03,45,0,0,7,4
2023-07-18,WH-EAST-NJ,SKU-HOME-03,39,0,1,7,4
2023-07-19,WH-EAST-NJ,SKU-HOME-03,54,0,2,7,4
2023-07-20,WH-EAST-NJ,SKU-HOME-03,36,0,3,7,4
2023-07-21,WH-EAST-NJ,SKU-HOME-03,51,0,4,7,4
2023-07-22,WH-EAST-NJ,SKU-HOME-03,53,0,5,7,4
2023-07-23,WH-EAST-NJ,SKU-HOME-03,54,0,6,7,4
2023-07-24,WH-EAST-NJ,SKU-HOME-03,49,0,0,7,4
2023-07-25,WH-EAST-NJ,SKU-HOME-03,54,0,1,7,4
2023-07-26,WH-EAST-NJ,SKU-HOME-03,40,0,2,7,4
2023-07-27,WH-EAST-NJ,SKU-HOME-03,53,0,3,7,4
2023-07-28,WH-EAST-NJ,SKU-HOME-03,45,0,4,7,4
2023-07-29,WH-EAST-NJ,SKU-HOME-03,51,0,5,7,4
2023-07-30,WH-EAST-NJ,SKU-HOME-03,55,0,6,7,4
2023-07-31,WH-EAST-NJ,SKU-HOME-03,46,0,0,7,4
2023-08-01,WH-EAST-NJ,SKU-HOME-03,50,0,1,8,4
2023-08-02,WH-EAST-NJ,SKU-HOME-03,47,0,2,8,4
2023-08-03,WH-EAST-NJ,SKU-HOME-03,47,0,3,8,4
2023-08-04,WH-EAST-NJ,SKU-HOME-03,24,0,4,8,4
2023-08-05,WH-EAST-NJ,SKU-HOME-03,60,0,5,8,4
2023-08-06,WH-EAST-NJ,SKU-HOME-03,59,0,6,8,4
2023-08-07,WH-EAST-NJ,SKU-HOME-03,39,0,0,8,4
2023-08-08,WH-EAST-NJ,SKU-HOME-03,43,0,1,8,4
2023-08-09,WH-EAST-NJ,SKU-HOME-03,42,1,2,8,4
2023-08-10,WH-EAST-NJ,SKU-HOME-03,14,0,3,8,4
2023-08-11,WH-EAST-NJ,SKU-HOME-03,39,0,4,8,4
2023-08-12,WH-EAST-NJ,SKU-HOME-03,83,1,5,8,4
2023-08-13,WH-EAST-NJ,SKU-HOME-03,50,0,6,8,4
2023-08-14,WH-EAST-NJ,SKU-HOME-03,41,0,0,8,4
2023-08-15,WH-EAST-NJ,SKU-HOME-03,39,0,1,8,4
2023-08-16,WH-EAST-NJ,SKU-HOME-03,40,0,2,8,4
2023-08-17,WH-EAST-NJ,SKU-HOME-03,68,1,3,8,4
2023-08-18,WH-EAST-NJ,SKU-HOME-03,31,0,4,8,4
2023-08-19,WH-EAST-NJ,SKU-HOME-03,56,0,5,8,4
2023-08-20,WH-EAST-NJ,SKU-HOME-03,46,0,6,8,4
2023-08-21,WH-EAST-NJ,SKU-HOME-03,40,1,0,8,4
2023-08-22,WH-EAST-NJ,SKU-HOME-03,34,0,1,8,4
2023-08-23,WH-EAST-NJ,SKU-HOME-03,47,0,2,8,4
2023-08-24,WH-EAST-NJ,SKU-HOME-03,50,1,3,8,4
2023-08-25,WH-EAST-NJ,SKU-HOME-03,41,0,4,8,4
2023-08-26,WH-EAST-NJ,SKU-HOME-03,61,0,5,8,4
2023-08-27,WH-EAST-NJ,SKU-HOME-03,60,0,6,8,4
2023-08-28,WH-EAST-NJ,SKU-HOME-03,53,1,0,8,4
2023-08-29,WH-EAST-NJ,SKU-HOME-03,29,0,1,8,4
2023-08-30,WH-EAST-NJ,SKU-HOME-03,37,0,2,8,4
2023-08-31,WH-EAST-NJ,SKU-HOME-03,39,0,3,8,4
2023-09-01,WH-EAST-NJ,SKU-HOME-03,42,0,4,9,4
2023-09-02,WH-EAST-NJ,SKU-HOME-03,57,0,5,9,4
2023-09-03,WH-EAST-NJ,SKU-HOME-03,77,0,6,9,4
2023-09-04,WH-EAST-NJ,SKU-HOME-03,50,0,0,9,4
2023-09-05,WH-EAST-NJ,SKU-HOME-03,32,0,1,9,4
2023-09-06,WH-EAST-NJ,SKU-HOME-03,56,0,2,9,4
2023-09-07,WH-EAST-NJ,SKU-HOME-03,24,0,3,9,4
2023-09-08,WH-EAST-NJ,SKU-HOME-03,25,0,4,9,4
2023-09-09,WH-EAST-NJ,SKU-HOME-03,58,0,5,9,4
2023-09-10,WH-EAST-NJ,SKU-HOME-03,78,1,6,9,4
2023-09-11,WH-EAST-NJ,SKU-HOME-03,11,0,0,9,4
2023-09-12,WH-EAST-NJ,SKU-HOME-03,50,0,1,9,4
2023-09-13,WH-EAST-NJ,SKU-HOME-03,41,0,2,9,4
2023-09-14,WH-EAST-NJ,SKU-HOME-03,34,0,3,9,4
2023-09-15,WH-EAST-NJ,SKU-HOME-03,33,0,4,9,4
2023-09-16,WH-EAST-NJ,SKU-HOME-03,48,0,5,9,4
2023-09-17,WH-EAST-NJ,SKU-HOME-03,29,0,6,9,4
2023-09-18,WH-EAST-NJ,SKU-HOME-03,26,0,0,9,4
2023-09-19,WH-EAST-NJ,SKU-HOME-03,28,0,1,9,4
2023-09-20,WH-EAST-NJ,SKU-HOME-03,67,1,2,9,4
2023-09-21,WH-EAST-NJ,SKU-HOME-03,29,0,3,9,4
2023-09-22,WH-EAST-NJ,SKU-HOME-03,39,0,4,9,4
2023-09-23,WH-EAST-NJ,SKU-HOME-03,48,0,5,9,4
2023-09-24,WH-EAST-NJ,SKU-HOME-03,72,1,6,9,4
2023-09-25,WH-EAST-NJ,SKU-HOME-03,38,0,0,9,4
2023-09-26,WH-EAST-NJ,SKU-HOME-03,35,0,1,9,4
2023-09-27,WH-EAST-NJ,SKU-HOME-03,46,0,2,9,4
2023-09-28,WH-EAST-NJ,SKU-HOME-03,31,0,3,9,4
2023-09-29,WH-EAST-NJ,SKU-HOME-03,29,0,4,9,4
2023-09-30,WH-EAST-NJ,SKU-HOME-03,58,0,5,9,4
2023-10-01,WH-EAST-NJ,SKU-HOME-03,51,0,6,10,4
2023-10-02,WH-EAST-NJ,SKU-HOME-03,46,0,0,10,4
2023-10-03,WH-EAST-NJ,SKU-HOME-03,31,0,1,10,4
2023-10-04,WH-EAST-NJ,SKU-HOME-03,38,0,2,10,4
2023-10-05,WH-EAST-NJ,SKU-HOME-03,31,0,3,10,4
2023-10-06,WH-EAST-NJ,SKU-HOME-03,51,1,4,10,4
2023-10-07,WH-EAST-NJ,SKU-HOME-03,30,0,5,10,4
2023-10-08,WH-EAST-NJ,SKU-HOME-03,99,1,6,10,4
2023-10-09,WH-EAST-NJ,SKU-HOME-03,54,1,0,10,4
2023-10-10,WH-EAST-NJ,SKU-HOME-03,64,1,1,10,4
2023-10-11,WH-EAST-NJ,SKU-HOME-03,35,0,2,10,4
2023-10-12,WH-EAST-NJ,SKU-HOME-03,48,0,3,10,4
2023-10-13,WH-EAST-NJ,SKU-HOME-03,42,1,4,10,4
2023-10-14,WH-EAST-NJ,SKU-HOME-03,54,0,5,10,4
2023-10-15,WH-EAST-NJ,SKU-HOME-03,60,0,6,10,4
2023-10-16,WH-EAST-NJ,SKU-HOME-03,37,0,0,10,4
2023-10-17,WH-EAST-NJ,SKU-HOME-03,52,1,1,10,4
2023-10-18,WH-EAST-NJ,SKU-HOME-03,42,1,2,10,4
2023-10-19,WH-EAST-NJ,SKU-HOME-03,30,0,3,10,4
2023-10-20,WH-EAST-NJ,SKU-HOME-03,17,0,4,10,4
2023-10-21,WH-EAST-NJ,SKU-HOME-03,60,0,5,10,4
2023-10-22,WH-EAST-NJ,SKU-HOME-03,57,0,6,10,4
2023-10-23,WH-EAST-NJ,SKU-HOME-03,45,0,0,10,4
2023-10-24,WH-EAST-NJ,SKU-HOME-03,27,0,1,10,4
2023-10-25,WH-EAST-NJ,SKU-HOME-03,26,0,2,10,4
2023-10-26,WH-EAST-NJ,SKU-HOME-03,42,0,3,10,4
2023-10-27,WH-EAST-NJ,SKU-HOME-03,42,0,4,10,4
2023-10-28,WH-EAST-NJ,SKU-HOME-03,34,0,5,10,4
2023-10-29,WH-EAST-NJ,SKU-HOME-03,45,0,6,10,4
